label,theorem,seed,path,cell,solved,requests,failed,hashes,legacy,corrected,input,cached,written,output,no_cache_fixed_trace,write_premium
historical_x3_seed1,amc12b_2020_p5,1,experiments/output/ace_polish_validation/configs/amc12b_2020_p5__reference-r64__gpt-5.6-luna__seed1,amc12b_2020_p5__reference-r64__gpt-5.6-luna__seed1,True,1,False,"{'cache.yaml': 'eb9a3740d691841bd4d1551b660b4a0410531fdb5310f985189321ecb47d0e3c', 'result.yaml': '774240a394442066fe299ae98fed2c21bc2d8fe33bc7b06a267f4897ac1ead80'}",0.00039232,0.00039232,6209,6206,0,223,0.0015094,0.0
historical_x3_seed1,mathd_algebra_421,1,experiments/output/ace_polish_validation/configs/mathd_algebra_421__reference-r64__gpt-5.6-luna__seed1,mathd_algebra_421__reference-r64__gpt-5.6-luna__seed1,True,3,False,"{'cache.yaml': '922a90287b7ddf44928a5166bc12568f96b5d425245cb3fbaf2d3d96759f9ca9', 'result.yaml': 'f934e2d14deb0011375ac2dfb2670d7e542a6d4f0cbe5d7edb1c6d59b07753e8'}",0.0036539399999999996,0.00402564,23250,15807,7434,1541,0.0064992,0.0003717
historical_x3_seed1,mathd_numbertheory_530,1,experiments/output/ace_polish_validation/configs/mathd_numbertheory_530__reference-r64__gpt-5.6-luna__seed1,mathd_numbertheory_530__reference-r64__gpt-5.6-luna__seed1,False,22,False,"{'cache.yaml': '6ee1aa195470e0e18c4dd5007a7f0c09e6cedf2015754c5ae9d716983d4a64cb', 'result.yaml': 'ae56d9421dcf43253a5a84597a255a9ed487ffe03dcb838b261fd7fe961331b3'}",0.04194104,0.04698894,355876,254852,100958,13866,0.0878144,0.0050479
historical_x3_seed1,amc12_2000_p12,1,experiments/output/ace_polish_validation/configs/amc12_2000_p12__reference-r64__gpt-5.6-luna__seed1,amc12_2000_p12__reference-r64__gpt-5.6-luna__seed1,True,11,False,"{'cache.yaml': 'b0b9457b7b3368b0ab70b309095201973978fc5db388435e2322a575eed54bb0', 'result.yaml': 'a258caadbf8fe4ba7e42cc588c27aa26c3343f8393d0c0f963640b1f022b6ec0'}",0.018235039999999998,0.01974049,113734,83592,30109,8779,0.033281599999999995,0.00150545
historical_x3_seed1,mathd_algebra_433,1,experiments/output/ace_polish_validation/configs/mathd_algebra_433__reference-r64__gpt-5.6-luna__seed1,mathd_algebra_433__reference-r64__gpt-5.6-luna__seed1,True,4,False,"{'cache.yaml': 'e7b49388ec12d64ee422d4402c9745875c8684a8ea192b9b1863a92ad3309911', 'result.yaml': '8ba04fe4440c0c28bacba3a5d498f7b28dbf7b276aba77c8438a37889b1f3d7f'}",0.00289328,0.00326858,27742,20224,7506,821,0.0065336000000000005,0.00037529999999999996
historical_x3_seed1,mathd_numbertheory_64,1,experiments/output/ace_polish_validation/configs/mathd_numbertheory_64__reference-r64__gpt-5.6-luna__seed1,mathd_numbertheory_64__reference-r64__gpt-5.6-luna__seed1,True,4,False,"{'cache.yaml': '23211f3e0b26ac4c704cc26e1e26eeea654fdc13a2d4d3d8e66314b0ca57f61c', 'result.yaml': 'a21a730a9f4c003a6b59b5cba7c826e7ac294cdc52b21a693bd92cf6cd3e45e0'}",0.0034298999999999996,0.0037810499999999998,31320,24285,7023,1281,0.0078011999999999995,0.00035115
historical_x3_seed1,amc12_2001_p21,1,experiments/output/ace_polish_validation/configs/amc12_2001_p21__reference-r64__gpt-5.6-luna__seed1,amc12_2001_p21__reference-r64__gpt-5.6-luna__seed1,True,15,False,"{'cache.yaml': '956a8c9051e4e2fe22208c3ebcb639d24438c1dd60f3b96e27e60faeffd2909d', 'result.yaml': '04b65d7787b3f3596752b48c39445a821301b2f5472a7bf9e5353db628d0c17f'}",0.02169302,0.023989319999999998,147652,101681,45926,8721,0.0399956,0.0022963
historical_x3_seed1,amc12a_2002_p6,1,experiments/output/ace_polish_validation/configs/amc12a_2002_p6__reference-r64__gpt-5.6-luna__seed1,amc12a_2002_p6__reference-r64__gpt-5.6-luna__seed1,True,1,False,"{'cache.yaml': '8eefb3aced7f9d4f65ad8f79d23d868fde41e0403f0ec4e313b82c8d7745ff9a', 'result.yaml': '55e1dedf089e19a8093e3d209a959f4a9ae37b17a13cec022f2593afba5a5e75'}",0.00048063999999999995,0.00048063999999999995,6005,6002,0,300,0.0015609999999999999,0.0
previous_ace_historical,mathd_algebra_282,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_historical__proof__mathd_algebra_282__seed0,validation__ace_historical__proof__mathd_algebra_282__seed0,False,49,False,"{'cache.yaml': '43d91f96a050ad856643bd1b4b3309cec8260c89f1b75e7173560c36104e668e', 'result.yaml': '2c54b034456fbfe63cf3b3ca0573395c67917e1351418b2191020c1976fe003d'}",0.0509899,0.05467765,1448177,1374275,73755,7270,0.2983594,0.00368775
previous_ace_selected,mathd_algebra_282,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_selected__proof__mathd_algebra_282__seed0,validation__ace_selected__proof__mathd_algebra_282__seed0,False,55,False,"{'cache.yaml': 'fdcc21ed216a573aebe34bf187e6da82559fee9998b44800dc845fe7674492ed', 'result.yaml': '7e01a7bb6a9625c6720696b4ef01fac5d1ff3424506112b3e96ff76c9d5862f3'}",0.04440528,0.04623043,1453992,1417324,36503,7271,0.2995236,0.00182515
previous_nonace_matched,mathd_algebra_282,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_matched__proof__mathd_algebra_282__seed0,validation__nonace_matched__proof__mathd_algebra_282__seed0,False,59,False,"{'cache.yaml': '39ca31b33a5de12f698fb1522b632fb9b5a221842a4749a54879739b8794b51f', 'result.yaml': '94d5fb4f83363fbfe6652ff00913c64dec5e2190c6e9903857d36d6681a30351'}",0.04777984,0.05035059,1482224,1430632,51415,7374,0.3052936,0.0025707499999999997
previous_nonace_ordinary,mathd_algebra_282,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_ordinary__proof__mathd_algebra_282__seed0,validation__nonace_ordinary__proof__mathd_algebra_282__seed0,False,31,False,"{'cache.yaml': '9c0f817e34ebac76305cecda451c78dc335c03ed974483f13e6410e7459379d9', 'result.yaml': '075495c360d27203f09027839489b9889eada9cc4b43aed87162320df6fa0ad2'}",0.03247804,0.03599064,537197,466852,70252,7560,0.11651139999999999,0.0035126
previous_ace_selected,mathd_numbertheory_33,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_selected__proof__mathd_numbertheory_33__seed0,validation__ace_selected__proof__mathd_numbertheory_33__seed0,True,1,False,"{'cache.yaml': '2f9eb398a9cce99a9abfba1892403e71f9c0cb28f5406d3e61f59ccf887b472c', 'result.yaml': 'f5276e6c66f2db45cd462150d5923875862e62bdcf04296735335f22688752fb'}",0.00066942,0.00072717,11649,10491,1155,190,0.0025578,5.7749999999999994e-05
previous_nonace_matched,mathd_numbertheory_33,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_matched__proof__mathd_numbertheory_33__seed0,validation__nonace_matched__proof__mathd_numbertheory_33__seed0,True,5,False,"{'cache.yaml': '8836c681d7d98cd2fa08eb8afe267dc8e66f791e3bf34da0cdb966a35730a7ef', 'result.yaml': '18783ac3e5494cf76cb14c8036474c58ca23737b1fb6726cf93894344bc5cc11'}",0.0020786,0.00225345,21802,18290,3497,842,0.005370799999999999,0.00017485
previous_nonace_ordinary,mathd_numbertheory_33,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_ordinary__proof__mathd_numbertheory_33__seed0,validation__nonace_ordinary__proof__mathd_numbertheory_33__seed0,True,5,False,"{'cache.yaml': 'fae5d228d60b71131751c9d5134088070195dd02df95ac60e995b1119eed5ad6', 'result.yaml': '55609ea2cfa86d7f0745c5c78c5e40eb0baf4658d9f3667df0ef8e09e48e81bc'}",0.00278588,0.00295768,24175,20724,3436,1401,0.0065162,0.0001718
previous_ace_historical,mathd_numbertheory_33,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_historical__proof__mathd_numbertheory_33__seed0,validation__ace_historical__proof__mathd_numbertheory_33__seed0,True,2,False,"{'cache.yaml': 'c964302aa4a3a093aa6eadad539b27384a87f6224378bf6c2c233a0e9d9f0cc8', 'result.yaml': '160bc57eb53388aed9515f48dc42fe748b838e5feac5f2ea94c872db9802920c'}",0.0009117800000000001,0.00098093,12088,10699,1383,350,0.0028376,6.915e-05
previous_nonace_matched,amc12a_2002_p6,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_matched__proof__amc12a_2002_p6__seed0,validation__nonace_matched__proof__amc12a_2002_p6__seed0,True,1,False,"{'cache.yaml': '791a526db0f7599a79eb792acf3ab160478c0dd080c4f12f442643ca50eb15da', 'result.yaml': '71785ecaaa53ecdca5cfe4dd0e61d3ef55886f4b03305502e5370aad4b17b1c5'}",0.00027833999999999997,0.00027833999999999997,3810,3807,0,168,0.0009636,0.0
previous_nonace_ordinary,amc12a_2002_p6,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_ordinary__proof__amc12a_2002_p6__seed0,validation__nonace_ordinary__proof__amc12a_2002_p6__seed0,True,1,False,"{'cache.yaml': 'ee100c7a0a0020096eabbd245fdc6afe47397ef4155c6c9908a792898a9ef6aa', 'result.yaml': 'cfee4a417a04293a50752909624a6d0cfff2ee681ec90f860bfb4e661a6f4d5c'}",0.0009312,0.0011215499999999998,3810,0,3807,141,0.0009312,0.00019035
previous_ace_historical,amc12a_2002_p6,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_historical__proof__amc12a_2002_p6__seed0,validation__ace_historical__proof__amc12a_2002_p6__seed0,True,1,False,"{'cache.yaml': '5c229c2111b4a8417cf917df4651c2e5e7f798660880d77eee73c2704d0fff64', 'result.yaml': '51ae56268a1c4cc01906d38f22992f60b2a79b4b3a85e31409a43444f9a9d63b'}",0.00055684,0.00061834,6005,4772,1230,179,0.0014158,6.149999999999999e-05
previous_ace_selected,amc12a_2002_p6,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_selected__proof__amc12a_2002_p6__seed0,validation__ace_selected__proof__amc12a_2002_p6__seed0,True,1,False,"{'cache.yaml': '5b6266142adc709136427ff56067e3ede30a44978c16c83d069887ff0df5185a', 'result.yaml': '02fb280cd69414dcc79072efee812a9d709ac91723a7db1699fdda58876313ae'}",0.00061122,0.0006727199999999999,11724,10491,1230,129,0.0024996,6.149999999999999e-05
previous_nonace_ordinary,mathd_algebra_433,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_ordinary__proof__mathd_algebra_433__seed0,validation__nonace_ordinary__proof__mathd_algebra_433__seed0,True,5,False,"{'cache.yaml': '9170afa7fe52ec66f4654eafb4ba5912c9a607433954762239a37a403b1cc4b3', 'result.yaml': 'ceb82b9928b73d20db5288385294ac990adac149459f0f1b654c608fd7573e6d'}",0.0027532200000000002,0.00311292,23700,16491,7194,818,0.005721599999999999,0.00035969999999999996
previous_ace_historical,mathd_algebra_433,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_historical__proof__mathd_algebra_433__seed0,validation__ace_historical__proof__mathd_algebra_433__seed0,True,2,False,"{'cache.yaml': '12937525ca74c18325aff9902590d9bcc80412d7ace47ade37b84fd40fc1c5f3', 'result.yaml': '9e86bf6bec18a5e44b14864b6b3361c6d6c2784cecde43829919971d526da1af'}",0.0015754799999999998,0.00181153,14271,9544,4721,366,0.0032934,0.00023605
previous_ace_selected,mathd_algebra_433,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_selected__proof__mathd_algebra_433__seed0,validation__ace_selected__proof__mathd_algebra_433__seed0,True,5,False,"{'cache.yaml': 'b972bc3c129f37808a6b66b5e0a04d4144a30c5cb38f6424d4a9cf2b47666f28', 'result.yaml': '9da30b75d16bb3bd83684b41f4c45750639dcb78f37b653fcd1e2df3429f8778'}",0.0031351,0.0033977499999999997,69083,63815,5253,671,0.014621799999999999,0.00026264999999999996
previous_nonace_matched,mathd_algebra_433,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_matched__proof__mathd_algebra_433__seed0,validation__nonace_matched__proof__mathd_algebra_433__seed0,True,5,False,"{'cache.yaml': '83f44eb029aed1534336e4970b22ec8253e70d0a87dfe528c45be70f6ebfe9ff', 'result.yaml': '4f3bd4a6aa5a3338bd3846461c1d72d53f10de425e17336c62d87041e6e8dbe2'}",0.0032808399999999997,0.0037438899999999997,24818,15542,9261,929,0.006078399999999999,0.00046304999999999995
previous_ace_historical,mathd_numbertheory_43,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_historical__proof__mathd_numbertheory_43__seed0,validation__ace_historical__proof__mathd_numbertheory_43__seed0,False,23,False,"{'cache.yaml': '96b7d21075694e8e2a7724eb6041b59aff97b4e9506fe45ad237210c5c39f390', 'result.yaml': '2cb28c346a125ea7def371c1512771c2363ba2231fa4350185e0bb97b25505fb'}",0.04571322,0.05123882,329892,219311,110512,16009,0.08518919999999999,0.0055255999999999994
previous_ace_selected,mathd_numbertheory_43,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_selected__proof__mathd_numbertheory_43__seed0,validation__ace_selected__proof__mathd_numbertheory_43__seed0,False,28,False,"{'cache.yaml': '58f5c98f9fe390d8c57366f24bd11252ccda6cc4a86f375924d9ca2f9df19dd5', 'result.yaml': '2a60fdfdb687df17d5bbe9fecbbed0862a965523fdb8e438c4a57fae2a90ca47'}",0.02290906,0.02416901,487226,461943,25199,7178,0.1060588,0.00125995
previous_nonace_matched,mathd_numbertheory_43,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_matched__proof__mathd_numbertheory_43__seed0,validation__nonace_matched__proof__mathd_numbertheory_43__seed0,False,19,False,"{'cache.yaml': '51dcd47ade5e5bdd5a5911b127790e4e7e0e6bcaa034bfeae1bfb7fcd0024bf6', 'result.yaml': '04e021888a9c0245b1059fd3fa3d7df0021400f7ac21d4d29ed6409894f88535'}",0.02192104,0.02375114,189881,153222,36602,9604,0.049500999999999996,0.0018300999999999999
previous_nonace_ordinary,mathd_numbertheory_43,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_ordinary__proof__mathd_numbertheory_43__seed0,validation__nonace_ordinary__proof__mathd_numbertheory_43__seed0,False,17,False,"{'cache.yaml': 'f44fa92dd87b4afe4809f18370264a6ce2cfa204243521e01c3c979d56579aef', 'result.yaml': '6a020a4427b083e064eef5f4c36b9052d02c7df16117478082c3d1360e7784d2'}",0.021430039999999997,0.02371139,160540,114862,45627,8331,0.042105199999999995,0.0022813499999999997
previous_ace_selected,aime_1991_p9,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_selected__proof__aime_1991_p9__seed0,validation__ace_selected__proof__aime_1991_p9__seed0,True,19,False,"{'cache.yaml': '83ef7b512179bd3a8a985ec1cf9a41ceb7ca0708a114bc6c02956ba445f3357d', 'result.yaml': '751f490843fbe0a9b5017f9464038f2910230f3f38156ec3efd313da19afefb3'}",0.02968842,0.032866719999999995,328314,264691,63566,9725,0.0773328,0.0031783
previous_nonace_matched,aime_1991_p9,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_matched__proof__aime_1991_p9__seed0,validation__nonace_matched__proof__aime_1991_p9__seed0,False,41,False,"{'cache.yaml': '2cd06139e8c64b7efa381d9eee68c469153cca61bb48fb799ca2a109f3f42661', 'result.yaml': '309397a565a3f2e9640eb4340c9f71a497d4e1a06e543de6c1106d6bb114b04f'}",0.06211938,0.06955418,613158,464339,148696,19224,0.14570039999999998,0.0074348
previous_nonace_ordinary,aime_1991_p9,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_ordinary__proof__aime_1991_p9__seed0,validation__nonace_ordinary__proof__aime_1991_p9__seed0,True,29,False,"{'cache.yaml': '50bcc040c4f89bedfff55986b919a7d4e85ef30d81349cd1433aafa7a0d5eddd', 'result.yaml': 'b844c9af344b36755128efbda2e7b584e2699c93e0d9593eee2a9f5ae2ca5ba0'}",0.02295096,0.02469116,330429,295538,34804,8385,0.0761478,0.0017402
previous_ace_historical,aime_1991_p9,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_historical__proof__aime_1991_p9__seed0,validation__ace_historical__proof__aime_1991_p9__seed0,False,22,False,"{'cache.yaml': '0225a8569a0d060dd60b926026292c69026b3943a8ec7d69a625d5e7f18b70c1', 'result.yaml': 'c39e1c5a70ac2b81b0f7879a398f6c01cfae42cefb91c18c94296da6af387060'}",0.0590389,0.0675963,400499,229285,171148,16842,0.10031019999999999,0.0085574
previous_nonace_matched,amc12_2000_p12,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_matched__proof__amc12_2000_p12__seed0,validation__nonace_matched__proof__amc12_2000_p12__seed0,False,26,False,"{'cache.yaml': '6d5a8cd0ca5cc7c1d1e7f9c93f55b2c2824a8d498c0280b1fb2ab9dbd0ebe08e', 'result.yaml': 'b8eac09c1943369c37d146b365a0fe7f9a5f67f0b8701eea0f252f6eeafca59b'}",0.05577554,0.06366869,249148,91207,157863,18636,0.0721928,0.00789315
previous_nonace_ordinary,amc12_2000_p12,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_ordinary__proof__amc12_2000_p12__seed0,validation__nonace_ordinary__proof__amc12_2000_p12__seed0,True,19,False,"{'cache.yaml': '0f06d0dec5452173b1f900df81523c7984243a90e4435b5c84a81da992a56b42', 'result.yaml': '25ac0feada9956a64c7cd9ffcdc79fef5a243c032431bae3f2248fbd7ad2ba6b'}",0.03004966,0.03253201,163967,114263,49647,14853,0.050616999999999995,0.00248235
previous_ace_historical,amc12_2000_p12,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_historical__proof__amc12_2000_p12__seed0,validation__ace_historical__proof__amc12_2000_p12__seed0,True,14,False,"{'cache.yaml': '25031f27df780d183cf4c775c9abee3f36b1c690eff964c71e16b14454984a36', 'result.yaml': '080ab8a4892f48aebe946a6121ae1d72682999c6d5334e2bce238aed2feb0d99'}",0.020329859999999998,0.02194301,131568,99263,32263,9903,0.038197199999999994,0.0016131499999999998
previous_ace_selected,amc12_2000_p12,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_selected__proof__amc12_2000_p12__seed0,validation__ace_selected__proof__amc12_2000_p12__seed0,True,15,False,"{'cache.yaml': 'b847b4c22da449824ad5671a2919f26082b1151fa152c1d28ca9314680fbff93', 'result.yaml': '9a20292377876c032dbc7472a256e12a2c5a25e62e13b490b8597a2e9f9db5a4'}",0.02210666,0.02384981,219601,184693,34863,9526,0.055351399999999995,0.00174315
previous_nonace_ordinary,imo_1984_p6,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_ordinary__proof__imo_1984_p6__seed0,validation__nonace_ordinary__proof__imo_1984_p6__seed0,False,18,False,"{'cache.yaml': '2a59fca186131a894c203970d67ab84f520405117bf62b7ed066234b7d847391', 'result.yaml': 'a165585b6ab93b14eacf3c4d74048f8a9f51662809d553de1cf3a729279289f5'}",0.04197836,0.048358309999999995,251641,123988,127599,11640,0.0642962,0.00637995
previous_ace_historical,imo_1984_p6,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_historical__proof__imo_1984_p6__seed0,validation__ace_historical__proof__imo_1984_p6__seed0,False,27,False,"{'cache.yaml': 'a12043901812e9462f975dc988699972db2670b31bd0d76c04a94b682c428ea0', 'result.yaml': '20df07d9bb4959da7fcb65465dc7cd650f54d57ad7bbf1af8dd7f62dc4dae42d'}",0.06649885999999999,0.07601541,508435,318023,190331,18380,0.12374299999999999,0.009516549999999999
previous_ace_selected,imo_1984_p6,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_selected__proof__imo_1984_p6__seed0,validation__ace_selected__proof__imo_1984_p6__seed0,False,25,False,"{'cache.yaml': '8ff8d989422486a3d7bc9ac6fe1c5de771eeffac5782fd38571d61cd987aeb0f', 'result.yaml': 'b66f7e45e7a92b58accc4587ca9c40caa340e97e6ca8e170d9ad547f6d483de0'}",0.0290716,0.0313456,453185,407630,45480,9840,0.102445,0.002274
previous_nonace_matched,imo_1984_p6,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_matched__proof__imo_1984_p6__seed0,validation__nonace_matched__proof__imo_1984_p6__seed0,False,27,False,"{'cache.yaml': '807738d22cd60e2e8e3ee9370b8f2242323018ee898b6a7d9ef0ceac748fb634', 'result.yaml': '68b3f5c3baa7a666e013ac7994a023ad2569738b0062033c8dfbea3ef25da247'}",0.0618093,0.07032875,407295,236825,170389,19149,0.1044378,0.00851945
previous_ace_historical,mathd_algebra_251,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_historical__proof__mathd_algebra_251__seed0,validation__ace_historical__proof__mathd_algebra_251__seed0,True,7,False,"{'cache.yaml': '6cab00659a15985d954d2b9475145877908e368ee53668e05fea5f93eedd08e9', 'result.yaml': 'c0d1ba5c873a4c9dc952457a84908b4c5fc7e579b17fca90b39d4917e57c63bf'}",0.00608156,0.00659791,50326,39978,10327,2677,0.0132776,0.00051635
previous_ace_selected,mathd_algebra_251,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_selected__proof__mathd_algebra_251__seed0,validation__ace_selected__proof__mathd_algebra_251__seed0,True,1,False,"{'cache.yaml': '06bf3645029b8212a8343388e88ebf9da264b3d599f155470ea1a8a7757a2053', 'result.yaml': '00d14ef40f9a980aaf567bcad5a6b4a8d171b261c0004e1ef0904dd4d788bf41'}",0.0010306199999999999,0.00109017,11685,10491,1191,485,0.002919,5.955e-05
previous_nonace_matched,mathd_algebra_251,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_matched__proof__mathd_algebra_251__seed0,validation__nonace_matched__proof__mathd_algebra_251__seed0,True,8,False,"{'cache.yaml': '6510d0b48e223d69f9d6d56016c1659a448cb2b82d36ffbb4ca68784004c0401', 'result.yaml': '59d1c9d594adb51d7557336a1d948a5429f54eb28501e49eec2332ae4715cfc6'}",0.004965499999999999,0.0053726,42661,34495,8142,2202,0.0111746,0.0004071
previous_nonace_ordinary,mathd_algebra_251,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_ordinary__proof__mathd_algebra_251__seed0,validation__nonace_ordinary__proof__mathd_algebra_251__seed0,True,7,False,"{'cache.yaml': 'f84cc61e1741dad4f5100f44c781537eba9f053cfe09cec879e55085cde57e1d', 'result.yaml': '1cd176e51498aca1c357e6ae64e19fb802c43964b9bf5ef7382e46f352341a7d'}",0.00278516,0.0028795599999999998,31417,29508,1888,1511,0.008096599999999999,9.44e-05
previous_ace_selected,mathd_numbertheory_303,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_selected__proof__mathd_numbertheory_303__seed0,validation__ace_selected__proof__mathd_numbertheory_303__seed0,False,24,False,"{'cache.yaml': '038d5f9882c7fb28dc2d86c70bb4bf80101d816d0146f380406d354f98b9db2b', 'result.yaml': 'e8fe0fe15e2c8fd0a343f4e1d17c739294bd0ecd309481d2ef097b8807681faf'}",0.056625299999999996,0.06355519999999999,471795,333125,138598,18524,0.11658779999999999,0.006929899999999999
previous_nonace_matched,mathd_numbertheory_303,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_matched__proof__mathd_numbertheory_303__seed0,validation__nonace_matched__proof__mathd_numbertheory_303__seed0,False,20,False,"{'cache.yaml': 'a493fbbf5977b636404b6be62da2a61a7383576bdd5acc4ceda2bb25470fc755', 'result.yaml': 'efa2fffe76e0a43c0384539eb35d8c26e340f2762efb5ec71dc45667ef4aebd3'}",0.06139762,0.06974832,267035,99961,167014,21653,0.07939059999999999,0.008350699999999999
previous_nonace_ordinary,mathd_numbertheory_303,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_ordinary__proof__mathd_numbertheory_303__seed0,validation__nonace_ordinary__proof__mathd_numbertheory_303__seed0,False,27,False,"{'cache.yaml': '3cc2874a331db2b252f3ad6a7fe9d61f39cafbaa21d0961bab982737dbd0d02b', 'result.yaml': '8eb0a7bdd74161614303b9bd2738cd1c88e22f9542c8a269805e824a3e6e448f'}",0.03726078,0.042068879999999996,341052,244809,96162,10930,0.0813264,0.0048081
previous_ace_historical,mathd_numbertheory_303,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_historical__proof__mathd_numbertheory_303__seed0,validation__ace_historical__proof__mathd_numbertheory_303__seed0,False,25,False,"{'cache.yaml': 'db376dd23d4ec746f4a38b2b3e2134f9f23a8291208776cbc0792937fb3d247c', 'result.yaml': 'ac7d10cae3d49cd4f541e34f0b2ed9cee73b7bc4c967c9b34b57851a6fa656ef'}",0.06354438,0.07188218,406020,239189,166756,21162,0.1065984,0.0083378
previous_nonace_matched,aime_1989_p8,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_matched__proof__aime_1989_p8__seed0,validation__nonace_matched__proof__aime_1989_p8__seed0,True,1,False,"{'cache.yaml': 'b4a0f4b55fe4cde4c2ca9ee45f630cf7330cf6cc6ea0a1581dbcdef13c56c8ee', 'result.yaml': 'b71c7849e51634e3c15756c08a113ba3d7fb4c0dcf6ac069ba49e4b08013a1b4'}",0.00048074,0.0005691399999999999,4378,2607,1768,62,0.0009499999999999999,8.84e-05
previous_nonace_ordinary,aime_1989_p8,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_ordinary__proof__aime_1989_p8__seed0,validation__nonace_ordinary__proof__aime_1989_p8__seed0,True,1,False,"{'cache.yaml': 'ac84912aeafe952c407676e11c8ff3f60b9b061f033341afe57e9de327725ccf', 'result.yaml': '6ab6d35cc18c3c4a1791ddcb25e557aa2fd4ef77664dbaaa73b2be151cc79826'}",0.0001649,0.0001649,4378,4375,0,64,0.0009524,0.0
previous_ace_historical,aime_1989_p8,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_historical__proof__aime_1989_p8__seed0,validation__ace_historical__proof__aime_1989_p8__seed0,True,1,False,"{'cache.yaml': 'f356f86bb7e18e509d9adc2888e41ae63cb5e1bebbf264a4ecc4951c90707f5f', 'result.yaml': 'ce86c73f514023ed658912458ac9952e46f84cdc9c050d30e58815dd435e577f'}",0.00058764,0.0006775399999999999,6573,4772,1798,110,0.0014466,8.989999999999999e-05
previous_ace_selected,aime_1989_p8,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_selected__proof__aime_1989_p8__seed0,validation__ace_selected__proof__aime_1989_p8__seed0,True,1,False,"{'cache.yaml': 'c75782cfa49e36ab2aee7b9bb99b44ca7402cc719eecb92343c12d3918f97a30', 'result.yaml': '04b35f01fcc7b31a331abc15e521de77ac9797c2388ddcdc5337ee81bd544436'}",0.0006888199999999999,0.0007787199999999999,12292,10491,1798,99,0.0025772,8.989999999999999e-05
previous_nonace_ordinary,mathd_numbertheory_530,0,experiments/output/ace_thesis_20260918/validation/configs/validation__nonace_ordinary__proof__mathd_numbertheory_530__seed0,validation__nonace_ordinary__proof__mathd_numbertheory_530__seed0,False,31,False,"{'cache.yaml': '8557ee7f7f81ac7a17d4816987c25ee5a09baad4463255defdbdc50721e78560', 'result.yaml': 'ca659457faf16fdae7abd46f8e763ba5bc8175075742a061310c94b1f7f7fee5'}",0.03958732,0.04476727,512138,408446,103599,8900,0.11310759999999999,0.00517995
previous_ace_historical,mathd_numbertheory_530,0,experiments/output/ace_thesis_20260918/validation/configs/validation__ace_historical__proof__mathd_numbertheory_530__seed0,validation__ace_historical__proof__mathd_numbertheory_530__seed0,False,25,False,"{'cache.yaml': 'defb128cd3dc2a60b701c9d5bbc54fe6d173ba4d0a94de3dd5db97f4dfc51f42', 'result.yaml': 'e7968e2d605fb4d1f0ae004bc354d1a88c32fecfc1202623fd7fe96b5814ecaa'}",0.060125939999999996,0.06926899,457413,274477,182861,15041,0.1095318,0.00914305
