receipt,cell,model,created_utc,input,cached,output,reasoning,provider_status,input_bound,charged,repriced,uncached_cost
40e08b0adc9448d7952bee2829bce724,validation__ace_selected__proof__aime_1991_p6__seed1,gpt-5.6-luna,2026-09-17T10:51:15.593248+00:00,14192,11901,484,382,completed,88886,0.00127702,0.00127702,0.0034192
b91363c9b164451680a204a1ddf6eb5b,validation__ace_selected__proof__amc12a_2019_p21__seed0,gpt-5.6-luna,2026-09-17T10:51:15.618200+00:00,12651,12423,186,64,completed,89586,0.00051726,0.00051726,0.0027533999999999996
205a47c49fc441efb944cee602e5b7d9,validation__agentic__proof__amc12b_2003_p6__seed1,gpt-5.6-luna,2026-09-17T10:51:15.924528+00:00,6713,2607,693,359,completed,57573,0.0017049399999999998,0.0017049399999999998,0.0021742
504d96e308ce4619be3f81eebf4f3d9b,validation__agentic__proof__amc12a_2016_p3__seed1,gpt-5.6-luna,2026-09-17T10:51:16.218560+00:00,11126,2607,436,344,completed,68029,0.00227914,0.00227914,0.0027484
ec0d630f0a204bcbad47659cd90dfc80,validation__ace_selected__proof__imo_1964_p2__seed1,gpt-5.6-luna,2026-09-17T10:51:16.545965+00:00,9661,9025,541,161,completed,71426,0.0009568999999999999,0.0009568999999999999,0.0025814
128384139a56464492c814795790f3f8,validation__ace_selected__proof__amc12a_2019_p21__seed1,gpt-5.6-luna,2026-09-17T10:51:16.575544+00:00,17415,13818,301,191,completed,99442,0.00135696,0.00135696,0.0038442
0a50e9fc71cb417db4d8722cb1bb8ab1,validation__ace_selected__proof__imo_1969_p2__seed0,gpt-5.6-luna,2026-09-17T10:51:17.150478+00:00,11927,11286,540,505,completed,85190,0.00100192,0.00100192,0.0030333999999999995
851d253152ba499b8aecccdbed0e9765,validation__agentic__proof__amc12_2000_p12__seed1,gpt-5.6-luna,2026-09-17T10:51:18.066919+00:00,4225,2607,235,222,completed,49113,0.00065774,0.00065774,0.001127
549ce29c4c60413dbc2dcc03765109cf,validation__ace_selected__proof__amc12a_2020_p21__seed1,gpt-5.6-luna,2026-09-17T10:51:18.171085+00:00,11557,10306,1249,943,completed,86738,0.00195512,0.00195512,0.0038101999999999997
746d632741094c849b3e114191948ce1,validation__ace_selected__proof__amc12b_2003_p6__seed1,gpt-5.6-luna,2026-09-17T10:51:18.190993+00:00,7685,4873,773,676,completed,63867,0.00158746,0.00158746,0.0024646
974f9d6498374a66a98bd2d37e609f6d,validation__agentic__proof__mathd_numbertheory_530__seed0,gpt-5.6-luna,2026-09-17T10:51:18.377185+00:00,9600,9033,131,14,completed,74192,0.00045126,0.00045126,0.0020772
ccd4070a19f64ee7bc087dd2a1df941f,validation__ace_selected__proof__mathd_numbertheory_64__seed0,gpt-5.6-luna,2026-09-17T10:51:18.549346+00:00,10885,10643,706,664,completed,75335,0.00110846,0.00110846,0.0030242000000000003
e491bcdc9eb74a5f8ab1215084017c50,validation__ace_selected__proof__amc12a_2016_p3__seed0,gpt-5.6-luna,2026-09-17T10:51:18.686227+00:00,13528,4873,678,447,completed,77127,0.00264206,0.00264206,0.0035191999999999997
4c8d6557de6f40df88d23f709ed46640,validation__ace_selected__proof__aime_1984_p7__seed1,gpt-5.6-luna,2026-09-17T10:51:18.766916+00:00,8456,6403,611,583,completed,69867,0.00127186,0.00127186,0.0024243999999999997
e0f59450fe7b49edbf8d4ece73c87283,validation__agentic__proof__mathd_algebra_282__seed0,gpt-5.6-luna,2026-09-17T10:51:18.918512+00:00,8220,7508,107,80,completed,66769,0.00042095999999999995,0.00042095999999999995,0.0017724
4c0aa85ae71840378510f1922ccb0f53,validation__ace_selected__proof__mathd_numbertheory_64__seed1,gpt-5.6-luna,2026-09-17T10:51:19.437788+00:00,9273,8611,625,492,completed,81923,0.00105462,0.00105462,0.0026046
16553886d42f48b1a75c14ea4bee52ea,validation__agentic__proof__induction_prod1p1onk3le3m1onn__seed1,gpt-5.6-luna,2026-09-17T10:51:19.648851+00:00,5467,5120,64,13,completed,56235,0.00024859999999999997,0.00024859999999999997,0.0011702
f239d78d81bf4b1aad3ea9ddb433e60e,validation__agentic__proof__induction_prod1p1onk3le3m1onn__seed0,gpt-5.6-luna,2026-09-17T10:51:19.913905+00:00,7899,2607,200,119,completed,60990,0.00135054,0.00135054,0.0018197999999999999
5382248f5ec544d38752d7b28aefdad9,validation__ace_selected__proof__amc12a_2019_p21__seed0,gpt-5.6-luna,2026-09-17T10:51:19.938063+00:00,13140,12648,33,9,completed,93105,0.00039096,0.00039096,0.0026675999999999996
83ece05d33124a07aaf1e93eaa9423c5,validation__ace_selected__proof__amc12b_2002_p3__seed1,gpt-5.6-luna,2026-09-17T10:51:20.265830+00:00,6523,6195,116,17,completed,59479,0.0003287,0.0003287,0.0014437999999999999
ba85d1e3b18a494faa47577f838e7410,validation__ace_selected__proof__amc12a_2019_p21__seed1,gpt-5.6-luna,2026-09-17T10:51:21.224907+00:00,18183,17412,88,64,completed,103720,0.0006080399999999999,0.0006080399999999999,0.0037421999999999998
867822bc65b1495f8bf106cf3d4ab04f,validation__agentic__proof__mathd_numbertheory_530__seed0,gpt-5.6-luna,2026-09-17T10:51:21.248125+00:00,10129,9597,174,54,completed,77463,0.00050714,0.00050714,0.0022345999999999998
b3b82bb771534dbab058b32fafab96b0,validation__ace_selected__proof__aime_1991_p6__seed1,gpt-5.6-luna,2026-09-17T10:51:21.744627+00:00,15081,14189,54,29,completed,93832,0.00052698,0.00052698,0.0030809999999999995
da80e0fc065e4f1898505c0bdeaef7fe,validation__agentic__proof__mathd_algebra_282__seed0,gpt-5.6-luna,2026-09-17T10:51:21.766003+00:00,8483,8217,210,85,completed,69220,0.00046954,0.00046954,0.0019486
a011e6ed0bca4c13906d77476b1f2ffd,validation__ace_selected__proof__imo_1964_p2__seed1,gpt-5.6-luna,2026-09-17T10:51:21.973777+00:00,10405,4873,840,811,completed,70476,0.00221186,0.00221186,0.0030889999999999997
9aaf2cb6055945edb48f82fe420ff2c4,validation__ace_selected__proof__amc12a_2019_p21__seed0,gpt-5.6-luna,2026-09-17T10:51:22.118454+00:00,13386,13137,54,12,completed,95196,0.00037734000000000004,0.00037734000000000004,0.0027419999999999996
0aa8319ffdbb4a438bbe0abd35a3217e,validation__agentic__proof__induction_prod1p1onk3le3m1onn__seed1,gpt-5.6-luna,2026-09-17T10:51:22.851641+00:00,7805,2607,364,45,completed,59554,0.0015285399999999999,0.0015285399999999999,0.0019978
640fcd23bcc941c2a9ab5633d1b653a2,validation__agentic__proof__amc12a_2016_p3__seed1,gpt-5.6-luna,2026-09-17T10:51:23.521981+00:00,12769,11123,568,326,completed,74383,0.00123326,0.00123326,0.0032354
909e4166ae6b4dd5802e3f5843116a4b,validation__agentic__proof__induction_prod1p1onk3le3m1onn__seed0,gpt-5.6-luna,2026-09-17T10:51:23.789607+00:00,9408,7896,839,436,completed,66659,0.00146712,0.00146712,0.0028884
aa9984b83dfe44f683184ac7cefda427,validation__ace_selected__proof__aime_1991_p6__seed1,gpt-5.6-luna,2026-09-17T10:51:23.929361+00:00,15253,15078,1314,1286,completed,95834,0.00191336,0.00191336,0.004627399999999999
ea11f0ba922248ec9b546968490895d2,validation__ace_selected__proof__amc12a_2019_p21__seed1,gpt-5.6-luna,2026-09-17T10:51:24.056714+00:00,18426,18180,137,37,completed,105996,0.0005771999999999999,0.0005771999999999999,0.0038496
151fb5bab64a4a2298c48043986e647f,validation__ace_selected__proof__amc12b_2002_p3__seed1,gpt-5.6-luna,2026-09-17T10:51:24.208197+00:00,8314,6520,289,160,completed,67878,0.0008359999999999999,0.0008359999999999999,0.0020096
a7adc0405486409c981bf9e0c331016f,validation__agentic__proof__amc12b_2003_p6__seed1,gpt-5.6-luna,2026-09-17T10:51:24.663750+00:00,7772,2607,625,294,completed,60894,0.0018351399999999999,0.0018351399999999999,0.0023044
7512f8156212427cb8ce283b88762934,validation__ace_selected__proof__amc12a_2019_p21__seed0,gpt-5.6-luna,2026-09-17T10:51:24.793550+00:00,13571,13383,64,33,completed,97131,0.00038206000000000004,0.00038206000000000004,0.002791
53037bd039c941848b9b81dd0bf0ba6d,validation__ace_selected__proof__amc12_2001_p21__seed1,gpt-5.6-luna,2026-09-17T10:51:24.815850+00:00,7564,4873,341,292,completed,62099,0.0010448599999999999,0.0010448599999999999,0.0019219999999999999
0ebae5dae6f141858b49d5e04c4fc452,validation__agentic__proof__imo_1960_p2__seed0,gpt-5.6-luna,2026-09-17T10:51:25.001256+00:00,6745,2607,270,156,completed,56354,0.00120374,0.00120374,0.001673
454426bf6fd249deaf80b5ff8d131092,validation__ace_selected__proof__aime_1991_p9__seed0,gpt-5.6-luna,2026-09-17T10:51:25.027473+00:00,10452,9340,177,141,completed,76204,0.0006215999999999999,0.0006215999999999999,0.0023028000000000002
ff827d642ce94ca2a9e326f11d28fca3,validation__ace_selected__proof__imo_1969_p2__seed0,gpt-5.6-luna,2026-09-17T10:51:25.347112+00:00,11159,4873,489,357,completed,72952,0.0019414599999999999,0.0019414599999999999,0.0028186
e4e741735cc9438b88b85a7ea4dc4e5d,validation__agentic__proof__mathd_numbertheory_530__seed0,gpt-5.6-luna,2026-09-17T10:51:25.374969+00:00,10654,10126,228,113,completed,80909,0.00058172,0.00058172,0.0024044
bd13d146fea348bd8e854a996e313dd3,validation__agentic__proof__mathd_algebra_282__seed0,gpt-5.6-luna,2026-09-17T10:51:25.663069+00:00,8885,8480,216,190,completed,72744,0.0005098,0.0005098,0.0020362
0b05cd2484d748dea7bdab1455f12f22,validation__ace_selected__proof__amc12a_2019_p21__seed1,gpt-5.6-luna,2026-09-17T10:51:27.518016+00:00,19101,18423,168,136,completed,109611,0.00070566,0.00070566,0.0040218
491cb35adda04396a9b9399367be2e4c,validation__agentic__proof__amc12b_2003_p6__seed0,gpt-5.6-luna,2026-09-17T10:51:27.658670+00:00,7030,5856,697,394,completed,69526,0.0011883199999999999,0.0011883199999999999,0.0022424
b00ef934450f446b974fb7ada2112d76,validation__ace_selected__proof__mathd_numbertheory_64__seed1,gpt-5.6-luna,2026-09-17T10:51:27.720876+00:00,10084,9270,287,262,completed,88100,0.0006926,0.0006926,0.0023612
430d8c3ed0de4f48a70039af2773684d,validation__ace_selected__proof__amc12a_2019_p21__seed0,gpt-5.6-luna,2026-09-17T10:51:27.979423+00:00,13773,13568,49,22,completed,99149,0.00037116000000000004,0.00037116000000000004,0.0028133999999999998
d2d482f55eae4303ac34e4958b966f81,validation__agentic__proof__induction_prod1p1onk3le3m1onn__seed1,gpt-5.6-luna,2026-09-17T10:51:28.019169+00:00,6711,2607,498,184,completed,57183,0.00147054,0.00147054,0.0019398
58d796effc394f538a9f0024bb041789,validation__ace_selected__proof__mathd_numbertheory_64__seed0,gpt-5.6-luna,2026-09-17T10:51:28.411704+00:00,11666,10882,316,130,completed,82019,0.00075364,0.00075364,0.0027124
5701b01eb8d641809fd772242e8004d7,validation__ace_selected__proof__amc12b_2002_p3__seed1,gpt-5.6-luna,2026-09-17T10:51:28.501395+00:00,9288,8311,321,255,completed,72772,0.00074682,0.00074682,0.0022427999999999997
ecd9a48fc15c42708871b7a429ab5a27,validation__ace_selected__proof__aime_1991_p9__seed0,gpt-5.6-luna,2026-09-17T10:51:29.296592+00:00,10818,10449,288,194,completed,79530,0.00062838,0.00062838,0.0025092
0dd8c7709e85441ca060ce6d62df5dc4,validation__ace_selected__proof__mathd_numbertheory_37__seed1,gpt-5.6-luna,2026-09-17T10:51:29.390584+00:00,6258,4873,156,90,completed,56947,0.0005616600000000001,0.0005616600000000001,0.0014387999999999998
671fa794b3004252841e8f97dc236fbf,validation__ace_selected__proof__amc12b_2003_p6__seed1,gpt-5.6-luna,2026-09-17T10:51:29.469660+00:00,8502,7682,1362,1034,completed,70714,0.00195204,0.00195204,0.0033347999999999997
84ccbb6668404476ab756ab6f8ab2126,validation__agentic__proof__imo_1960_p2__seed0,gpt-5.6-luna,2026-09-17T10:51:29.527430+00:00,7278,6742,333,165,completed,60198,0.00064164,0.00064164,0.0018552
892f85841bd146c5afe8ddb4d64d7922,validation__agentic__proof__mathd_numbertheory_530__seed0,gpt-5.6-luna,2026-09-17T10:51:29.707178+00:00,11034,10651,65,35,completed,84205,0.00036762,0.00036762,0.0022848
2ce02f19da564961b92625e7e29bae49,validation__ace_selected__proof__amc12a_2019_p21__seed0,gpt-5.6-luna,2026-09-17T10:51:30.391555+00:00,13989,13770,131,100,completed,101170,0.0004764,0.0004764,0.002955
d287b6902352417bb8163f220f20d02b,validation__agentic__proof__mathd_algebra_282__seed0,gpt-5.6-luna,2026-09-17T10:51:30.811701+00:00,13083,8882,87,58,completed,83823,0.0011222399999999998,0.0011222399999999998,0.002721
f3a44484068b47ebb6447eef508f1e68,validation__agentic__proof__amc12b_2003_p6__seed1,gpt-5.6-luna,2026-09-17T10:51:31.472364+00:00,10736,2607,438,110,completed,69228,0.00220354,0.00220354,0.0026727999999999995
c1f60f7f44404f1da6453a65abb3b982,validation__ace_selected__proof__amc12a_2019_p21__seed1,gpt-5.6-luna,2026-09-17T10:51:31.526297+00:00,19306,19098,51,13,completed,112077,0.00048476,0.00048476,0.0039224
9e683793bc414bd2805d4e86ac11f5c4,validation__agentic__proof__imo_1969_p2__seed1,gpt-5.6-luna,2026-09-17T10:51:32.171113+00:00,3967,2607,217,193,completed,47988,0.0005845399999999999,0.0005845399999999999,0.0010538
2a9bddb568dd4133960eb0d257561d85,validation__ace_selected__proof__amc12b_2002_p3__seed1,gpt-5.6-luna,2026-09-17T10:51:32.329493+00:00,9655,9285,65,16,completed,75859,0.0003377,0.0003377,0.002009
f6d2c9637ee240b7b3c7b9257e946e90,validation__agentic__proof__mathd_numbertheory_530__seed0,gpt-5.6-luna,2026-09-17T10:51:32.598847+00:00,11277,11031,140,32,completed,86341,0.00043782,0.00043782,0.0024234
7ee7905aaad54821a1062058dea67693,validation__ace_selected__proof__imo_1969_p2__seed0,gpt-5.6-luna,2026-09-17T10:51:32.943846+00:00,12355,11156,172,63,completed,79280,0.00066932,0.00066932,0.0026773999999999995
c4d47eca9e394f5faa065ee5e3323a09,validation__ace_selected__proof__mathd_numbertheory_64__seed1,gpt-5.6-luna,2026-09-17T10:51:33.033720+00:00,10594,10081,244,220,completed,91985,0.00059702,0.00059702,0.0024116
91aa06db2b664cf1a5932999f4b7b3d6,validation__ace_selected__proof__imo_1964_p2__seed1,gpt-5.6-luna,2026-09-17T10:51:33.059805+00:00,11931,10402,502,96,completed,78889,0.0011162400000000001,0.0011162400000000001,0.0029885999999999997
b9bd795833994e3797ca430155b8671f,validation__ace_selected__proof__amc12a_2020_p21__seed1,gpt-5.6-luna,2026-09-17T10:51:33.100504+00:00,10268,4873,2288,2006,completed,74229,0.00392206,0.00392206,0.0047992
46c3f0137643462fa52c7df6ebf9dd8a,validation__ace_selected__proof__mathd_numbertheory_64__seed0,gpt-5.6-luna,2026-09-17T10:51:33.184848+00:00,12148,11663,119,87,completed,86710,0.00047306,0.00047306,0.0025724
5f6e7906a9184f51a8500862cf6717b0,validation__ace_selected__proof__aime_1991_p9__seed0,gpt-5.6-luna,2026-09-17T10:51:34.028773+00:00,11207,10815,125,28,completed,83011,0.0004447,0.0004447,0.0023913999999999997
72e4c64489f34a559b51156587f0efb5,validation__ace_selected__proof__amc12a_2019_p21__seed1,gpt-5.6-luna,2026-09-17T10:51:34.132683+00:00,19488,19303,56,29,completed,114018,0.00049026,0.00049026,0.0039648
d5e0330dbb9c4981b928498c1ed53a7e,validation__ace_selected__proof__amc12a_2019_p21__seed0,gpt-5.6-luna,2026-09-17T10:51:34.436707+00:00,14258,13986,46,15,completed,103638,0.00038932,0.00038932,0.0029067999999999997
498a300af1d34359948ee12af746ac0b,validation__agentic__proof__induction_prod1p1onk3le3m1onn__seed1,gpt-5.6-luna,2026-09-17T10:51:34.474219+00:00,7801,2607,790,434,completed,60566,0.00203894,0.00203894,0.0025082
5b675e829f6b40df97155c9c8b464037,validation__agentic__proof__imo_1960_p2__seed0,gpt-5.6-luna,2026-09-17T10:51:35.368155+00:00,7548,2607,729,516,completed,59567,0.00191514,0.00191514,0.0023844
c16b45c8639a4e16a6cabd0f00a6f2bc,validation__agentic__proof__mathd_numbertheory_530__seed0,gpt-5.6-luna,2026-09-17T10:51:35.632850+00:00,11915,11274,1138,585,completed,89989,0.0017192800000000001,0.0017192800000000001,0.0037485999999999995
dd8878f363a74e33926f91b345ea368a,validation__agentic__proof__induction_prod1p1onk3le3m1onn__seed0,gpt-5.6-luna,2026-09-17T10:51:35.902750+00:00,10258,2607,107,20,completed,68087,0.00171074,0.00171074,0.0021799999999999996
af92baf6d55d4a07a01577753e6134bd,validation__agentic__proof__mathd_algebra_282__seed0,gpt-5.6-luna,2026-09-17T10:51:36.056543+00:00,13349,13080,626,587,completed,86103,0.0010666,0.0010666,0.003421
2ffc98b0d38a4b2da1b87e7c3491f685,validation__ace_selected__proof__mathd_numbertheory_64__seed0,gpt-5.6-luna,2026-09-17T10:51:36.628681+00:00,12386,12145,608,387,completed,89036,0.0010206999999999998,0.0010206999999999998,0.0032067999999999997
ca1abd75b5ce4c94b30e0d65608c0639,validation__ace_selected__proof__aime_1991_p9__seed0,gpt-5.6-luna,2026-09-17T10:51:36.643042+00:00,11366,11204,102,17,completed,85093,0.00037888,0.00037888,0.0023956
a65572aaaeb94c18bf59264f61dd6515,validation__ace_selected__proof__amc12a_2019_p21__seed1,gpt-5.6-luna,2026-09-17T10:51:36.829237+00:00,19714,19485,189,84,completed,116066,0.0006623,0.0006623,0.0041696
c972a49abf384e898a86ae0d74412c6c,validation__ace_selected__proof__amc12a_2019_p21__seed0,gpt-5.6-luna,2026-09-17T10:51:36.855945+00:00,14452,14255,139,33,completed,105590,0.0004913,0.0004913,0.0030572
ab6df14498ba414f865d7eaab35da1ab,validation__ace_selected__proof__mathd_numbertheory_64__seed1,gpt-5.6-luna,2026-09-17T10:51:37.146809+00:00,11006,10591,2662,2070,completed,95457,0.00348922,0.00348922,0.0053956
d2692d70bb274d2a90a8c27ff11604df,validation__ace_selected__proof__amc12b_2002_p3__seed1,gpt-5.6-luna,2026-09-17T10:51:37.164072+00:00,10364,9652,1170,813,completed,79229,0.0017394399999999999,0.0017394399999999999,0.0034768
b8a8f1ea324e4601a7cce7f40505f89e,validation__ace_selected__proof__imo_1969_p2__seed0,gpt-5.6-luna,2026-09-17T10:51:37.492146+00:00,13189,12352,896,775,completed,83216,0.00148964,0.00148964,0.003713
05bece33c04c4064be466eef4f22be1c,validation__ace_selected__proof__amc12_2001_p21__seed1,gpt-5.6-luna,2026-09-17T10:51:38.086383+00:00,7956,4873,339,182,completed,63726,0.00112086,0.00112086,0.0019979999999999998
41ee02da911448269f8ef81ae369c4eb,validation__ace_selected__proof__imo_1964_p2__seed1,gpt-5.6-luna,2026-09-17T10:51:38.852313+00:00,12470,9658,641,261,completed,82034,0.00152476,0.00152476,0.0032631999999999995
c7f0964c93ef4b09a007a3f6972985c1,validation__agentic__proof__induction_prod1p1onk3le3m1onn__seed0,gpt-5.6-luna,2026-09-17T10:51:38.883438+00:00,10968,10255,525,195,completed,71383,0.0009777,0.0009777,0.0028236
c9d3a7647d4940b586294856a9e0ded6,validation__agentic__proof__imo_1969_p2__seed1,gpt-5.6-luna,2026-09-17T10:51:38.940214+00:00,5126,3964,171,50,completed,53838,0.0005168799999999999,0.0005168799999999999,0.0012304
6e7e8944440744efbb5dd5b81ead42d6,validation__ace_selected__proof__aime_1991_p9__seed0,gpt-5.6-luna,2026-09-17T10:51:38.967353+00:00,11597,11363,164,71,completed,87244,0.00047086000000000003,0.00047086000000000003,0.0025162
e706bc31c4e44a58b94b5e54dcf44003,validation__agentic__proof__amc12b_2003_p6__seed0,gpt-5.6-luna,2026-09-17T10:51:39.472313+00:00,9117,2607,649,296,completed,64476,0.00213294,0.00213294,0.0026022
cac019aa59f047ddad01897e70fdd7b9,validation__ace_selected__proof__mathd_numbertheory_37__seed1,gpt-5.6-luna,2026-09-17T10:51:40.146940+00:00,6576,6255,128,50,completed,59965,0.0003429,0.0003429,0.0014688
bd18dbf1258c4802a9456c2dfbd4ce8c,validation__ace_selected__proof__amc12a_2019_p21__seed0,gpt-5.6-luna,2026-09-17T10:51:40.222121+00:00,15176,14449,138,106,completed,109265,0.00059998,0.00059998,0.0032008
2740ff2f49c344f8af04bd99a3a7c4f6,validation__ace_selected__proof__amc12a_2019_p21__seed1,gpt-5.6-luna,2026-09-17T10:51:40.300116+00:00,19936,19711,139,34,completed,118515,0.0006060200000000001,0.0006060200000000001,0.004154
bc2758e3dab24f6baa465fbef8cb2e4a,validation__agentic__proof__mathd_numbertheory_64__seed0,gpt-5.6-luna,2026-09-17T10:51:41.088128+00:00,3805,2607,105,79,completed,47641,0.00041774,0.00041774,0.000887
599c2bfb15fe46b093f142d1582b85f0,validation__ace_selected__proof__aime_1991_p9__seed0,gpt-5.6-luna,2026-09-17T10:51:42.425562+00:00,11939,11594,269,173,completed,89817,0.0006236799999999999,0.0006236799999999999,0.0027105999999999996
53207080a02847188b0843722d601342,validation__ace_selected__proof__amc12b_2003_p6__seed1,gpt-5.6-luna,2026-09-17T10:51:42.754447+00:00,10154,8499,463,132,completed,81044,0.0010565799999999999,0.0010565799999999999,0.0025863999999999996
61d644fa6d4045efb9a91058178eb1b8,validation__agentic__proof__imo_1969_p2__seed1,gpt-5.6-luna,2026-09-17T10:51:43.311439+00:00,6021,5123,392,257,completed,58023,0.0007524599999999999,0.0007524599999999999,0.0016745999999999998
f3463544fac043ba97e5ca94bfd9f07b,validation__ace_selected__proof__amc12a_2019_p21__seed1,gpt-5.6-luna,2026-09-17T10:51:43.642094+00:00,20129,19933,145,38,completed,120662,0.00061186,0.00061186,0.004199799999999999
ac816a16644145599f933747b1c3f3fe,validation__ace_selected__proof__amc12a_2019_p21__seed0,gpt-5.6-luna,2026-09-17T10:51:43.688048+00:00,15484,15173,287,143,completed,111825,0.00071006,0.00071006,0.0034411999999999997
9fc20b43cd8646aa8cd918d8279e6fbf,validation__ace_selected__proof__amc12_2001_p21__seed1,gpt-5.6-luna,2026-09-17T10:51:43.963624+00:00,8329,7953,191,60,completed,67350,0.00046346,0.00046346,0.0018949999999999998
fdcfa468f3c648c6a79234285e011173,validation__ace_selected__proof__mathd_numbertheory_37__seed1,gpt-5.6-luna,2026-09-17T10:51:44.224133+00:00,6918,6573,214,126,completed,62920,0.00045726,0.00045726,0.0016404
d57782d71780454da889bf50953c470f,validation__agentic__proof__induction_prod1p1onk3le3m1onn__seed1,gpt-5.6-luna,2026-09-17T10:51:44.894413+00:00,8540,2607,49,23,completed,63357,0.0012975399999999998,0.0012975399999999998,0.0017667999999999998
b1aa8857e78740b792f53ce6ff9164e0,validation__agentic__proof__mathd_numbertheory_64__seed0,gpt-5.6-luna,2026-09-17T10:51:44.965781+00:00,6224,2607,407,353,completed,54423,0.0012639399999999999,0.0012639399999999999,0.0017331999999999998
84f49a9ed32f4778bfb58b1624745daf,validation__ace_selected__proof__mathd_numbertheory_64__seed0,gpt-5.6-luna,2026-09-17T10:51:45.684284+00:00,11702,4873,132,95,completed,76217,0.0016216599999999998,0.0016216599999999998,0.0024988
5cc673a4377443d19697bcf8eb909fcb,validation__ace_selected__proof__aime_1991_p9__seed0,gpt-5.6-luna,2026-09-17T10:51:46.605111+00:00,12336,11936,151,42,completed,93084,0.0004999199999999999,0.0004999199999999999,0.0026483999999999995
fe919846d8c4419baa37353c018ea272,validation__agentic__proof__induction_prod1p1onk3le3m1onn__seed1,gpt-5.6-luna,2026-09-17T10:51:46.664550+00:00,8794,8537,582,215,completed,65502,0.00092054,0.00092054,0.0024571999999999997
af97dcf83b774f0481fe0380abce168b,validation__agentic__proof__mathd_algebra_282__seed0,gpt-5.6-luna,2026-09-17T10:51:47.021280+00:00,14125,13346,315,209,completed,93155,0.00080072,0.00080072,0.0032029999999999997
f1d7bbaeb7a64ddf854ab08e52397271,validation__agentic__proof__induction_prod1p1onk3le3m1onn__seed0,gpt-5.6-luna,2026-09-17T10:51:47.200356+00:00,9766,2607,843,516,completed,67519,0.00249554,0.00249554,0.0029648
973d935d939c440f9bb624c0a2431e8b,validation__ace_selected__proof__imo_1964_p2__seed1,gpt-5.6-luna,2026-09-17T10:51:47.300791+00:00,13027,4873,653,242,completed,79036,0.00251186,0.00251186,0.0033889999999999997
54025ecdcde742f98a9a4f7c98fa302f,validation__ace_selected__proof__algebra_others_exirrpowirrrat__seed1,gpt-5.6-luna,2026-09-17T10:51:47.370635+00:00,6192,4873,332,145,completed,56967,0.0007596599999999999,0.0007596599999999999,0.0016367999999999999
8e4f76d814db4d858b6c17874f7f2b34,validation__ace_selected__proof__amc12b_2003_p6__seed1,gpt-5.6-luna,2026-09-17T10:51:47.576679+00:00,9241,4873,1081,725,completed,70910,0.00226826,0.00226826,0.0031453999999999996
7e4cec776c3d4f7088b5d7df9ca4c52c,validation__ace_selected__proof__amc12_2001_p21__seed1,gpt-5.6-luna,2026-09-17T10:51:47.734428+00:00,8549,8326,546,410,completed,69734,0.00086632,0.00086632,0.002365
6a1868b8cf844e30ac22acf14cf07d4b,validation__agentic__proof__amc12b_2003_p6__seed0,gpt-5.6-luna,2026-09-17T10:51:47.754405+00:00,8439,2607,878,516,completed,63061,0.0022721399999999998,0.0022721399999999998,0.0027413999999999997
f5ab78160aec4fe9b277b0c2213eb42b,validation__ace_selected__proof__amc12a_2019_p21__seed1,gpt-5.6-luna,2026-09-17T10:51:48.058960+00:00,20328,20126,112,37,completed,122819,0.00057732,0.00057732,0.0042
4da2b8ac95e34199923da13c9334a6ce,validation__ace_selected__proof__mathd_numbertheory_37__seed1,gpt-5.6-luna,2026-09-17T10:51:48.520142+00:00,8380,6915,64,49,completed,69303,0.0005080999999999999,0.0005080999999999999,0.0017527999999999999
046ee9e86bc140b09b8342c60a50b354,validation__ace_selected__proof__aime_1991_p6__seed1,gpt-5.6-luna,2026-09-17T10:51:48.687743+00:00,14830,4873,808,782,completed,83639,0.00305846,0.00305846,0.0039356
c0909de083d347d5b8b762db5f7124ec,validation__ace_selected__proof__mathd_numbertheory_64__seed0,gpt-5.6-luna,2026-09-17T10:51:48.832464+00:00,11963,11699,488,263,completed,78708,0.0008723799999999999,0.0008723799999999999,0.0029782
3394d9004cc24f15be52600fc6d44054,validation__ace_selected__proof__aime_1991_p9__seed0,gpt-5.6-luna,2026-09-17T10:51:49.504081+00:00,12692,12333,491,361,completed,95631,0.00090766,0.00090766,0.0031275999999999995
307118d7fa0c4606b9de153dd2afa6f9,validation__agentic__proof__imo_1969_p2__seed1,gpt-5.6-luna,2026-09-17T10:51:50.215983+00:00,6942,6018,571,542,completed,63080,0.00099036,0.00099036,0.0020736
de57e1fbb2c74845a8e7a644e33de4db,validation__ace_selected__proof__imo_1969_p2__seed0,gpt-5.6-luna,2026-09-17T10:51:50.366516+00:00,14344,13186,1506,1370,completed,91863,0.0023025199999999997,0.0023025199999999997,0.004676
11a25715da8a44dba04026f85a841998,validation__ace_selected__proof__amc12b_2002_p3__seed1,gpt-5.6-luna,2026-09-17T10:51:50.884677+00:00,11254,4873,353,125,completed,75158,0.0017972599999999997,0.0017972599999999997,0.0026744
d84919dab0884c8ca67999b7008b3755,validation__ace_selected__proof__amc12a_2019_p21__seed1,gpt-5.6-luna,2026-09-17T10:51:51.122596+00:00,20591,20325,81,9,completed,125041,0.0005569,0.0005569,0.0042154
f113a23962dd4b50bb8d2bad172327fc,validation__agentic__proof__mathd_numbertheory_530__seed0,gpt-5.6-luna,2026-09-17T10:51:51.409763+00:00,14385,2607,179,67,completed,82955,0.0026225399999999996,0.0026225399999999996,0.0030917999999999996
