id,stage,cell,model,created,reserved,charged,status,usage
4ed1ae32e0a4444b8a3f5381aeb3584d,training,imo_1967_p3__restart-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905942.080415,0.055955599999999994,0.0005886800000000001,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 83170, ""input_tokens"": 10468, ""input_tokens_details"": {""cache_write_tokens"": 431, ""cached_tokens"": 10034}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 251, ""output_tokens_details"": {""reasoning_tokens"": 149}, ""response_id"": ""resp_056e4ae3ae8d719c006aa089d64d2087d294f440e65ecd3754"", ""status"": ""completed"", ""total_tokens"": 10719}"
5012136e09f04ddf8fa37b26264da0af,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905946.4464638,0.0571618,0.00362934,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 89201, ""input_tokens"": 14409, ""input_tokens_details"": {""cache_write_tokens"": 11799, ""cached_tokens"": 2607}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 1014, ""output_tokens_details"": {""reasoning_tokens"": 900}, ""response_id"": ""resp_060c75e23237422e006aa089da995887d2a5dafe6b4a7b2539"", ""status"": ""completed"", ""total_tokens"": 15423}"
c80c3d8b34c7476598cfad0ef986790f,training,imo_1967_p3__restart-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905946.6374888,0.056823799999999994,0.0009042999999999999,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 87511, ""input_tokens"": 11210, ""input_tokens_details"": {""cache_write_tokens"": 742, ""cached_tokens"": 10465}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 455, ""output_tokens_details"": {""reasoning_tokens"": 344}, ""response_id"": ""resp_056e4ae3ae8d719c006aa089dacc2c87d28a37729e861c9307"", ""status"": ""completed"", ""total_tokens"": 11665}"
6a80e71e4d8e4251981d0ad861e3823a,training,imo_1967_p3__restart-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905953.801523,0.0579244,0.00091734,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 93014, ""input_tokens"": 12147, ""input_tokens_details"": {""cache_write_tokens"": 937, ""cached_tokens"": 11207}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 421, ""output_tokens_details"": {""reasoning_tokens"": 333}, ""response_id"": ""resp_056e4ae3ae8d719c006aa089e1f5d487d2b7a3e80f900de6c3"", ""status"": ""completed"", ""total_tokens"": 12568}"
923045e014ba419ab7b5fc4676d4cac2,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905960.4831347,0.0597014,0.00165752,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 101899, ""input_tokens"": 17383, ""input_tokens_details"": {""cache_write_tokens"": 2974, ""cached_tokens"": 14406}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 645, ""output_tokens_details"": {""reasoning_tokens"": 412}, ""response_id"": ""resp_060c75e23237422e006aa089e8a5a887d2a66e808c0f0ee203"", ""status"": ""completed"", ""total_tokens"": 18028}"
0456b6eb5b3e4e4793fa12bc55ced30f,training,imo_1967_p3__restart-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905962.8361986,0.0543228,0.00220474,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 75006, ""input_tokens"": 10838, ""input_tokens_details"": {""cache_write_tokens"": 8228, ""cached_tokens"": 2607}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 422, ""output_tokens_details"": {""reasoning_tokens"": 394}, ""response_id"": ""resp_0f2c7fddb2b46ca1006aa089eaff5c87d29ce30a734f4ae220"", ""status"": ""completed"", ""total_tokens"": 11260}"
1f1d3b3f9ae446c58d9fa5625b4d9439,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905968.7816253,0.0589262,0.0035407399999999997,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 98023, ""input_tokens"": 17398, ""input_tokens_details"": {""cache_write_tokens"": 14788, ""cached_tokens"": 2607}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 442, ""output_tokens_details"": {""reasoning_tokens"": 324}, ""response_id"": ""resp_0878e59666e1ff14006aa089f0f16487d2b5a23982837406c3"", ""status"": ""completed"", ""total_tokens"": 17840}"
3997c851f32d4d1a83f372670426f34c,training,imo_1967_p3__restart-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905970.2941067,0.0562038,0.0021571,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 84411, ""input_tokens"": 13397, ""input_tokens_details"": {""cache_write_tokens"": 2559, ""cached_tokens"": 10835}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 1190, ""output_tokens_details"": {""reasoning_tokens"": 1034}, ""response_id"": ""resp_0f2c7fddb2b46ca1006aa089f2720487d29224961ca4bcc101"", ""status"": ""completed"", ""total_tokens"": 14587}"
3a2587efcc954654b64c7dedd24e23bf,training,mathd_numbertheory_629__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905971.1281188,0.055422799999999994,0.00361634,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 80506, ""input_tokens"": 12886, ""input_tokens_details"": {""cache_write_tokens"": 10276, ""cached_tokens"": 2607}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 1257, ""output_tokens_details"": {""reasoning_tokens"": 807}, ""response_id"": ""resp_0b494946c9fb1c4a006aa089f3471487d28bef5915d886a96b"", ""status"": ""completed"", ""total_tokens"": 14143}"
6e96fb9f38cf469a8f3e0077672ea0a4,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905975.6395915,0.060236,0.0019493,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 104572, ""input_tokens"": 18856, ""input_tokens_details"": {""cache_write_tokens"": 1458, ""cached_tokens"": 17395}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 1091, ""output_tokens_details"": {""reasoning_tokens"": 858}, ""response_id"": ""resp_0878e59666e1ff14006aa089f7d8d887d281a77be2f856f5aa"", ""status"": ""completed"", ""total_tokens"": 19947}"
f451237b13c444708e596008a376dcff,training,imo_1967_p3__restart-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905985.5167427,0.056163,0.0025567399999999996,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 84207, ""input_tokens"": 13726, ""input_tokens_details"": {""cache_write_tokens"": 11116, ""cached_tokens"": 2607}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 234, ""output_tokens_details"": {""reasoning_tokens"": 119}, ""response_id"": ""resp_0644884fc6c5f638006aa08a01aaa887d2a73575949cad20ed"", ""status"": ""completed"", ""total_tokens"": 13960}"
ec55cef5e52341939b0cf21d36247257,training,mathd_numbertheory_629__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905986.2698488,0.056593599999999994,0.0038273399999999994,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 86360, ""input_tokens"": 13695, ""input_tokens_details"": {""cache_write_tokens"": 11085, ""cached_tokens"": 2607}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 1298, ""output_tokens_details"": {""reasoning_tokens"": 1034}, ""response_id"": ""resp_0fa5d630960462ba006aa08a026d5887d2a34a0fc82d95f7fb"", ""status"": ""completed"", ""total_tokens"": 14993}"
5209d3cdcc4e4caf95f7ef30158dbaeb,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905989.4411209,0.06237279999999999,0.0015593999999999998,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 115256, ""input_tokens"": 20763, ""input_tokens_details"": {""cache_write_tokens"": 3380, ""cached_tokens"": 17380}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 446, ""output_tokens_details"": {""reasoning_tokens"": 213}, ""response_id"": ""resp_060c75e23237422e006aa08a06185487d28c21bb11a9bad9cc"", ""status"": ""completed"", ""total_tokens"": 21209}"
cb5361a5460b4ad1b7895a2493f688fb,training,imo_1967_p3__restart-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905991.5163116,0.057215199999999994,0.00080726,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 89468, ""input_tokens"": 15103, ""input_tokens_details"": {""cache_write_tokens"": 1377, ""cached_tokens"": 13723}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 214, ""output_tokens_details"": {""reasoning_tokens"": 102}, ""response_id"": ""resp_0644884fc6c5f638006aa08a07a91c87d29a7a4b16f70ec627"", ""status"": ""completed"", ""total_tokens"": 15317}"
7e172291be204e258978458f0908ef36,training,imo_1967_p3__restart-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905995.353782,0.058192799999999996,0.0007488,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 94356, ""input_tokens"": 16410, ""input_tokens_details"": {""cache_write_tokens"": 1307, ""cached_tokens"": 15100}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 154, ""output_tokens_details"": {""reasoning_tokens"": 123}, ""response_id"": ""resp_0644884fc6c5f638006aa08a0b845887d2a39ca5022859593d"", ""status"": ""completed"", ""total_tokens"": 16564}"
da13b6692f7c44e98faebbb062bc4b24,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905995.5849493,0.0634222,0.0011497999999999999,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 120503, ""input_tokens"": 21895, ""input_tokens_details"": {""cache_write_tokens"": 1132, ""cached_tokens"": 20760}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 423, ""output_tokens_details"": {""reasoning_tokens"": 190}, ""response_id"": ""resp_060c75e23237422e006aa08a0c70d887d28a15135a720a26d9"", ""status"": ""completed"", ""total_tokens"": 22318}"
37edf523dd9d4ef5a8420e53b2bda973,training,imo_1967_p3__restart-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905998.1825268,0.058839,0.0006951399999999999,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 97587, ""input_tokens"": 17000, ""input_tokens_details"": {""cache_write_tokens"": 590, ""cached_tokens"": 16407}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 207, ""output_tokens_details"": {""reasoning_tokens"": 181}, ""response_id"": ""resp_0644884fc6c5f638006aa08a0e590887d291ec19892f7a71e7"", ""status"": ""completed"", ""total_tokens"": 17207}"
86f91d1d1951475a8a56cc40503bfb31,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906000.877246,0.064403,0.00109344,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 125407, ""input_tokens"": 23004, ""input_tokens_details"": {""cache_write_tokens"": 1109, ""cached_tokens"": 21892}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 361, ""output_tokens_details"": {""reasoning_tokens"": 128}, ""response_id"": ""resp_060c75e23237422e006aa08a110ee087d2973fb8de01d62f1f"", ""status"": ""completed"", ""total_tokens"": 23365}"
a4818f1c4eab4f8b86d42da18c60fb89,training,imo_1967_p3__restart-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906001.7583017,0.0595176,0.00049754,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 100980, ""input_tokens"": 17569, ""input_tokens_details"": {""cache_write_tokens"": 569, ""cached_tokens"": 16997}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 36, ""output_tokens_details"": {""reasoning_tokens"": 10}, ""response_id"": ""resp_0644884fc6c5f638006aa08a11f16487d2a7bf0825efda0015"", ""status"": ""completed"", ""total_tokens"": 17605}"
7b888ef74cc64b79b208b1e07026bf5c,training,imo_1967_p3__restart-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906004.0574925,0.059994599999999995,0.00065452,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 103365, ""input_tokens"": 17996, ""input_tokens_details"": {""cache_write_tokens"": 427, ""cached_tokens"": 17566}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 181, ""output_tokens_details"": {""reasoning_tokens"": 146}, ""response_id"": ""resp_0644884fc6c5f638006aa08a143ac887d28be636eaf4a0e224"", ""status"": ""completed"", ""total_tokens"": 18177}"
0ea048d093d24646863ab245cc536a2c,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906005.1437001,0.0653418,0.00095922,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 130101, ""input_tokens"": 24051, ""input_tokens_details"": {""cache_write_tokens"": 1047, ""cached_tokens"": 23001}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 241, ""output_tokens_details"": {""reasoning_tokens"": 8}, ""response_id"": ""resp_060c75e23237422e006aa08a154e5487d28a728638a667e58c"", ""status"": ""completed"", ""total_tokens"": 24292}"
841f1a5ef61948209cc047f5d28d44c4,training,imo_1967_p3__restart-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906007.7643576,0.0606368,0.00051126,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 106576, ""input_tokens"": 18552, ""input_tokens_details"": {""cache_write_tokens"": 556, ""cached_tokens"": 17993}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 33, ""output_tokens_details"": {""reasoning_tokens"": 7}, ""response_id"": ""resp_0644884fc6c5f638006aa08a18236487d2b87eb5f4a4c9317b"", ""status"": ""completed"", ""total_tokens"": 18585}"
7539dbd3f66c423a98c8b1f2ffd3f42c,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906007.9378703,0.06611979999999999,0.0009549599999999999,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 133991, ""input_tokens"": 24978, ""input_tokens_details"": {""cache_write_tokens"": 927, ""cached_tokens"": 24048}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 240, ""output_tokens_details"": {""reasoning_tokens"": 7}, ""response_id"": ""resp_060c75e23237422e006aa08a181d4887d297458094ab10455f"", ""status"": ""completed"", ""total_tokens"": 25218}"
aa6d5d9e075147ae8433494e5841b9ee,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906011.4643595,0.0668976,0.0009745,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 137880, ""input_tokens"": 25904, ""input_tokens_details"": {""cache_write_tokens"": 926, ""cached_tokens"": 24975}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 241, ""output_tokens_details"": {""reasoning_tokens"": 8}, ""response_id"": ""resp_060c75e23237422e006aa08a1ba2f487d293eaeffa178e08d0"", ""status"": ""completed"", ""total_tokens"": 26145}"
198438f33e42487bad70b97846360774,training,imo_1967_p3__restart-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906011.9205294,0.061109399999999994,0.00146138,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 108939, ""input_tokens"": 18979, ""input_tokens_details"": {""cache_write_tokens"": 427, ""cached_tokens"": 18549}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 837, ""output_tokens_details"": {""reasoning_tokens"": 516}, ""response_id"": ""resp_0644884fc6c5f638006aa08a1c1a4887d2a98535b7c6752828"", ""status"": ""completed"", ""total_tokens"": 19816}"
83d4c98b76704b9e82b6ec9cb3f91dff,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906014.8763907,0.06767959999999999,0.0009812199999999999,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 141790, ""input_tokens"": 26831, ""input_tokens_details"": {""cache_write_tokens"": 927, ""cached_tokens"": 25901}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 231, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""response_id"": ""resp_060c75e23237422e006aa08a1f0dd087d283df4cd1ad705854"", ""status"": ""completed"", ""total_tokens"": 27062}"
830099f1eae846b1b2910f86864d1caf,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906017.7816577,0.0681888,0.00103016,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 144336, ""input_tokens"": 27748, ""input_tokens_details"": {""cache_write_tokens"": 917, ""cached_tokens"": 26828}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 258, ""output_tokens_details"": {""reasoning_tokens"": 32}, ""response_id"": ""resp_060c75e23237422e006aa08a21f35487d29fc3d0a6866647ac"", ""status"": ""completed"", ""total_tokens"": 28006}"
aa6d637a3c484be293493b743a7a0e91,training,mathd_numbertheory_629__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906019.389432,0.057348399999999994,0.00322114,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 90134, ""input_tokens"": 14678, ""input_tokens_details"": {""cache_write_tokens"": 12068, ""cached_tokens"": 2607}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 629, ""output_tokens_details"": {""reasoning_tokens"": 371}, ""response_id"": ""resp_03f03e65295ce729006aa08a2387d487d2b9baaf16f88ee3a5"", ""status"": ""completed"", ""total_tokens"": 15307}"
c765340fa1b6411593a77856f0e203a2,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906021.1264195,0.0644522,0.006839339999999999,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 125653, ""input_tokens"": 26715, ""input_tokens_details"": {""cache_write_tokens"": 24105, ""cached_tokens"": 2607}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 1638, ""output_tokens_details"": {""reasoning_tokens"": 1384}, ""response_id"": ""resp_07b7ffe6a6e6fe3a006aa08a254ab887d287cc9322806c47a9"", ""status"": ""completed"", ""total_tokens"": 28353}"
d0c1fe43f19e45158bc13ba074bc80c7,training,imo_1967_p3__restart-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906021.6837926,0.0592758,0.0036133399999999996,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 99771, ""input_tokens"": 19243, ""input_tokens_details"": {""cache_write_tokens"": 16633, ""cached_tokens"": 2607}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 195, ""output_tokens_details"": {""reasoning_tokens"": 169}, ""response_id"": ""resp_002c024470279a77006aa08a25d9d087d2b7d10b08b7a9bb5d"", ""status"": ""completed"", ""total_tokens"": 19438}"
13f94404bcda4414888c1959155de3aa,training,imo_1967_p3__restart-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906025.471674,0.06056059999999999,0.00544734,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 106195, ""input_tokens"": 21573, ""input_tokens_details"": {""cache_write_tokens"": 18963, ""cached_tokens"": 2607}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 1335, ""output_tokens_details"": {""reasoning_tokens"": 1034}, ""response_id"": ""resp_09885c43885173b5006aa08a29a3bc87d2b3b78fc54401788a"", ""status"": ""completed"", ""total_tokens"": 22908}"
c66e4a7d04ec4763a6d995e451a6a5cb,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906039.3224838,0.065285,0.005999539999999999,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 129817, ""input_tokens"": 27724, ""input_tokens_details"": {""cache_write_tokens"": 25114, ""cached_tokens"": 2607}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 770, ""output_tokens_details"": {""reasoning_tokens"": 516}, ""response_id"": ""resp_034175fc55f349f9006aa08a39ad3087d298e59b6adc0ae7a9"", ""status"": ""completed"", ""total_tokens"": 28494}"
467d87c095a7438ead044abc5e8460ab,training,imo_1967_p3__restart-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906042.3674476,0.0604316,0.00571454,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 105550, ""input_tokens"": 20737, ""input_tokens_details"": {""cache_write_tokens"": 18127, ""cached_tokens"": 2607}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 1697, ""output_tokens_details"": {""reasoning_tokens"": 1390}, ""response_id"": ""resp_0f8f1f767c06082a006aa08a3a873c87d2812163018b8c2dd9"", ""status"": ""completed"", ""total_tokens"": 22434}"
bf656e0f9b0a4688973dfbdac5a95059,training,mathd_numbertheory_629__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906044.5375037,0.0578488,0.0038017399999999996,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 92636, ""input_tokens"": 15445, ""input_tokens_details"": {""cache_write_tokens"": 12835, ""cached_tokens"": 2607}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 985, ""output_tokens_details"": {""reasoning_tokens"": 516}, ""response_id"": ""resp_0e717bc8cd805c8d006aa08a3ccb5c87d288eed7fa3fb3379a"", ""status"": ""completed"", ""total_tokens"": 16430}"
5936c0062d324d8099f89297ee865f0a,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906051.6296513,0.066705,0.00153402,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 136917, ""input_tokens"": 29223, ""input_tokens_details"": {""cache_write_tokens"": 1499, ""cached_tokens"": 27721}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 566, ""output_tokens_details"": {""reasoning_tokens"": 312}, ""response_id"": ""resp_034175fc55f349f9006aa08a43d19c87d2a56ad49c6664089a"", ""status"": ""completed"", ""total_tokens"": 29789}"
2b821db463574674bd560eef91f2d910,training,imo_1967_p3__restart-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906059.9114695,0.061352,0.0051245399999999995,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 110152, ""input_tokens"": 21807, ""input_tokens_details"": {""cache_write_tokens"": 19197, ""cached_tokens"": 2607}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 1027, ""output_tokens_details"": {""reasoning_tokens"": 972}, ""response_id"": ""resp_018192db818c2d30006aa08a4c14c087d28bf7446ccbed2d61"", ""status"": ""completed"", ""total_tokens"": 22834}"
3df5c6edb6f94bcea70a8635c4d7c5af,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906061.0275145,0.067905,0.0013683999999999999,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 142917, ""input_tokens"": 30518, ""input_tokens_details"": {""cache_write_tokens"": 1295, ""cached_tokens"": 29220}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 437, ""output_tokens_details"": {""reasoning_tokens"": 182}, ""response_id"": ""resp_034175fc55f349f9006aa08a4d333887d29f55455e3fecf160"", ""status"": ""completed"", ""total_tokens"": 30955}"
2c8fa8e258684523a4d9e35a6482af33,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906066.3735728,0.0689398,0.0011477,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 148091, ""input_tokens"": 31684, ""input_tokens_details"": {""cache_write_tokens"": 1166, ""cached_tokens"": 30515}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 253, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""response_id"": ""resp_034175fc55f349f9006aa08a528d1087d2afa568b2f8cc9c9b"", ""status"": ""completed"", ""total_tokens"": 31937}"
659676fee57a4e3f8b68ed3a896d899e,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906069.1872659,0.06948299999999999,0.00113422,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 150807, ""input_tokens"": 32666, ""input_tokens_details"": {""cache_write_tokens"": 982, ""cached_tokens"": 31681}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 253, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""response_id"": ""resp_034175fc55f349f9006aa08a555bb087d29b091889304479fd"", ""status"": ""completed"", ""total_tokens"": 32919}"
81aeaa0218244845a9a719fde8fbf45f,training,imo_1967_p3__restart-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906072.7784872,0.0627186,0.005731539999999999,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 116985, ""input_tokens"": 23984, ""input_tokens_details"": {""cache_write_tokens"": 21374, ""cached_tokens"": 2607}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 1170, ""output_tokens_details"": {""reasoning_tokens"": 751}, ""response_id"": ""resp_0ac3984db5c61c33006aa08a59023c87d283bfd28469e0ffaf"", ""status"": ""completed"", ""total_tokens"": 25154}"
2140f3a903774429a1bce122cc223312,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906073.7427218,0.0700262,0.00146226,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 153523, ""input_tokens"": 33648, ""input_tokens_details"": {""cache_write_tokens"": 982, ""cached_tokens"": 32663}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 510, ""output_tokens_details"": {""reasoning_tokens"": 255}, ""response_id"": ""resp_034175fc55f349f9006aa08a59eae087d289f005d864d5f48d"", ""status"": ""completed"", ""total_tokens"": 34158}"
b756fdbb17d945198757bee5d2730fa1,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906079.7780328,0.0711012,0.0012249000000000001,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 158898, ""input_tokens"": 34887, ""input_tokens_details"": {""cache_write_tokens"": 1239, ""cached_tokens"": 33645}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 253, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""response_id"": ""resp_034175fc55f349f9006aa08a602adc87d2864dd35edd216467"", ""status"": ""completed"", ""total_tokens"": 35140}"
b3d4815508d2434da77587326b4c4122,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906087.0892148,0.0716444,0.00121388,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 161614, ""input_tokens"": 35869, ""input_tokens_details"": {""cache_write_tokens"": 982, ""cached_tokens"": 34884}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 266, ""output_tokens_details"": {""reasoning_tokens"": 11}, ""response_id"": ""resp_034175fc55f349f9006aa08a67501487d298d0538265b567ed"", ""status"": ""completed"", ""total_tokens"": 36135}"
484bc36ec41443f791788796dc4a7991,training,mathd_numbertheory_629__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906089.546222,0.05858239999999999,0.00433154,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 96304, ""input_tokens"": 16570, ""input_tokens_details"": {""cache_write_tokens"": 13960, ""cached_tokens"": 2607}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 1239, ""output_tokens_details"": {""reasoning_tokens"": 691}, ""response_id"": ""resp_0045e36a8ef9be36006aa08a69ccd087d2930c58f5714db848"", ""status"": ""completed"", ""total_tokens"": 17809}"
3343ab26f7614b5abeeede12bcf33b41,training,imo_1967_p3__restart-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788906090.9134035,0.072461,0.0012205200000000001,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 165697, ""input_tokens"": 36864, ""input_tokens_details"": {""cache_write_tokens"": 995, ""cached_tokens"": 35866}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 253, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""response_id"": ""resp_034175fc55f349f9006aa08a6b173887d2a700170dbfb12a6d"", ""status"": ""completed"", ""total_tokens"": 37117}"
