receipt,stage,cell,model,created_utc,charged,repriced,input,cached,output,reasoning,uncached_cost,exception,response_id,provider_model
5042b74cdce04f919ac3fc5f1f1942c6,round2,round2__retained__proof__mathd_algebra_323__seed0,gpt-5.6-luna,2026-09-18T14:59:18.476876+00:00,0.00185002,0.00185002,16640,10491,342,93,0.0037384,,resp_0e4aa60fb6afed52006aad51c69dc087d29e5ccb85fd91956e,gpt-5.6-luna
73e02c8fd76848ffafdb0962740ab355,round2,round2__revised__proof__imo_1977_p6__seed0,gpt-5.6-luna,2026-09-18T14:59:18.938915+00:00,0.0055083,0.0055083,18147,15115,3833,3363,0.008229,,resp_04e4b8e60f640c17006aad51c7535087d2aecde1ee33d815ad,gpt-5.6-luna
46a51f4d14884adba12d41925cab0a4e,round2,round2__retained__proof__aime_1990_p4__seed1,gpt-5.6-luna,2026-09-18T14:59:19.011361+00:00,0.0018051999999999999,0.0018051999999999999,15164,14420,1140,681,0.0044008,,resp_065017b3efe7c2a0006aad51c7244c87d2a125384b6af849bd,gpt-5.6-luna
64a0e3f8733c4e718592139459b3fd22,round2,round2__retained__proof__aime_1990_p4__seed0,gpt-5.6-luna,2026-09-18T14:59:19.731904+00:00,0.00141964,0.00141964,15488,14022,705,661,0.0039436,,resp_09d5ae2c016bbdee006aad51c7e99887d2b17acd31f3588a04,gpt-5.6-luna
353942b67e4447e9a9c83863e91f22b4,round2,round2__revised__proof__aime_1990_p4__seed1,gpt-5.6-luna,2026-09-18T14:59:19.953335+00:00,0.0005908,0.0005908,18089,17510,104,16,0.0037426,,resp_08eff67ff278fffa006aad51c81d9c87d2b3499c25d24323c8,gpt-5.6-luna
cd54ec8e0ff849da9ee2b9cd29be2ef5,round2,round2__retained__proof__imo_1967_p3__seed1,gpt-5.6-luna,2026-09-18T14:59:19.977287+00:00,0.0014980599999999998,0.0014980599999999998,14324,13653,909,787,0.0039556,,resp_07643b8cc2d3f3d4006aad51c8223c87d282cb025eed9f628a,gpt-5.6-luna
4b03ea29291247d8b0eaf4a221794003,round2,round2__retained__proof__imo_1977_p6__seed0,gpt-5.6-luna,2026-09-18T14:59:20.582268+00:00,0.00087266,0.00087266,15034,13463,241,215,0.003296,,resp_0979a2c5d01ab453006aad51c8bc0087d2ad1796f3c900f5ce,gpt-5.6-luna
a8e6f1aab5974e1196fa546e2e6aca3a,round2,round2__revised__proof__mathd_algebra_323__seed1,gpt-5.6-luna,2026-09-18T14:59:20.896586+00:00,0.0013182,0.0013182,16443,16440,824,481,0.0042774,,resp_03be00acb4d8a75b006aad51c90a4487d2a5cc5f4631338367,gpt-5.6-luna
33932c68e26e46a3957e9f4baf197896,round2,round2__revised__proof__aime_1990_p4__seed1,gpt-5.6-luna,2026-09-18T14:59:22.086658+00:00,0.00174812,0.00174812,18970,18086,1008,464,0.0050035999999999995,,resp_08eff67ff278fffa006aad51ca949487d2a2b457108196dbac,gpt-5.6-luna
ee301107d723470a9df4eab0dc84c947,round2,round2__retained__proof__amc12b_2004_p3__seed0,gpt-5.6-luna,2026-09-18T14:59:22.126073+00:00,0.0014399,0.0014399,14275,13315,818,397,0.0038366,,resp_0276d8192af5834f006aad51ca446087d2bb9764f5c1c87215,gpt-5.6-luna
972d104bdcca494799800cd5756c1a40,round2,round2__retained__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:59:22.662394+00:00,0.00180802,0.00180802,13820,10491,777,233,0.0036964,,resp_0a6cefb8a55fd79d006aad51cad52487d29d16ad4b778d78d9,gpt-5.6-luna
1ca139ad95ba4e63bd2b86aab03dbd57,round2,round2__revised__proof__imo_1967_p3__seed1,gpt-5.6-luna,2026-09-18T14:59:22.871509+00:00,0.0019195,0.0019195,19505,15115,616,504,0.0046402,,resp_04f70f120125a80a006aad51cb067087d2a052266c8bd44e34,gpt-5.6-luna
6d84922d9b794457a4d71af35823f2bd,round2,round2__revised__proof__aime_1988_p3__seed1,gpt-5.6-luna,2026-09-18T14:59:23.188404+00:00,0.00174916,0.00174916,16571,16568,1181,295,0.0047314,,resp_0ee8f95b1b1a20aa006aad51cb9ee487d2b09fbd17681f710b,gpt-5.6-luna
7b28d4f0823b4f53b0f4df1160154e39,round2,round2__retained__proof__aime_1988_p3__seed1,gpt-5.6-luna,2026-09-18T14:59:23.346186+00:00,0.00061628,0.00061628,11947,11944,314,156,0.0027662,,resp_01146886119ee8ba006aad51cb7ffc87d2b9423e8bf36e69bd,gpt-5.6-luna
cfbd0c3ed9cb46ad86aa0c195efa416f,round2,round2__revised__proof__imo_1977_p6__seed1,gpt-5.6-luna,2026-09-18T14:59:24.119758+00:00,0.0051873,0.0051873,18198,15115,3557,3172,0.007907999999999998,,resp_0fb62dadc27a4da7006aad51cc41f087d2afdb62ca96dda7c0,gpt-5.6-luna
418a2a823b3445028dea2b4fc3be31a5,round2,round2__revised__proof__aime_1990_p4__seed0,gpt-5.6-luna,2026-09-18T14:59:24.251152+00:00,0.00219492,0.00219492,20103,18836,1304,666,0.0055854,,resp_05f34ea4595b1823006aad51cc658c87d28d7b7a919840468c,gpt-5.6-luna
9114e4321191461ea5324ad6afb70acb,round2,round2__retained__proof__imo_1963_p5__seed1,gpt-5.6-luna,2026-09-18T14:59:24.377165+00:00,0.00038332,0.00038332,11819,11816,122,45,0.0025102,,resp_00c22d29fa7d4eec006aad51cc8c9087d2932efe6c51fc502a,gpt-5.6-luna
e32b9b9b2f414b23adc2f7ed13727ff5,round2,round2__retained__proof__imo_1977_p6__seed0,gpt-5.6-luna,2026-09-18T14:59:25.292850+00:00,0.00166942,0.00166942,13829,10491,660,622,0.0035578,,resp_055a7cb15999f8bd006aad51cd76ec87d28521db25924fda34,gpt-5.6-luna
8569a8946fbf42098ae0f471481b6066,round2,round2__retained__proof__mathd_algebra_323__seed1,gpt-5.6-luna,2026-09-18T14:59:26.483726+00:00,0.00120722,0.00120722,14410,10491,178,100,0.0030956,,resp_0a07bd455bb8c97f006aad51ceb39087d281938b4ec7c02711,gpt-5.6-luna
d069bdefedb54471a24b7e3513b8bffe,round2,round2__retained__proof__imo_1967_p3__seed0,gpt-5.6-luna,2026-09-18T14:59:27.204006+00:00,0.00182662,0.00182662,17165,10491,235,209,0.003715,,resp_00dc0e15e071e7b3006aad51cf9cdc87d286c8c909f936167c,gpt-5.6-luna
00b12acaa0244600ad1c1162b3be30a9,round2,round2__retained__proof__imo_1963_p5__seed1,gpt-5.6-luna,2026-09-18T14:59:27.274525+00:00,0.00054332,0.00054332,13075,11816,46,0,0.0026701999999999997,,resp_00c22d29fa7d4eec006aad51cf6b8487d2acd0946cbac70289,gpt-5.6-luna
bb1ca7510b4243938c68a845d41ac782,round2,round2__retained__proof__aime_1990_p4__seed0,gpt-5.6-luna,2026-09-18T14:59:27.686566+00:00,0.00168882,0.00168882,15480,10491,401,361,0.0035772,,resp_019fe1885cd00ae3006aad51cfd79c87d29dd8dc492ea92532,gpt-5.6-luna
01fc229bb24144e882fbeb3628d228d7,round2,round2__retained__proof__aime_1988_p3__seed1,gpt-5.6-luna,2026-09-18T14:59:27.867846+00:00,0.00052948,0.00052948,12551,11944,141,28,0.0026793999999999998,,resp_01146886119ee8ba006aad51d0012c87d281302297aa5e8382,gpt-5.6-luna
995b17a612754685bfbb87e6cfb57263,round2,round2__retained__proof__imo_1977_p6__seed1,gpt-5.6-luna,2026-09-18T14:59:29.199914+00:00,0.00272302,0.00272302,12893,10491,1694,1651,0.0046114,,resp_0fcb45030c846ae2006aad51d23c7087d28a44f3e545a05925,gpt-5.6-luna
cfeeaf255a234c439a5527356b0fd8fe,round2,round2__retained__proof__imo_1963_p5__seed1,gpt-5.6-luna,2026-09-18T14:59:29.361561+00:00,0.00071344,0.00071344,13406,13072,321,242,0.0030664,,resp_00c22d29fa7d4eec006aad51d33e2487d29302968df8346ab0,gpt-5.6-luna
e8c8b7bc3f52484ba5d0c137888a03af,round2,round2__retained__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:59:29.402820+00:00,0.00150022,0.00150022,16709,10491,39,12,0.0033886,,resp_0e923525c0b85eaa006aad51d18e2887d2b9db194c60ebece8,gpt-5.6-luna
3365e1e0ac3b4edd85325c213f65291f,round2,round2__retained__proof__aime_1988_p3__seed1,gpt-5.6-luna,2026-09-18T14:59:30.149992+00:00,0.0008745599999999999,0.0008745599999999999,13104,12548,427,319,0.0031332,,resp_01146886119ee8ba006aad51d24ecc87d28930990e60ada49a,gpt-5.6-luna
b56f5cead76a4ec293b678f1d31820e2,round2,round2__revised__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:59:30.184362+00:00,0.0018321000000000001,0.0018321000000000001,18564,15115,700,231,0.0045528,,resp_082b6d494fbab9d0006aad51d2708c87d2b951832d172f9b4a,gpt-5.6-luna
e47508607cb7463d8404c178a74da400,round2,round2__retained__proof__aime_1990_p4__seed1,gpt-5.6-luna,2026-09-18T14:59:30.232534+00:00,0.00331122,0.00331122,16656,10491,1557,1034,0.0051995999999999995,,resp_0e51071de2024730006aad51d2647487d2af9b4be82e42458a,gpt-5.6-luna
ef9fcff64ab24d9e83d76a59b568a97c,round2,round2__revised__proof__imo_1967_p3__seed0,gpt-5.6-luna,2026-09-18T14:59:30.403392+00:00,0.00127258,0.00127258,20570,18859,461,364,0.0046672,,resp_0ebe8d57b2f8d96a006aad51d2d42487d2a25b4d1cfaa54ff4,gpt-5.6-luna
5e2cee8cfb664af495cade0bd8c6ab6e,round2,round2__retained__proof__amc12b_2004_p3__seed0,gpt-5.6-luna,2026-09-18T14:59:30.583823+00:00,0.00228402,0.00228402,13698,10491,1194,761,0.0041724,,resp_01e5f6c6c9406181006aad51d2bb7887d2a5a5e8caab09b1ae,gpt-5.6-luna
92fbf3564d7f42e8977eb19100c6453a,round2,round2__retained__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:59:30.860520+00:00,0.00039052000000000005,0.00039052000000000005,16850,16706,23,0,0.0033975999999999998,,resp_0e923525c0b85eaa006aad51d3057487d28d774ccd28c3a838,gpt-5.6-luna
b0ef681e7c874655bc9520002bbdecc3,round2,round2__retained__proof__aime_1988_p3__seed0,gpt-5.6-luna,2026-09-18T14:59:30.930466+00:00,0.00281702,0.00281702,16015,10491,1252,678,0.004705399999999999,,resp_02abeb1bddc46eb8006aad51d3169c87d28ff24fdc4b876466,gpt-5.6-luna
d93b8f5fc4344a4da17d0c11adc97a4c,round2,round2__revised__proof__imo_1967_p3__seed1,gpt-5.6-luna,2026-09-18T14:59:31.101100+00:00,0.00129024,0.00129024,20631,19502,562,369,0.0048006,,resp_04f70f120125a80a006aad51d3476c87d2b386b24056993090,gpt-5.6-luna
7c3dd2f0a5b74832a9c22f26a861cb0e,round2,round2__retained__proof__imo_1967_p3__seed1,gpt-5.6-luna,2026-09-18T14:59:31.145558+00:00,0.00103702,0.00103702,15404,14321,445,417,0.0036147999999999996,,resp_07643b8cc2d3f3d4006aad51d349c887d2a82e2593d0620c11,gpt-5.6-luna
e6af961183c94850b7641c828e5df390,round2,round2__revised__proof__imo_1963_p5__seed1,gpt-5.6-luna,2026-09-18T14:59:31.605177+00:00,0.000585,0.000585,16443,16440,213,52,0.0035442,,resp_0814d6be02ed4a57006aad51d3c0fc87d2b807809e3e5680b8,gpt-5.6-luna
6928eac32efe43d48cdbd140c19da35f,round2,round2__revised__proof__amc12b_2004_p3__seed1,gpt-5.6-luna,2026-09-18T14:59:32.103218+00:00,0.00046326000000000006,0.00046326000000000006,16296,16293,114,40,0.0033959999999999997,,resp_06e695b7f4e91f10006aad51d4469487d29d3eb973b68226d0,gpt-5.6-luna
2223a502ac754cd6802f55143cc88c00,round2,round2__revised__proof__aime_1990_p4__seed1,gpt-5.6-luna,2026-09-18T14:59:32.378669+00:00,0.0028583,0.0028583,20167,15115,1288,791,0.005578999999999999,,resp_0fb3e60d317f08a7006aad51d487c887d28d00a2770538a7e0,gpt-5.6-luna
e7aa1c0138284b569a9855cc6cdd59cf,round2,round2__retained__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:59:32.598444+00:00,0.00048174,0.00048174,16917,16847,109,25,0.0035142,,resp_0e923525c0b85eaa006aad51d4bfd487d28cf3044510019206,gpt-5.6-luna
ceaab0e99edc4d4ba1f06dfd9e5c0efc,round2,round2__retained__proof__imo_1977_p6__seed0,gpt-5.6-luna,2026-09-18T14:59:33.023405+00:00,0.00140412,0.00140412,14664,13826,800,748,0.0038927999999999996,,resp_055a7cb15999f8bd006aad51d5275087d29e87f7c2e24cbf61,gpt-5.6-luna
84f8e353b5ca4b9c8b810b9a4fdeb7dc,round2,round2__retained__proof__aime_1990_p4__seed0,gpt-5.6-luna,2026-09-18T14:59:33.293674+00:00,0.00061034,0.00061034,16111,15477,145,46,0.0033962,,resp_019fe1885cd00ae3006aad51d5753887d2a661d3b65bbc2242,gpt-5.6-luna
03230359cf4241d8a98c2aced6607ce5,round2,round2__revised__proof__amc12b_2004_p3__seed0,gpt-5.6-luna,2026-09-18T14:59:33.447360+00:00,0.0020749,0.0020749,20222,15115,626,68,0.0047956,,resp_0257e2fa126a4716006aad51d59ad887d2bd70402d8652c140,gpt-5.6-luna
ae7ad834160342b79a2fce4ee6630107,round2,round2__retained__proof__amc12b_2004_p3__seed1,gpt-5.6-luna,2026-09-18T14:59:34.035072+00:00,0.00038157999999999996,0.00038157999999999996,11672,11669,123,45,0.002482,,resp_0cf4cb5fd8316b6e006aad51d66d3087d2a54bece436377584,gpt-5.6-luna
fa0276cf87d143d48ca5c5a876640081,round2,round2__retained__proof__imo_1967_p3__seed0,gpt-5.6-luna,2026-09-18T14:59:34.051002+00:00,0.00043364,0.00043364,17452,17162,27,0,0.0035228,,resp_00dc0e15e071e7b3006aad51d640c087d299dfa11b1368a425,gpt-5.6-luna
b2d85c2da7db4db8892f9f1bedfffadc,round2,round2__revised__proof__amc12b_2004_p3__seed1,gpt-5.6-luna,2026-09-18T14:59:34.702646+00:00,0.00080266,0.00080266,17345,16293,222,129,0.0037354,,resp_06e695b7f4e91f10006aad51d6d55487d2926ae4f87d1c04d1,gpt-5.6-luna
99d4efbe6b1e4b9d9cd037dc547942ae,round2,round2__retained__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:59:34.859058+00:00,0.00124748,0.00124748,17290,16914,695,150,0.004292,,resp_0e923525c0b85eaa006aad51d7037487d2a2695a385292e8b1,gpt-5.6-luna
63e260ac6324423aa36432523453f14e,round2,round2__revised__proof__imo_1963_p5__seed1,gpt-5.6-luna,2026-09-18T14:59:35.001980+00:00,0.0006318000000000001,0.0006318000000000001,17055,16440,150,18,0.003591,,resp_0814d6be02ed4a57006aad51d72ad087d29508270a99b3a690,gpt-5.6-luna
d3ec9153a18249b393a6fa72118e88a1,round2,round2__retained__proof__imo_1963_p5__seed1,gpt-5.6-luna,2026-09-18T14:59:35.178550+00:00,0.00041906,0.00041906,13912,13403,41,14,0.0028316,,resp_00c22d29fa7d4eec006aad51d7612487d289c5b84457ea8e21,gpt-5.6-luna
9eb59c1ef4e147b0b45dcace6724e18c,round2,round2__retained__proof__aime_1988_p3__seed1,gpt-5.6-luna,2026-09-18T14:59:35.214084+00:00,0.00283202,0.00283202,13861,13101,2015,1102,0.0051902,,resp_01146886119ee8ba006aad51d762b487d2803a06e11ef42255,gpt-5.6-luna
1a729d4a92d247479b389a2f94420a44,round2,round2__retained__proof__mathd_algebra_206__seed1,gpt-5.6-luna,2026-09-18T14:59:35.510652+00:00,0.00048277999999999993,0.00048277999999999993,11812,11809,205,89,0.0026084,,resp_0a4416e267bf0785006aad51d7a6bc87d2a04b6a32bd36ac92,gpt-5.6-luna
aa49c3a9e99b417eb431ca1611668f87,round2,round2__retained__proof__imo_1967_p3__seed0,gpt-5.6-luna,2026-09-18T14:59:35.748610+00:00,0.00052138,0.00052138,17531,17449,130,16,0.0036621999999999996,,resp_00dc0e15e071e7b3006aad51d7f37887d2b344059ccd8c091d,gpt-5.6-luna
0995706b341a4cc1b090d32f62d853df,round2,round2__retained__proof__aime_1990_p4__seed0,gpt-5.6-luna,2026-09-18T14:59:36.083014+00:00,0.0019667599999999997,0.0019667599999999997,16729,16108,1267,994,0.004866199999999999,,resp_019fe1885cd00ae3006aad51d83be887d2897548d481e9b436,gpt-5.6-luna
7b30dd1d5c1a43a9a9a88337cf1a8223,round2,round2__retained__proof__amc12b_2004_p3__seed1,gpt-5.6-luna,2026-09-18T14:59:36.460903+00:00,0.00068438,0.00068438,12730,11669,199,113,0.0027848,,resp_0cf4cb5fd8316b6e006aad51d89f3c87d2a07e084ae836ad24,gpt-5.6-luna
d3fc29a6e58d49cdac305afa50904f0f,round2,round2__retained__proof__imo_1963_p5__seed1,gpt-5.6-luna,2026-09-18T14:59:36.771250+00:00,0.00042337999999999995,0.00042337999999999995,14071,13909,94,64,0.002927,,resp_00c22d29fa7d4eec006aad51d8ee5c87d2ad4e17ae976e50f1,gpt-5.6-luna
9ab72956d2f74a2c9d7bbf25000d086f,round2,round2__retained__proof__imo_1967_p3__seed1,gpt-5.6-luna,2026-09-18T14:59:36.828950+00:00,0.00202282,0.00202282,17153,15401,1137,953,0.004795,,resp_07643b8cc2d3f3d4006aad51d8f94487d2814c6b143ec58cc9,gpt-5.6-luna
a51df769e06b479381703ab8ad5c6898,round2,round2__revised__proof__imo_1967_p3__seed0,gpt-5.6-luna,2026-09-18T14:59:37.505908+00:00,0.0013979399999999999,0.0013979399999999999,21516,20567,664,493,0.0051,,resp_0ebe8d57b2f8d96a006aad51d9afa887d2a0a52fff16338d59,gpt-5.6-luna
11ee00ab370b44699ded2ab79683a53a,round2,round2__revised__proof__imo_1963_p5__seed1,gpt-5.6-luna,2026-09-18T14:59:37.686857+00:00,0.00094724,0.00094724,18103,17052,330,248,0.0040165999999999995,,resp_0814d6be02ed4a57006aad51d9f66087d28beb89e1b72875c0,gpt-5.6-luna
ed7f316c5e4745c083e23c43933d5fd6,round2,round2__retained__proof__imo_1967_p3__seed0,gpt-5.6-luna,2026-09-18T14:59:37.996444+00:00,0.00069676,0.00069676,18143,17528,186,82,0.0038517999999999994,,resp_00dc0e15e071e7b3006aad51da92d487d29b0a4b41e3f17dd2,gpt-5.6-luna
bed4e9a0484c46a1bcff0cc2789afd61,round2,round2__revised__proof__mathd_algebra_206__seed1,gpt-5.6-luna,2026-09-18T14:59:38.836173+00:00,0.00060766,0.00060766,16436,16433,232,79,0.0035655999999999995,,resp_05dd97382756e87a006aad51daf85487d2bf41ef05d1668ca7,gpt-5.6-luna
12ce8011aea846d48f21a2af2149748a,round2,round2__retained__proof__imo_1963_p5__seed1,gpt-5.6-luna,2026-09-18T14:59:38.914070+00:00,0.00166876,0.00166876,14285,14068,1120,530,0.004201,,resp_00c22d29fa7d4eec006aad51db0c0887d28c90bf7e2802a711,gpt-5.6-luna
254270bd26d24da7ac8f7ad1ada6668a,round2,round2__revised__proof__amc12b_2004_p3__seed1,gpt-5.6-luna,2026-09-18T14:59:38.997425+00:00,0.00073284,0.00073284,18180,17342,182,96,0.0038544,,resp_06e695b7f4e91f10006aad51db214487d2b584c7767a1c5ad7,gpt-5.6-luna
df2efce972de47d0bdf4749ea1ec7ffa,round2,round2__revised__proof__amc12b_2004_p3__seed0,gpt-5.6-luna,2026-09-18T14:59:39.450651+00:00,0.0016517,0.0016517,18970,15115,482,386,0.004372399999999999,,resp_028ad1b9d055c838006aad51dba35087d288bfb59bfdd4c0a2,gpt-5.6-luna
d223703ee39a47289340d6ee09d9de56,round2,round2__revised__proof__imo_1967_p3__seed1,gpt-5.6-luna,2026-09-18T14:59:40.140964+00:00,0.0018485,0.0018485,20674,15115,362,155,0.0045692,,resp_0e394f0a173eb8a7006aad51dc76ec87d2a8bbd2602ddc310f,gpt-5.6-luna
98bc1fd6fa7f4a7a9540ae57f68f9d4a,round2,round2__revised__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:59:40.172966+00:00,0.0015997,0.0015997,21368,15115,39,12,0.004320399999999999,,resp_013f6989e3b2a36e006aad51dc67c887d2a583cdc4081091d6,gpt-5.6-luna
d824dd5f05544adf973bff1a41624037,round2,round2__retained__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:59:40.698308+00:00,0.00242122,0.00242122,16124,10491,904,332,0.0043096,,resp_070c1e4df709bf7e006aad51dcd7d887d2a4b0678dc359e240,gpt-5.6-luna
7705a2a5c2544058b5c0962763d2b0d5,round2,round2__retained__proof__amc12b_2004_p3__seed1,gpt-5.6-luna,2026-09-18T14:59:41.112685+00:00,0.00071934,0.00071934,13317,12727,289,249,0.0030101999999999998,,resp_0cf4cb5fd8316b6e006aad51dd42a487d29029e4aea6e76b52,gpt-5.6-luna
63f4a5a76ba34c61a3c50998de1163d1,round2,round2__revised__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:59:42.013446+00:00,0.0005673000000000001,0.0005673000000000001,21477,21365,98,13,0.004412999999999999,,resp_013f6989e3b2a36e006aad51de28e487d29862d5fa1f9a461a,gpt-5.6-luna
6e22dbc08e5d447daafead6fd2b191dd,round2,round2__revised__proof__imo_1963_p5__seed1,gpt-5.6-luna,2026-09-18T14:59:42.065090+00:00,0.000524,0.000524,18622,18100,48,21,0.0037819999999999998,,resp_0814d6be02ed4a57006aad51de380887d2b7b68fb7692d4ba4,gpt-5.6-luna
ff921f1489fe48f2b9cd60aa4de703b7,round2,round2__revised__proof__amc12b_2004_p3__seed1,gpt-5.6-luna,2026-09-18T14:59:42.284509+00:00,0.00287974,0.00287974,19952,18177,1801,1211,0.0061516,,resp_06e695b7f4e91f10006aad51de6bc087d2ad1b5cdb884782de,gpt-5.6-luna
7622d8928c324d839a56c04a72177dc9,round2,round2__retained__proof__aime_1988_p3__seed0,gpt-5.6-luna,2026-09-18T14:59:42.332806+00:00,0.00294542,0.00294542,17641,10491,1088,466,0.0048338,,resp_0ab0bb1510f70b18006aad51de7b5c87d2b2c5515f37159f68,gpt-5.6-luna
ae63ccc53d944b0a96296ebb607be0f1,round2,round2__retained__proof__imo_1977_p6__seed0,gpt-5.6-luna,2026-09-18T14:59:42.465733+00:00,0.0005648200000000001,0.0005648200000000001,15503,14661,86,17,0.0032037999999999997,,resp_055a7cb15999f8bd006aad51de9b0487d292cf62e828182016,gpt-5.6-luna
1bbd422c4b7b4711b1fd94c9286150b8,round2,round2__revised__proof__aime_1990_p4__seed0,gpt-5.6-luna,2026-09-18T14:59:43.903358+00:00,0.0017753,0.0017753,21382,15115,183,154,0.004496,,resp_063ad24e3c2a4a28006aad51e016f087d2998e7101234e6bc4,gpt-5.6-luna
3da17b7f63844ad18200da9eef88c4fe,round2,round2__revised__proof__imo_1963_p5__seed1,gpt-5.6-luna,2026-09-18T14:59:44.117176+00:00,0.00054398,0.00054398,18757,18619,120,13,0.0038954,,resp_0814d6be02ed4a57006aad51e0636c87d2aeb836daaaeb6c1f,gpt-5.6-luna
9c785a3f92114fb9a9287411b2f46d0b,round2,round2__revised__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:59:44.553412+00:00,0.00066388,0.00066388,21794,21474,142,32,0.0045292,,resp_013f6989e3b2a36e006aad51e0c79087d2a65b3b34c9627e38,gpt-5.6-luna
485f2bad3897477e8c6375fe7fd721e2,round2,round2__retained__proof__imo_1977_p6__seed0,gpt-5.6-luna,2026-09-18T14:59:44.603289+00:00,0.00042320000000000004,0.00042320000000000004,15628,15500,73,8,0.0032132,,resp_055a7cb15999f8bd006aad51e0c03487d2beb6cd1ce2019bec,gpt-5.6-luna
232d6f79fecd436ca51f96f83d340d62,round2,round2__retained__proof__imo_1967_p3__seed0,gpt-5.6-luna,2026-09-18T14:59:44.631921+00:00,0.0011695999999999998,0.0011695999999999998,19192,18140,497,461,0.004434799999999999,,resp_00dc0e15e071e7b3006aad51e0ca1c87d2b90e0917fcd88dfc,gpt-5.6-luna
3bc36d7297144f97889ed9f11a7393d6,round2,round2__revised__proof__imo_1967_p3__seed1,gpt-5.6-luna,2026-09-18T14:59:45.068086+00:00,0.0009578199999999999,0.0009578199999999999,21317,20671,346,317,0.0046786,,resp_0e394f0a173eb8a7006aad51e1364887d2a64f1d7fa7405b13,gpt-5.6-luna
3659951b13194d549b78bcdbd2dc111d,round2,round2__revised__proof__aime_1990_p4__seed1,gpt-5.6-luna,2026-09-18T14:59:45.622037+00:00,0.0023269,0.0023269,21518,15115,620,71,0.005047599999999999,,resp_02b976b8e1148831006aad51e1c42c87d2bdd5631435bba742,gpt-5.6-luna
0f039d61bb1a40889ab0c2472d078d73,round2,round2__retained__proof__amc12b_2004_p3__seed1,gpt-5.6-luna,2026-09-18T14:59:45.955315+00:00,0.00044868,0.00044868,13656,13314,95,8,0.0028452,,resp_0cf4cb5fd8316b6e006aad51e21d9887d2922b215c0d7d2e65,gpt-5.6-luna
4ed45685d1634f6d9d1e74ed186bed0d,round2,round2__retained__proof__amc12b_2004_p3__seed0,gpt-5.6-luna,2026-09-18T14:59:46.119352+00:00,0.00283062,0.00283062,15375,10491,1370,877,0.004719,,resp_0774f33d5a0965da006aad51e24d1087d2962eb249980221b6,gpt-5.6-luna
684060993386462fb3b75e3df388ebaf,round2,round2__revised__proof__amc12b_2004_p3__seed0,gpt-5.6-luna,2026-09-18T14:59:46.437137+00:00,0.00205634,0.00205634,19642,18967,1285,757,0.005470399999999999,,resp_028ad1b9d055c838006aad51e29af087d29ab2d45cf8ba7c03,gpt-5.6-luna
104252926b6140829edbea6862a3883f,round2,round2__revised__proof__imo_1963_p5__seed1,gpt-5.6-luna,2026-09-18T14:59:46.534846+00:00,0.00217588,0.00217588,19208,18754,1425,765,0.005551599999999999,,resp_0814d6be02ed4a57006aad51e2b2cc87d2b1aac651429bd29d,gpt-5.6-luna
f2e72fc2b5d649458e7175d61c94d25f,round2,round2__revised__proof__imo_1967_p3__seed0,gpt-5.6-luna,2026-09-18T14:59:46.758716+00:00,0.0023271000000000003,0.0023271000000000003,20073,15115,861,791,0.0050478,,resp_05de56bfb94c8d8d006aad51e2e81c87d2ae1b3b2ced70d239,gpt-5.6-luna
67ffe87e4b5f46a7b5cd4e08109bacb4,round2,round2__retained__proof__aime_1990_p4__seed1,gpt-5.6-luna,2026-09-18T14:59:47.092650+00:00,0.00264782,0.00264782,18505,10491,696,92,0.0045362,,resp_066d04cb38115e2a006aad51e340a087d29a454e1c6002e7be,gpt-5.6-luna
06305ae414f24e2b88b0497e3e930445,round2,round2__revised__proof__aime_1990_p4__seed0,gpt-5.6-luna,2026-09-18T14:59:47.267543+00:00,0.0006877799999999999,0.0006877799999999999,21930,21379,125,34,0.004536,,resp_063ad24e3c2a4a28006aad51e365d887d2bb9eaba990393af7,gpt-5.6-luna
24a5ffd7f065401dac11964ce61a8e71,round2,round2__retained__proof__imo_1977_p6__seed0,gpt-5.6-luna,2026-09-18T14:59:47.318753+00:00,0.0012347,0.0012347,15856,15625,730,700,0.0040472,,resp_055a7cb15999f8bd006aad51e3842087d2a7f6b1e707f22b26,gpt-5.6-luna
875a61604e374d94b26a40d3b5b8a15a,round2,round2__retained__proof__amc12b_2004_p3__seed1,gpt-5.6-luna,2026-09-18T14:59:47.808641+00:00,0.00045786,0.00045786,13875,13653,117,89,0.0029154,,resp_0cf4cb5fd8316b6e006aad51e3f3e487d28bb445a32d44c840,gpt-5.6-luna
0cd305a818f34ae8b675f02e0e87e5d3,round2,round2__retained__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:59:48.055455+00:00,0.00263562,0.00263562,17100,10491,920,355,0.004524,,resp_04b4400cb154a87a006aad51e4307c87d2b8e1fe6e709ca453,gpt-5.6-luna
