administrative,book,cached_input_tokens,cost,exceptions,failed,historical,input_tokens,model,output_tokens,requests,rocq_seconds,solved,source,status,theorem,token_cost,new_charge
False,none,145312.0,0.41969639999999997,{},False,True,245961.0,gpt-5.6-terra,15778.0,19,113.16946782357991,False,experiments/output/ace_attribution_20260912/validation/terra/configs/amc12a_2020_p21__terra-none-medium__gpt-5.6-terra__seed0,done,amc12a_2020_p21,0.41969639999999997,
False,none,501103.0,0.3005246,{},False,True,550723.0,gpt-5.6-terra,8422.0,33,7.184790977276862,False,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_282__terra-none-medium__gpt-5.6-terra__seed0,done,mathd_algebra_282,0.3005246,
False,none,39059.0,0.40774580000000005,{},False,True,145186.0,gpt-5.6-terra,15640.0,12,34.182416905649006,False,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_405__terra-none-medium__gpt-5.6-terra__seed0,done,mathd_numbertheory_405,0.40774580000000005,
False,none,42284.0,0.0988368,{},False,True,70614.0,gpt-5.6-terra,2810.0,11,6.437121083959937,True,experiments/output/ace_attribution_20260912/validation/terra/configs/amc12b_2002_p3__terra-none-medium__gpt-5.6-terra__seed0,done,amc12b_2002_p3,0.0988368,
False,none,33473.0,0.0642006,{},False,True,48234.0,gpt-5.6-terra,2332.0,8,1.1534501891583204,True,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_327__terra-none-medium__gpt-5.6-terra__seed0,done,mathd_algebra_327,0.0642006,
False,none,258795.0,0.405381,{},False,True,333702.0,gpt-5.6-terra,16984.0,30,208.38476154301316,False,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_43__terra-none-medium__gpt-5.6-terra__seed0,done,mathd_numbertheory_43,0.405381,
False,none,43303.0,0.1484706,{},False,True,71370.0,gpt-5.6-terra,6973.0,10,1.2116498919203877,True,experiments/output/ace_attribution_20260912/validation/terra/configs/amc12b_2003_p6__terra-none-medium__gpt-5.6-terra__seed0,done,amc12b_2003_p6,0.1484706,
False,none,17427.0,0.0388714,{},False,True,24614.0,gpt-5.6-terra,1751.0,5,0.7302297335118055,True,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_393__terra-none-medium__gpt-5.6-terra__seed0,done,mathd_algebra_393,0.0388714,
False,none,2607.0,0.0044594,{},False,True,3802.0,gpt-5.6-terra,129.0,1,0.5738267814740539,True,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_461__terra-none-medium__gpt-5.6-terra__seed0,done,mathd_numbertheory_461,0.0044594,
False,none,2607.0,0.0063354,{},False,True,4014.0,gpt-5.6-terra,250.0,1,0.8750038295984268,True,experiments/output/ace_attribution_20260912/validation/terra/configs/amc12b_2020_p5__terra-none-medium__gpt-5.6-terra__seed0,done,amc12b_2020_p5,0.0063354,
False,none,18170.0,0.04287,{},False,True,29994.0,gpt-5.6-terra,1299.0,5,1.206264385022223,True,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_421__terra-none-medium__gpt-5.6-terra__seed0,done,mathd_algebra_421,0.04287,
False,none,571168.0,0.3371436,{},False,True,608325.0,gpt-5.6-terra,12383.0,42,2.7762935692444444,False,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_530__terra-none-medium__gpt-5.6-terra__seed0,done,mathd_numbertheory_530,0.3371436,
False,none,23419.0,0.06709180000000001,{},False,True,33569.0,gpt-5.6-terra,3509.0,6,18.25434514787048,True,experiments/output/ace_attribution_20260912/validation/terra/configs/amc12_2000_p12__terra-none-medium__gpt-5.6-terra__seed0,done,amc12_2000_p12,0.06709180000000001,
False,none,18283.0,0.013146600000000001,{},False,True,20010.0,gpt-5.6-terra,503.0,5,1.1928138323128223,True,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_433__terra-none-medium__gpt-5.6-terra__seed0,done,mathd_algebra_433,0.013146600000000001,
False,none,18860.0,0.017972000000000002,{},False,True,20758.0,gpt-5.6-terra,867.0,5,0.9063839577138424,True,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_64__terra-none-medium__gpt-5.6-terra__seed0,done,mathd_numbertheory_64,0.017972000000000002,
False,none,100393.0,0.39720659999999997,{},False,True,191199.0,gpt-5.6-terra,16293.0,20,148.5372755015269,False,experiments/output/ace_attribution_20260912/validation/terra/configs/amc12_2001_p21__terra-none-medium__gpt-5.6-terra__seed0,done,amc12_2001_p21,0.39720659999999997,
False,none,2607.0,0.006671399999999999,{},False,True,3810.0,gpt-5.6-terra,312.0,1,0.5752800088375807,True,experiments/output/ace_attribution_20260912/validation/terra/configs/amc12a_2002_p6__terra-none-medium__gpt-5.6-terra__seed0,done,amc12a_2002_p6,0.006671399999999999,
False,terra,63017.0,0.1902314,{},False,True,111829.0,gpt-5.6-terra,6667.0,11,1.9297520592808723,True,experiments/output/ace_attribution_20260912/validation/terra/configs/imo_1960_p2__terra-ace-medium__gpt-5.6-terra__seed0,done,imo_1960_p2,0.1902314,
False,terra,261855.0,0.36239299999999997,{},False,True,322702.0,gpt-5.6-terra,15694.0,25,160.46886437945068,False,experiments/output/ace_attribution_20260912/validation/terra/configs/aime_1991_p6__terra-ace-medium__gpt-5.6-terra__seed0,done,aime_1991_p6,0.36239299999999997,
False,terra,134129.0,0.2374958,{},False,True,179680.0,gpt-5.6-terra,9964.0,16,7.682560412213206,True,experiments/output/ace_attribution_20260912/validation/terra/configs/amc12a_2008_p4__terra-ace-medium__gpt-5.6-terra__seed0,done,amc12a_2008_p4,0.2374958,
False,terra,250642.0,0.3644364,{},False,True,315852.0,gpt-5.6-terra,15324.0,26,1.6915577230975032,True,experiments/output/ace_attribution_20260912/validation/terra/configs/induction_prod1p1onk3le3m1onn__terra-ace-medium__gpt-5.6-terra__seed0,done,induction_prod1p1onk3le3m1onn,0.3644364,
False,terra,466255.0,0.329133,{},False,True,519216.0,gpt-5.6-terra,10830.0,30,3.0588450022041798,False,experiments/output/ace_attribution_20260912/validation/terra/configs/algebra_others_exirrpowirrrat__terra-ace-medium__gpt-5.6-terra__seed0,done,algebra_others_exirrpowirrrat,0.329133,
False,terra,4944.0,0.0050048,{},False,True,6118.0,gpt-5.6-terra,139.0,1,0.5796665577217937,True,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_190__terra-ace-medium__gpt-5.6-terra__seed0,done,mathd_algebra_190,0.0050048,
False,terra,4944.0,0.0047128,{},False,True,6152.0,gpt-5.6-terra,109.0,1,0.9392800508067012,True,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_284__terra-ace-medium__gpt-5.6-terra__seed0,done,mathd_numbertheory_284,0.0047128,
False,terra,19776.0,0.1084252,{},False,True,33971.0,gpt-5.6-terra,6340.0,4,1.5760733867064118,True,experiments/output/ace_attribution_20260912/validation/terra/configs/imo_1964_p2__terra-ace-medium__gpt-5.6-terra__seed0,done,imo_1964_p2,0.1084252,
False,terra,93676.0,0.2570352,{},False,True,138714.0,gpt-5.6-terra,12352.0,11,2.2780623054131866,True,experiments/output/ace_attribution_20260912/validation/terra/configs/aime_1984_p7__terra-ace-medium__gpt-5.6-terra__seed0,done,aime_1984_p7,0.2570352,
False,terra,23847.0,0.0519594,{},False,True,28212.0,gpt-5.6-terra,3205.0,4,1.1696964632719755,True,experiments/output/ace_attribution_20260912/validation/terra/configs/amc12a_2013_p8__terra-ace-medium__gpt-5.6-terra__seed0,done,amc12a_2013_p8,0.0519594,
False,terra,4944.0,0.0049568,{},False,True,6244.0,gpt-5.6-terra,114.0,1,0.6500106137245893,True,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_214__terra-ace-medium__gpt-5.6-terra__seed0,done,mathd_algebra_214,0.0049568,
False,terra,362765.0,0.329607,{},False,True,411582.0,gpt-5.6-terra,13285.0,29,10.403983242809772,False,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_303__terra-ace-medium__gpt-5.6-terra__seed0,done,mathd_numbertheory_303,0.329607,
False,terra,241643.0,0.3902946,{},False,True,350538.0,gpt-5.6-terra,10348.0,23,2.8732817452400923,False,experiments/output/ace_attribution_20260912/validation/terra/configs/imo_1969_p2__terra-ace-medium__gpt-5.6-terra__seed0,done,imo_1969_p2,0.3902946,
False,terra,4944.0,0.0062588,{},False,True,6745.0,gpt-5.6-terra,139.0,1,0.6152193741872907,True,experiments/output/ace_attribution_20260912/validation/terra/configs/aime_1989_p8__terra-ace-medium__gpt-5.6-terra__seed0,done,aime_1989_p8,0.0062588,
False,terra,23618.0,0.053871600000000006,{},False,True,36006.0,gpt-5.6-terra,2031.0,4,1.1357701104134321,True,experiments/output/ace_attribution_20260912/validation/terra/configs/amc12a_2016_p3__terra-ace-medium__gpt-5.6-terra__seed0,done,amc12a_2016_p3,0.053871600000000006,
False,terra,4944.0,0.0052748,{},False,True,6133.0,gpt-5.6-terra,159.0,1,0.6212288616225123,True,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_234__terra-ace-medium__gpt-5.6-terra__seed0,done,mathd_algebra_234,0.0052748,
False,terra,62191.0,0.0491202,{},False,True,72678.0,gpt-5.6-terra,1309.0,8,18.967930228449404,True,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_33__terra-ace-medium__gpt-5.6-terra__seed0,done,mathd_numbertheory_33,0.0491202,
False,terra,88657.0,0.0962554,{},False,True,100115.0,gpt-5.6-terra,4634.0,11,1.119036286137998,True,experiments/output/ace_attribution_20260912/validation/terra/configs/imo_1981_p6__terra-ace-medium__gpt-5.6-terra__seed0,done,imo_1981_p6,0.0962554,
False,terra,110072.0,0.2112504,{},False,True,168858.0,gpt-5.6-terra,5972.0,15,1.6393183004111052,True,experiments/output/ace_attribution_20260912/validation/terra/configs/aime_1991_p9__terra-ace-medium__gpt-5.6-terra__seed0,done,aime_1991_p9,0.2112504,
False,terra,643708.0,0.33867159999999996,{},False,True,682415.0,gpt-5.6-terra,11043.0,38,21.802539846859872,False,experiments/output/ace_attribution_20260912/validation/terra/configs/amc12a_2019_p21__terra-ace-medium__gpt-5.6-terra__seed0,done,amc12a_2019_p21,0.33867159999999996,
False,terra,100923.0,0.0789466,{},False,True,109262.0,gpt-5.6-terra,3507.0,13,1.0399836273863912,True,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_251__terra-ace-medium__gpt-5.6-terra__seed0,done,mathd_algebra_251,0.0789466,
False,terra,353951.0,0.25379619999999997,{},False,True,392534.0,gpt-5.6-terra,8820.0,26,54.27419992815703,True,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_37__terra-ace-medium__gpt-5.6-terra__seed0,done,mathd_numbertheory_37,0.25379619999999997,
False,terra,199220.0,0.383316,{},False,True,311418.0,gpt-5.6-terra,9923.0,21,22.145713683217764,False,experiments/output/ace_attribution_20260912/validation/terra/configs/imo_1984_p6__terra-ace-medium__gpt-5.6-terra__seed0,done,imo_1984_p6,0.383316,
False,terra,176254.0,0.3670588,{},False,True,252242.0,gpt-5.6-terra,14986.0,20,89.80782300326973,False,experiments/output/ace_attribution_20260912/validation/terra/configs/amc12a_2020_p21__terra-ace-medium__gpt-5.6-terra__seed0,done,amc12a_2020_p21,0.3670588,
False,terra,618821.0,0.30663419999999997,{},False,True,667332.0,gpt-5.6-terra,7154.0,34,11.17891151830554,False,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_282__terra-ace-medium__gpt-5.6-terra__seed0,done,mathd_algebra_282,0.30663419999999997,
False,terra,160518.0,0.3109056,{},False,True,218187.0,gpt-5.6-terra,13622.0,18,7.185906394384801,True,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_405__terra-ace-medium__gpt-5.6-terra__seed0,done,mathd_numbertheory_405,0.3109056,
False,terra,64498.0,0.0405176,{},False,True,69583.0,gpt-5.6-terra,1454.0,9,0.9598941877484322,True,experiments/output/ace_attribution_20260912/validation/terra/configs/amc12b_2002_p3__terra-ace-medium__gpt-5.6-terra__seed0,done,amc12b_2002_p3,0.0405176,
False,terra,9888.0,0.0177796,{},False,True,14813.0,gpt-5.6-terra,496.0,2,1.0134777268394828,True,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_327__terra-ace-medium__gpt-5.6-terra__seed0,done,mathd_algebra_327,0.0177796,
False,terra,292548.0,0.1798536,{},False,True,310314.0,gpt-5.6-terra,7151.0,23,242.27415664773434,False,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_43__terra-ace-medium__gpt-5.6-terra__seed0,done,mathd_numbertheory_43,0.1798536,
False,terra,64166.0,0.2004872,{},False,True,111601.0,gpt-5.6-terra,7732.0,11,1.5880059339106083,True,experiments/output/ace_attribution_20260912/validation/terra/configs/amc12b_2003_p6__terra-ace-medium__gpt-5.6-terra__seed0,done,amc12b_2003_p6,0.2004872,
False,terra,9888.0,0.0161936,{},False,True,13228.0,gpt-5.6-terra,628.0,2,0.6226382637396455,True,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_393__terra-ace-medium__gpt-5.6-terra__seed0,done,mathd_algebra_393,0.0161936,
False,terra,4944.0,0.004998799999999999,{},False,True,6169.0,gpt-5.6-terra,130.0,1,0.5763879828155041,True,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_461__terra-ace-medium__gpt-5.6-terra__seed0,done,mathd_numbertheory_461,0.004998799999999999,
False,terra,4944.0,0.005638799999999999,{},False,True,6381.0,gpt-5.6-terra,148.0,1,0.6774476580321789,True,experiments/output/ace_attribution_20260912/validation/terra/configs/amc12b_2020_p5__terra-ace-medium__gpt-5.6-terra__seed0,done,amc12b_2020_p5,0.005638799999999999,
False,terra,24391.0,0.0297442,{},False,True,32690.0,gpt-5.6-terra,689.0,4,1.120200072415173,True,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_421__terra-ace-medium__gpt-5.6-terra__seed0,done,mathd_algebra_421,0.0297442,
False,terra,275063.0,0.37150059999999996,{},False,True,371765.0,gpt-5.6-terra,10257.0,25,2.194651063531637,False,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_530__terra-ace-medium__gpt-5.6-terra__seed0,done,mathd_numbertheory_530,0.37150059999999996,
False,terra,52278.0,0.0893356,{},False,True,62978.0,gpt-5.6-terra,4790.0,7,69.26760049164295,True,experiments/output/ace_attribution_20260912/validation/terra/configs/amc12_2000_p12__terra-ace-medium__gpt-5.6-terra__seed0,done,amc12_2000_p12,0.0893356,
False,terra,24097.0,0.0160174,{},False,True,26138.0,gpt-5.6-terra,593.0,4,0.8630201928317547,True,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_433__terra-ace-medium__gpt-5.6-terra__seed0,done,mathd_algebra_433,0.0160174,
False,terra,24153.0,0.0258006,{},False,True,26832.0,gpt-5.6-terra,1301.0,4,0.9949909439310431,True,experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_64__terra-ace-medium__gpt-5.6-terra__seed0,done,mathd_numbertheory_64,0.0258006,
False,terra,333871.0,0.3516562,{},False,True,403022.0,gpt-5.6-terra,12215.0,28,78.72019334323704,True,experiments/output/ace_attribution_20260912/validation/terra/configs/amc12_2001_p21__terra-ace-medium__gpt-5.6-terra__seed0,done,amc12_2001_p21,0.3516562,
False,terra,4944.0,0.0047748,{},False,True,6177.0,gpt-5.6-terra,110.0,1,0.5580724645406008,True,experiments/output/ace_attribution_20260912/validation/terra/configs/amc12a_2002_p6__terra-ace-medium__gpt-5.6-terra__seed0,done,amc12a_2002_p6,0.0047748,
False,terra,635923.0,0.026315859999999996,{},False,True,660356.0,gpt-5.6-luna,7259.0,48,7.34506812505424,False,experiments/output/ace_attribution_20260912/swaps/configs/amc12a_2008_p4__luna-terra-book-medium__gpt-5.6-luna__seed0,done,amc12a_2008_p4,0.026315859999999996,
False,terra,222996.0,0.022937319999999997,{},False,True,261635.0,gpt-5.6-luna,8958.0,22,1.5771905649453402,True,experiments/output/ace_attribution_20260912/swaps/configs/induction_prod1p1onk3le3m1onn__luna-terra-book-medium__gpt-5.6-luna__seed0,done,induction_prod1p1onk3le3m1onn,0.022937319999999997,
False,terra,40842.0,0.007453039999999999,{},False,True,50419.0,gpt-5.6-luna,3934.0,6,1.095057588070631,True,experiments/output/ace_attribution_20260912/swaps/configs/imo_1981_p6__luna-terra-book-medium__gpt-5.6-luna__seed0,done,imo_1981_p6,0.007453039999999999,
False,terra,509984.0,0.03550668,{},False,True,579045.0,gpt-5.6-luna,9579.0,38,83.49948811996728,False,experiments/output/ace_attribution_20260912/swaps/configs/amc12a_2019_p21__luna-terra-book-medium__gpt-5.6-luna__seed0,done,amc12a_2019_p21,0.03550668,
False,terra,208713.0,0.01713406,{},False,True,229910.0,gpt-5.6-luna,7267.0,20,247.30410798173398,False,experiments/output/ace_attribution_20260912/swaps/configs/mathd_numbertheory_43__luna-terra-book-medium__gpt-5.6-luna__seed0,done,mathd_numbertheory_43,0.01713406,
False,terra,44518.0,0.00661256,{},False,True,57253.0,gpt-5.6-luna,2646.0,8,5.263488353230059,True,experiments/output/ace_attribution_20260912/swaps/configs/mathd_numbertheory_33__luna-terra-book-medium__gpt-5.6-luna__seed0,done,mathd_numbertheory_33,0.00661256,
False,terra,397454.0,0.03786028,{},False,True,492722.0,gpt-5.6-luna,9048.0,27,17.5874930517748,False,experiments/output/ace_attribution_20260912/swaps/configs/mathd_algebra_282__luna-terra-book-medium__gpt-5.6-luna__seed0,done,mathd_algebra_282,0.03786028,
False,terra,297990.0,0.040153999999999995,{},False,True,373909.0,gpt-5.6-luna,15842.0,26,37.33305314742029,False,experiments/output/ace_attribution_20260912/swaps/configs/mathd_numbertheory_303__luna-terra-book-medium__gpt-5.6-luna__seed0,done,mathd_numbertheory_303,0.040153999999999995,
False,luna,101536.0,0.3228352,{},False,True,201410.0,gpt-5.6-terra,8565.0,11,98.81155409757048,True,experiments/output/ace_attribution_20260912/swaps/configs/amc12a_2008_p4__terra-luna-book-medium__gpt-5.6-terra__seed0,done,amc12a_2008_p4,0.3228352,
False,luna,227073.0,0.3760686,{},False,True,313980.0,gpt-5.6-terra,13070.0,21,1.2917908588424325,True,experiments/output/ace_attribution_20260912/swaps/configs/induction_prod1p1onk3le3m1onn__terra-luna-book-medium__gpt-5.6-terra__seed0,done,induction_prod1p1onk3le3m1onn,0.3760686,
False,luna,50877.0,0.0514374,{},False,True,55920.0,gpt-5.6-terra,2598.0,7,0.7449906542897224,True,experiments/output/ace_attribution_20260912/swaps/configs/imo_1981_p6__terra-luna-book-medium__gpt-5.6-terra__seed0,done,imo_1981_p6,0.0514374,
False,luna,542552.0,0.2522764,{},False,True,560015.0,gpt-5.6-terra,9070.0,39,1.8036714550107718,False,experiments/output/ace_attribution_20260912/swaps/configs/amc12a_2019_p21__terra-luna-book-medium__gpt-5.6-terra__seed0,done,amc12a_2019_p21,0.2522764,
False,luna,302204.0,0.21935280000000001,{},False,True,326826.0,gpt-5.6-terra,9139.0,26,241.16818880476058,False,experiments/output/ace_attribution_20260912/swaps/configs/mathd_numbertheory_43__terra-luna-book-medium__gpt-5.6-terra__seed0,done,mathd_numbertheory_43,0.21935280000000001,
False,luna,17918.0,0.0244536,{},False,True,23085.0,gpt-5.6-terra,878.0,3,1.265340187586844,True,experiments/output/ace_attribution_20260912/swaps/configs/mathd_numbertheory_33__terra-luna-book-medium__gpt-5.6-terra__seed0,done,mathd_numbertheory_33,0.0244536,
False,luna,325762.0,0.3955104,{},False,True,427911.0,gpt-5.6-terra,10505.0,26,29.55150758381933,False,experiments/output/ace_attribution_20260912/swaps/configs/mathd_algebra_282__terra-luna-book-medium__gpt-5.6-terra__seed0,done,mathd_algebra_282,0.3955104,
False,luna,207849.0,0.39750379999999996,{},False,True,299980.0,gpt-5.6-terra,14306.0,23,35.269283045083284,False,experiments/output/ace_attribution_20260912/swaps/configs/mathd_numbertheory_303__terra-luna-book-medium__gpt-5.6-terra__seed0,done,mathd_numbertheory_303,0.39750379999999996,
False,terra,0.0,0.0015284,{},False,False,6244.0,gpt-5.6-luna,233.0,1,0.6304708579555154,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_algebra_214__cross-level0__gpt-5.6-luna__seed0,done,mathd_algebra_214,0.0015284,0.0015284
False,luna,262309.0,0.37506779999999995,{},False,False,348234.0,gpt-5.6-terra,12563.0,25,2.783918450586498,False,experiments/output/ace_capacity_20260912/cross/configs/mathd_numbertheory_530__cross-level0__gpt-5.6-terra__seed0,done,mathd_numbertheory_530,0.3750678,0.37506779999999995
False,luna,4772.0,0.0047504,{},False,False,5980.0,gpt-5.6-terra,115.0,1,0.9058790588751435,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_numbertheory_284__cross-level0__gpt-5.6-terra__seed0,done,mathd_numbertheory_284,0.0047504,0.0047504
False,terra,43049.0,0.00529698,{},False,False,48057.0,gpt-5.6-luna,2862.0,6,63.509576682932675,True,experiments/output/ace_capacity_20260912/cross/configs/amc12_2001_p21__cross-level0__gpt-5.6-luna__seed0,done,amc12_2001_p21,0.00529698,0.00529698
False,luna,10839.0,0.0313798,{},False,False,13217.0,gpt-5.6-terra,2038.0,2,1.1398635860532522,True,experiments/output/ace_capacity_20260912/cross/configs/amc12a_2013_p8__cross-level0__gpt-5.6-terra__seed0,done,amc12a_2013_p8,0.0313798,0.0313798
False,terra,4944.0,0.0007074799999999999,{},False,False,6745.0,gpt-5.6-luna,207.0,1,0.6091418005526066,True,experiments/output/ace_capacity_20260912/cross/configs/aime_1989_p8__cross-level0__gpt-5.6-luna__seed0,done,aime_1989_p8,0.0007074799999999999,0.0007074799999999999
False,terra,4944.0,0.00056728,{},False,False,6152.0,gpt-5.6-luna,189.0,1,0.9068380696699023,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_numbertheory_284__cross-level0__gpt-5.6-luna__seed0,done,mathd_numbertheory_284,0.00056728,0.00056728
False,luna,367105.0,0.3357090000000001,{},False,False,420981.0,gpt-5.6-terra,12878.0,30,249.45556527934968,False,experiments/output/ace_capacity_20260912/cross/configs/imo_1984_p6__cross-level0__gpt-5.6-terra__seed0,done,imo_1984_p6,0.33570900000000004,0.3357090000000001
False,terra,200658.0,0.035392759999999995,{},False,False,267766.0,gpt-5.6-luna,14965.0,16,2.153622593730688,False,experiments/output/ace_capacity_20260912/cross/configs/aime_1991_p9__cross-level0__gpt-5.6-luna__seed0,done,aime_1991_p9,0.035392759999999995,0.035392759999999995
False,terra,18103.0,0.00153966,{},False,False,20193.0,gpt-5.6-luna,633.0,3,0.702272261492908,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_algebra_421__cross-level0__gpt-5.6-luna__seed0,done,mathd_algebra_421,0.00153966,0.00153966
False,luna,36309.0,0.08583179999999999,{},False,False,50988.0,gpt-5.6-terra,4101.0,6,1.2772733634337783,True,experiments/output/ace_capacity_20260912/cross/configs/imo_1964_p2__cross-level0__gpt-5.6-terra__seed0,done,imo_1964_p2,0.0858318,0.08583179999999999
False,terra,79687.0,0.01879574,{},False,False,130105.0,gpt-5.6-luna,5932.0,11,1.7281659375876188,True,experiments/output/ace_capacity_20260912/cross/configs/imo_1960_p2__cross-level0__gpt-5.6-luna__seed0,done,imo_1960_p2,0.01879574,0.01879574
False,luna,4772.0,0.006218400000000001,{},False,False,6072.0,gpt-5.6-terra,222.0,1,0.6404093597084284,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_algebra_214__cross-level0__gpt-5.6-terra__seed0,done,mathd_algebra_214,0.006218400000000001,0.006218400000000001
False,luna,547190.0,0.3453059999999999,{},False,False,580524.0,gpt-5.6-terra,14100.0,36,2.3936949176713824,False,experiments/output/ace_capacity_20260912/cross/configs/imo_1969_p2__cross-level0__gpt-5.6-terra__seed0,done,imo_1969_p2,0.345306,0.3453059999999999
False,terra,240302.0,0.03406324000000001,{},False,False,309512.0,gpt-5.6-luna,12846.0,28,16.74373087566346,False,experiments/output/ace_capacity_20260912/cross/configs/mathd_numbertheory_64__cross-level0__gpt-5.6-luna__seed0,done,mathd_numbertheory_64,0.03406324,0.03406324000000001
False,terra,37398.0,0.004719559999999999,{},False,False,43918.0,gpt-5.6-luna,2223.0,6,1.2127891788259149,True,experiments/output/ace_capacity_20260912/cross/configs/amc12a_2013_p8__cross-level0__gpt-5.6-luna__seed0,done,amc12a_2013_p8,0.00471956,0.004719559999999999
False,luna,47822.0,0.0891304,{},False,False,69011.0,gpt-5.6-terra,3099.0,8,1.1381550608202815,True,experiments/output/ace_capacity_20260912/cross/configs/amc12a_2016_p3__cross-level0__gpt-5.6-terra__seed0,done,amc12a_2016_p3,0.0891304,0.0891304
False,luna,4772.0,0.0208204,{},False,False,12125.0,gpt-5.6-terra,430.0,2,1.0703181894496083,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_algebra_433__cross-level0__gpt-5.6-terra__seed0,done,mathd_algebra_433,0.0208204,0.0208204
False,luna,4772.0,0.0049644,{},False,False,5961.0,gpt-5.6-terra,136.0,1,0.5842151558026671,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_algebra_234__cross-level0__gpt-5.6-terra__seed0,done,mathd_algebra_234,0.0049644,0.0049644
False,luna,159487.0,0.3972274,{},False,False,247778.0,gpt-5.6-terra,15729.0,20,168.8704393208027,False,experiments/output/ace_capacity_20260912/cross/configs/amc12_2001_p21__cross-level0__gpt-5.6-terra__seed0,done,amc12_2001_p21,0.3972274,0.3972274
False,terra,43615.0,0.0104421,{},False,False,64872.0,gpt-5.6-luna,4432.0,7,1.3313679723069072,True,experiments/output/ace_capacity_20260912/cross/configs/amc12a_2016_p3__cross-level0__gpt-5.6-luna__seed0,done,amc12a_2016_p3,0.0104421,0.0104421
False,terra,4944.0,0.00056628,{},False,False,6381.0,gpt-5.6-luna,150.0,1,0.8773847138509154,True,experiments/output/ace_capacity_20260912/cross/configs/amc12b_2020_p5__cross-level0__gpt-5.6-luna__seed0,done,amc12b_2020_p5,0.00056628,0.00056628
False,terra,73766.0,0.01663752,{},False,False,101421.0,gpt-5.6-luna,8026.0,9,1.7480148756876588,True,experiments/output/ace_capacity_20260912/cross/configs/imo_1964_p2__cross-level0__gpt-5.6-luna__seed0,done,imo_1964_p2,0.01663752,0.01663752
False,terra,4944.0,0.0006546799999999999,{},False,False,6133.0,gpt-5.6-luna,265.0,1,1.0559866800904274,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_algebra_234__cross-level0__gpt-5.6-luna__seed0,done,mathd_algebra_234,0.0006546799999999999,0.0006546799999999999
False,luna,51619.0,0.0479058,{},False,False,65226.0,gpt-5.6-terra,864.0,7,1.3380212699994445,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_algebra_327__cross-level0__gpt-5.6-terra__seed0,done,mathd_algebra_327,0.0479058,0.0479058
False,terra,167434.0,0.03633688,{},False,False,264509.0,gpt-5.6-luna,11311.0,20,1.7692965464666486,True,experiments/output/ace_capacity_20260912/cross/configs/amc12b_2003_p6__cross-level0__gpt-5.6-luna__seed0,done,amc12b_2003_p6,0.036336879999999995,0.03633688
False,terra,231820.0,0.0380244,{},False,False,324282.0,gpt-5.6-luna,12413.0,21,2.850037387572229,False,experiments/output/ace_capacity_20260912/cross/configs/imo_1969_p2__cross-level0__gpt-5.6-luna__seed0,done,imo_1969_p2,0.0380244,0.0380244
False,luna,4772.0,0.0067024,{},False,False,5966.0,gpt-5.6-terra,280.0,1,1.0276419296860695,True,experiments/output/ace_capacity_20260912/cross/configs/mathd_algebra_251__cross-level0__gpt-5.6-terra__seed0,done,mathd_algebra_251,0.0067024,0.0067024
