archive,arm,playbook,rendering,injection,theorem,seed,model,cap,requests_allowed,source,status,raw_solved,qualified_solved,cost_usd,cost_basis,input_tokens,cached_input_tokens,output_tokens,num_completions
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_algebra_282,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_algebra_282__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,False,False,0.02294522,2026-09-12 token repricing,491905,457181,5714,32
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_numbertheory_405,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_numbertheory_405__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.05321756,2026-09-12 token repricing,489190,439578,28753,17
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,amc12b_2002_p3,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/amc12b_2002_p3__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00854918,2026-09-12 token repricing,163033,155559,3286,16
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_algebra_327,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_algebra_327__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00417242,2026-09-12 token repricing,63127,58081,1668,7
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_numbertheory_43,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_numbertheory_43__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,amc12b_2003_p6,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/amc12b_2003_p6__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.0131598,2026-09-12 token repricing,196455,184140,5845,15
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_algebra_393,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_algebra_393__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.01352228,2026-09-12 token repricing,169789,154224,6104,12
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_numbertheory_461,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_numbertheory_461__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00052582,2026-09-12 token repricing,7316,6121,137,1
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,amc12b_2020_p5,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/amc12b_2020_p5__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00073382,2026-09-12 token repricing,7528,6121,275,1
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_algebra_421,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_algebra_421__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00075362,2026-09-12 token repricing,7585,6121,282,1
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_numbertheory_530,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_numbertheory_530__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,False,False,0.06426036,2026-09-12 token repricing,966999,908588,28672,32
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,amc12_2000_p12,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/amc12_2000_p12__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00400176,2026-09-12 token repricing,45645,40718,1835,5
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_algebra_433,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_algebra_433__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00088536,2026-09-12 token repricing,14700,13348,290,2
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_numbertheory_64,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_numbertheory_64__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.01466048,2026-09-12 token repricing,285571,272274,5463,22
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,amc12_2001_p21,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/amc12_2001_p21__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,amc12a_2002_p6,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/amc12a_2002_p6__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00050822,2026-09-12 token repricing,7324,6121,121,1
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,imo_1960_p2,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/imo_1960_p2__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00391992,2026-09-12 token repricing,52635,48666,1794,6
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,aime_1991_p6,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/aime_1991_p6__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,amc12a_2008_p4,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/amc12a_2008_p4__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.012653739999999998,2026-09-12 token repricing,129917,118707,6698,11
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,induction_prod1p1onk3le3m1onn,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/induction_prod1p1onk3le3m1onn__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.050582539999999995,2026-09-12 token repricing,748351,702967,22872,29
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,algebra_others_exirrpowirrrat,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/algebra_others_exirrpowirrrat__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,done,False,False,0.0437199,2026-09-12 token repricing,645483,612415,20715,32
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_algebra_190,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_algebra_190__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00040762,2026-09-12 token repricing,7265,6121,47,1
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_numbertheory_284,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_numbertheory_284__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00044322000000000003,2026-09-12 token repricing,7299,6121,71,1
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,imo_1964_p2,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/imo_1964_p2__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.01485804,2026-09-12 token repricing,125925,112712,8301,10
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,aime_1984_p7,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/aime_1984_p7__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.06913443999999999,2026-09-12 token repricing,1021628,959182,31218,28
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,amc12a_2013_p8,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/amc12a_2013_p8__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_algebra_214,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_algebra_214__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00051562,2026-09-12 token repricing,7391,6121,116,1
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_numbertheory_303,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_numbertheory_303__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,imo_1969_p2,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/imo_1969_p2__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,aime_1989_p8,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/aime_1989_p8__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,amc12a_2016_p3,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/amc12a_2016_p3__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_algebra_234,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_algebra_234__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_numbertheory_33,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_numbertheory_33__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,imo_1981_p6,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/imo_1981_p6__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,aime_1991_p9,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/aime_1991_p9__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,amc12a_2019_p21,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/amc12a_2019_p21__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_algebra_251,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_algebra_251__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_numbertheory_37,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_numbertheory_37__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,imo_1984_p6,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/imo_1984_p6__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,amc12a_2020_p21,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/amc12a_2020_p21__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_algebra_282,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_algebra_282__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_numbertheory_405,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_numbertheory_405__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,amc12b_2002_p3,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/amc12b_2002_p3__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_algebra_327,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_algebra_327__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_numbertheory_43,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_numbertheory_43__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,amc12b_2003_p6,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/amc12b_2003_p6__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_algebra_393,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_algebra_393__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_numbertheory_461,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_numbertheory_461__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,amc12b_2020_p5,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/amc12b_2020_p5__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_algebra_421,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_algebra_421__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_numbertheory_530,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_numbertheory_530__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,amc12_2000_p12,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/amc12_2000_p12__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_algebra_433,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_algebra_433__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_numbertheory_64,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/mathd_numbertheory_64__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,amc12_2001_p21,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/amc12_2001_p21__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_noreflect_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,amc12a_2002_p6,1,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_noreflect_agentic/configs/amc12a_2002_p6__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_offline_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,imo_1960_p2,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_offline_agentic/configs/imo_1960_p2__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00188878,2026-09-12 token repricing,23714,22949,1064,3
ace_x_validation_ace_x3_offline_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,aime_1991_p6,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_offline_agentic/configs/aime_1991_p6__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_offline_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,amc12a_2008_p4,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_offline_agentic/configs/amc12a_2008_p4__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.025418740000000002,2026-09-12 token repricing,371897,350077,11711,21
ace_x_validation_ace_x3_offline_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,induction_prod1p1onk3le3m1onn,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_offline_agentic/configs/induction_prod1p1onk3le3m1onn__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.022960099999999997,2026-09-12 token repricing,204064,183375,12629,13
ace_x_validation_ace_x3_offline_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,algebra_others_exirrpowirrrat,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_offline_agentic/configs/algebra_others_exirrpowirrrat__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,False,False,0.03156646,2026-09-12 token repricing,555332,530233,13285,32
ace_x_validation_ace_x3_offline_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_algebra_190,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_offline_agentic/configs/mathd_algebra_190__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00044001999999999995,2026-09-12 token repricing,7265,6121,74,1
ace_x_validation_ace_x3_offline_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_numbertheory_284,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_offline_agentic/configs/mathd_numbertheory_284__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00045282000000000005,2026-09-12 token repricing,7299,6121,79,1
ace_x_validation_ace_x3_offline_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,imo_1964_p2,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_offline_agentic/configs/imo_1964_p2__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.009440559999999999,2026-09-12 token repricing,53138,45408,5822,5
ace_x_validation_ace_x3_offline_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,aime_1984_p7,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_offline_agentic/configs/aime_1984_p7__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,False,False,0.05729653999999999,2026-09-12 token repricing,951610,901677,24397,32
ace_x_validation_ace_x3_offline_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,amc12a_2013_p8,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_offline_agentic/configs/amc12a_2013_p8__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00470544,2026-09-12 token repricing,32094,21492,1796,4
ace_x_validation_ace_x3_offline_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_algebra_214,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_offline_agentic/configs/mathd_algebra_214__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00059482,2026-09-12 token repricing,7391,6121,182,1
ace_x_validation_ace_x3_offline_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,mathd_numbertheory_303,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_offline_agentic/configs/mathd_numbertheory_303__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,todo,False,False,,unavailable; no verdict,,,,
ace_x_validation_ace_x3_offline_agentic,ace-1ac8a092-core-medium,experiments/playbooks/ace_x_offline.yaml,2,full,imo_1969_p2,0,gpt-5.6-luna,0.1,32,experiments/output/ace_x_validation_ace_x3_offline_agentic/configs/imo_1969_p2__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0/result.yaml,done,False,False,0.020911779999999998,2026-09-12 token repricing,511550,494739,6379,32
