check,actual,expected
experiments/output/ace_attribution_20260912/validation/terra/configs/amc12a_2020_p21__terra-none-medium__gpt-5.6-terra__seed0 repricing,0.41969639999999997,0.41969639999999997
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_282__terra-none-medium__gpt-5.6-terra__seed0 repricing,0.3005246,0.3005246
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_405__terra-none-medium__gpt-5.6-terra__seed0 repricing,0.40774580000000005,0.40774580000000005
experiments/output/ace_attribution_20260912/validation/terra/configs/amc12b_2002_p3__terra-none-medium__gpt-5.6-terra__seed0 repricing,0.0988368,0.0988368
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_327__terra-none-medium__gpt-5.6-terra__seed0 repricing,0.0642006,0.0642006
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_43__terra-none-medium__gpt-5.6-terra__seed0 repricing,0.405381,0.405381
experiments/output/ace_attribution_20260912/validation/terra/configs/amc12b_2003_p6__terra-none-medium__gpt-5.6-terra__seed0 repricing,0.1484706,0.1484706
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_393__terra-none-medium__gpt-5.6-terra__seed0 repricing,0.0388714,0.0388714
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_461__terra-none-medium__gpt-5.6-terra__seed0 repricing,0.0044594,0.0044594
experiments/output/ace_attribution_20260912/validation/terra/configs/amc12b_2020_p5__terra-none-medium__gpt-5.6-terra__seed0 repricing,0.0063354,0.0063354
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_421__terra-none-medium__gpt-5.6-terra__seed0 repricing,0.04287,0.04287
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_530__terra-none-medium__gpt-5.6-terra__seed0 repricing,0.3371436,0.3371436
experiments/output/ace_attribution_20260912/validation/terra/configs/amc12_2000_p12__terra-none-medium__gpt-5.6-terra__seed0 repricing,0.06709180000000001,0.06709180000000001
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_433__terra-none-medium__gpt-5.6-terra__seed0 repricing,0.013146600000000001,0.013146600000000001
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_64__terra-none-medium__gpt-5.6-terra__seed0 repricing,0.017972000000000002,0.017972000000000002
experiments/output/ace_attribution_20260912/validation/terra/configs/amc12_2001_p21__terra-none-medium__gpt-5.6-terra__seed0 repricing,0.39720659999999997,0.39720659999999997
experiments/output/ace_attribution_20260912/validation/terra/configs/amc12a_2002_p6__terra-none-medium__gpt-5.6-terra__seed0 repricing,0.006671399999999999,0.006671399999999999
gpt-5.6-terra/terra count,40,40
gpt-5.6-terra/terra cost,6.451344199999999,6.451344199999999
gpt-5.6-terra/terra solves,30,30
experiments/output/ace_attribution_20260912/validation/terra/configs/imo_1960_p2__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.1902314,0.1902314
experiments/output/ace_attribution_20260912/validation/terra/configs/aime_1991_p6__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.36239299999999997,0.36239299999999997
experiments/output/ace_attribution_20260912/validation/terra/configs/amc12a_2008_p4__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.2374958,0.2374958
experiments/output/ace_attribution_20260912/validation/terra/configs/induction_prod1p1onk3le3m1onn__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.3644364,0.3644364
experiments/output/ace_attribution_20260912/validation/terra/configs/algebra_others_exirrpowirrrat__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.329133,0.329133
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_190__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.0050048,0.0050048
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_284__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.0047128,0.0047128
experiments/output/ace_attribution_20260912/validation/terra/configs/imo_1964_p2__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.1084252,0.1084252
experiments/output/ace_attribution_20260912/validation/terra/configs/aime_1984_p7__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.2570352,0.2570352
experiments/output/ace_attribution_20260912/validation/terra/configs/amc12a_2013_p8__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.0519594,0.0519594
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_214__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.0049568,0.0049568
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_303__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.329607,0.329607
experiments/output/ace_attribution_20260912/validation/terra/configs/imo_1969_p2__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.3902946,0.3902946
experiments/output/ace_attribution_20260912/validation/terra/configs/aime_1989_p8__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.0062588,0.0062588
experiments/output/ace_attribution_20260912/validation/terra/configs/amc12a_2016_p3__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.053871600000000006,0.053871600000000006
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_234__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.0052748,0.0052748
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_33__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.0491202,0.0491202
experiments/output/ace_attribution_20260912/validation/terra/configs/imo_1981_p6__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.0962554,0.0962554
experiments/output/ace_attribution_20260912/validation/terra/configs/aime_1991_p9__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.2112504,0.2112504
experiments/output/ace_attribution_20260912/validation/terra/configs/amc12a_2019_p21__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.33867159999999996,0.33867159999999996
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_251__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.0789466,0.0789466
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_37__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.25379619999999997,0.25379619999999997
experiments/output/ace_attribution_20260912/validation/terra/configs/imo_1984_p6__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.383316,0.383316
experiments/output/ace_attribution_20260912/validation/terra/configs/amc12a_2020_p21__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.3670588,0.3670588
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_282__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.30663419999999997,0.30663419999999997
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_405__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.3109056,0.3109056
experiments/output/ace_attribution_20260912/validation/terra/configs/amc12b_2002_p3__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.0405176,0.0405176
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_327__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.0177796,0.0177796
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_43__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.1798536,0.1798536
experiments/output/ace_attribution_20260912/validation/terra/configs/amc12b_2003_p6__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.2004872,0.2004872
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_393__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.0161936,0.0161936
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_461__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.004998799999999999,0.004998799999999999
experiments/output/ace_attribution_20260912/validation/terra/configs/amc12b_2020_p5__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.005638799999999999,0.005638799999999999
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_421__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.0297442,0.0297442
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_530__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.37150059999999996,0.37150059999999996
experiments/output/ace_attribution_20260912/validation/terra/configs/amc12_2000_p12__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.0893356,0.0893356
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_algebra_433__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.0160174,0.0160174
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_64__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.0258006,0.0258006
experiments/output/ace_attribution_20260912/validation/terra/configs/amc12_2001_p21__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.3516562,0.3516562
experiments/output/ace_attribution_20260912/validation/terra/configs/amc12a_2002_p6__terra-ace-medium__gpt-5.6-terra__seed0 repricing,0.0047748,0.0047748
trainingluna-ace total,0.68922336,0.68922336
trainingluna-none total,0.81821062,0.81821062
trainingterra-ace total,5.474728,5.474728
trainingterra-none total,5.9526856,5.9526856
validationluna-ace total,0.66722836,0.66722836
validationluna-none total,0.7765120999999999,0.7765120999999999
validationterra-ace total,6.4513442,6.4513442
validationterra-none total,6.6106256,6.6106256
