name,theorem,replicate,verified,platform_failed,actual_dollars,qualified
mathd_algebra_185__prover-xhigh-8eefc07db15048b1__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.02445736,False
mathd_algebra_185__prover-xhigh-9771a16dde5dd680__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.02433054,False
mathd_algebra_185__prover-xhigh-b439ff17e44fdd2f__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.0243466,False
mathd_algebra_185__prover-xhigh-c42d9ea2fa1215e2__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.029529899999999998,False
mathd_algebra_185__prover-xhigh-c58062708d40c581__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.030378540000000006,False
mathd_algebra_185__prover-xhigh-eded856fb989c1f6__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.030876160000000007,False
mathd_algebra_185__prover-xhigh-f05fbcb501c34473__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.03243542,False
mathd_algebra_185__prover-xhigh-f6dd4886ff6a140b__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.02508642,False
mathd_algebra_185__prover-xhigh-fa6b32f084145e14__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.024864240000000003,False
mathd_algebra_206__selection-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_algebra_206,0,True,False,0.00221612,True
mathd_algebra_206__selection-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,mathd_algebra_206,0,True,False,0.0031053,True
mathd_algebra_206__selection-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,mathd_algebra_206,0,True,False,0.00310774,True
mathd_algebra_224__selection-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_algebra_224,0,False,False,0.03899668,False
mathd_algebra_224__selection-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,mathd_algebra_224,0,False,False,0.03986606000000001,False
mathd_algebra_224__selection-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,mathd_algebra_224,0,False,False,0.03049576,False
mathd_algebra_247__selection-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_algebra_247,0,True,False,0.0006182399999999999,True
mathd_algebra_247__selection-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,mathd_algebra_247,0,True,False,0.010393079999999999,True
mathd_algebra_247__selection-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,mathd_algebra_247,0,True,False,0.0031874399999999997,True
mathd_algebra_28__selection-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_algebra_28,0,True,False,0.0044972,True
mathd_algebra_28__selection-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,mathd_algebra_28,0,True,False,0.00485484,True
mathd_algebra_28__selection-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,mathd_algebra_28,0,True,False,0.00489152,True
mathd_algebra_323__selection-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_algebra_323,0,True,False,0.0034953199999999997,True
mathd_algebra_323__selection-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,mathd_algebra_323,0,True,False,0.010954519999999999,True
mathd_algebra_323__selection-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,mathd_algebra_323,0,True,False,0.00293924,True
mathd_algebra_37__selection-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_algebra_37,0,True,False,0.00049124,True
mathd_algebra_37__selection-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,mathd_algebra_37,0,True,False,0.0005655599999999999,True
mathd_algebra_37__selection-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,mathd_algebra_37,0,True,False,0.0005751199999999999,True
mathd_algebra_410__prover-high-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_algebra_410,0,True,False,0.00202628,True
mathd_algebra_410__prover-low-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_algebra_410,0,True,False,0.0023339199999999997,True
mathd_algebra_410__prover-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_algebra_410,0,True,False,0.00068564,True
mathd_algebra_410__prover-xhigh-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_algebra_410,0,True,False,0.00430264,True
mathd_algebra_43__selection-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_algebra_43,0,True,False,0.00064244,True
mathd_algebra_43__selection-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,mathd_algebra_43,0,True,False,0.0006819599999999999,True
mathd_algebra_43__selection-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,mathd_algebra_43,0,True,False,0.00102272,True
mathd_numbertheory_221__prover-high-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,True,False,0.00068604,True
mathd_numbertheory_221__prover-low-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,True,False,0.00049524,True
mathd_numbertheory_221__prover-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,True,False,0.00049884,True
mathd_numbertheory_221__prover-medium-3bfe5109dc462e8c__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,False,False,0.00618074,False
mathd_numbertheory_221__prover-medium-68338b80d7121921__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,True,False,0.0007003199999999999,True
mathd_numbertheory_221__prover-xhigh-10cc02b07a1c6c29__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,True,False,0.00102948,True
mathd_numbertheory_221__prover-xhigh-125d7332ca106585__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,True,False,0.00105432,True
mathd_numbertheory_221__prover-xhigh-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,True,False,0.00067044,True
mathd_numbertheory_221__prover-xhigh-26d7cc1993e76d38__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,True,False,0.0020498799999999996,True
mathd_numbertheory_221__prover-xhigh-2ebdaef5c0d8b7ce__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,True,False,0.00123946,True
mathd_numbertheory_221__prover-xhigh-32c2336efd904991__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,True,False,0.0009028599999999999,True
mathd_numbertheory_221__prover-xhigh-345f1ee0202d55e3__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,False,False,0.02591108,False
mathd_numbertheory_221__prover-xhigh-34e051ff5274f9eb__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,True,False,0.00092358,True
mathd_numbertheory_221__prover-xhigh-38ac3031ca8083bc__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,False,False,0.023091079999999996,False
mathd_numbertheory_221__prover-xhigh-392a7a2230818467__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,True,False,0.0010517999999999999,True
mathd_numbertheory_221__prover-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,True,False,0.00111076,True
mathd_numbertheory_221__prover-xhigh-3e6016d332df5347__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,False,False,0.022955739999999995,False
mathd_numbertheory_221__prover-xhigh-4de2b7bf26816e71__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,True,False,0.00100944,True
mathd_numbertheory_221__prover-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,True,False,0.00095372,True
mathd_numbertheory_221__prover-xhigh-81b8082cec9164b4__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,True,False,0.0008909399999999999,True
mathd_numbertheory_221__prover-xhigh-8eefc07db15048b1__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,True,False,0.0008764599999999999,True
mathd_numbertheory_221__prover-xhigh-9771a16dde5dd680__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,True,False,0.0008852599999999999,True
mathd_numbertheory_221__prover-xhigh-b439ff17e44fdd2f__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,False,False,0.02920078,False
mathd_numbertheory_221__prover-xhigh-c42d9ea2fa1215e2__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,True,False,0.0031208,True
mathd_numbertheory_221__prover-xhigh-c58062708d40c581__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,False,False,0.0274691,False
mathd_numbertheory_221__prover-xhigh-eded856fb989c1f6__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,True,False,0.00100192,True
mathd_numbertheory_221__prover-xhigh-f05fbcb501c34473__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,False,False,0.024253439999999994,False
mathd_numbertheory_221__prover-xhigh-f6dd4886ff6a140b__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,False,False,0.032264959999999995,False
mathd_numbertheory_221__prover-xhigh-fa6b32f084145e14__gpt-5.6-luna__seed0,mathd_numbertheory_221,0,False,False,0.02386972,False
mathd_numbertheory_301__prover-high-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_numbertheory_301,0,True,False,0.00195026,True
mathd_numbertheory_301__prover-low-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_numbertheory_301,0,True,False,0.00259408,True
mathd_numbertheory_301__prover-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_numbertheory_301,0,True,False,0.00162612,True
mathd_numbertheory_301__prover-xhigh-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_numbertheory_301,0,True,False,0.00311496,True
mathd_numbertheory_326__prover-high-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.00056284,True
mathd_numbertheory_326__prover-low-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.00048004,True
mathd_numbertheory_326__prover-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.00047164,True
mathd_numbertheory_326__prover-medium-3bfe5109dc462e8c__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.00053036,True
mathd_numbertheory_326__prover-medium-68338b80d7121921__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.00052912,True
mathd_numbertheory_326__prover-xhigh-10cc02b07a1c6c29__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.0015022,True
mathd_numbertheory_326__prover-xhigh-125d7332ca106585__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.00059392,True
mathd_numbertheory_326__prover-xhigh-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.0007740399999999999,True
mathd_numbertheory_326__prover-xhigh-26d7cc1993e76d38__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.00068672,True
mathd_numbertheory_326__prover-xhigh-2ebdaef5c0d8b7ce__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.0006470599999999999,True
mathd_numbertheory_326__prover-xhigh-32c2336efd904991__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.0015775999999999997,True
mathd_numbertheory_326__prover-xhigh-345f1ee0202d55e3__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.00052052,True
mathd_numbertheory_326__prover-xhigh-34e051ff5274f9eb__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.00067438,True
mathd_numbertheory_326__prover-xhigh-38ac3031ca8083bc__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.0016928,True
mathd_numbertheory_326__prover-xhigh-392a7a2230818467__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.0007279599999999999,True
mathd_numbertheory_326__prover-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.00061436,True
mathd_numbertheory_326__prover-xhigh-3e6016d332df5347__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.0006548799999999999,True
mathd_numbertheory_326__prover-xhigh-4de2b7bf26816e71__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.00067504,True
mathd_numbertheory_326__prover-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.00062152,True
mathd_numbertheory_326__prover-xhigh-81b8082cec9164b4__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.00065134,True
mathd_numbertheory_326__prover-xhigh-8eefc07db15048b1__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.0015691999999999998,True
mathd_numbertheory_326__prover-xhigh-9771a16dde5dd680__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.0007164599999999999,True
mathd_numbertheory_326__prover-xhigh-b439ff17e44fdd2f__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.00065338,True
mathd_numbertheory_326__prover-xhigh-c42d9ea2fa1215e2__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.0007281,True
mathd_numbertheory_326__prover-xhigh-c58062708d40c581__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.00154948,True
mathd_numbertheory_326__prover-xhigh-eded856fb989c1f6__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.0015998,True
mathd_numbertheory_326__prover-xhigh-f05fbcb501c34473__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.00072736,True
mathd_numbertheory_326__prover-xhigh-f6dd4886ff6a140b__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.00324604,True
mathd_numbertheory_326__prover-xhigh-fa6b32f084145e14__gpt-5.6-luna__seed0,mathd_numbertheory_326,0,True,False,0.0016576,True
mathd_numbertheory_35__selection-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_numbertheory_35,0,True,False,0.00048363999999999997,True
mathd_numbertheory_35__selection-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,mathd_numbertheory_35,0,True,False,0.00057836,True
mathd_numbertheory_35__selection-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,mathd_numbertheory_35,0,True,False,0.00053392,True
mathd_numbertheory_403__selection-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_numbertheory_403,0,True,False,0.00052664,True
mathd_numbertheory_403__selection-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,mathd_numbertheory_403,0,True,False,0.00085416,True
mathd_numbertheory_403__selection-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,mathd_numbertheory_403,0,True,False,0.00179938,True
mathd_numbertheory_42__selection-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_numbertheory_42,0,True,False,0.00099516,True
mathd_numbertheory_42__selection-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,mathd_numbertheory_42,0,True,False,0.0012076,True
mathd_numbertheory_42__selection-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,mathd_numbertheory_42,0,True,False,0.00126092,True
mathd_numbertheory_458__prover-high-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.00371672,True
mathd_numbertheory_458__prover-low-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.00292126,True
mathd_numbertheory_458__prover-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.00215528,True
mathd_numbertheory_458__prover-medium-3bfe5109dc462e8c__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.00099936,True
mathd_numbertheory_458__prover-medium-68338b80d7121921__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.00248374,True
mathd_numbertheory_458__prover-xhigh-10cc02b07a1c6c29__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.00387078,True
mathd_numbertheory_458__prover-xhigh-125d7332ca106585__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.003213,True
mathd_numbertheory_458__prover-xhigh-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.004200639999999999,True
mathd_numbertheory_458__prover-xhigh-26d7cc1993e76d38__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.00217338,True
mathd_numbertheory_458__prover-xhigh-2ebdaef5c0d8b7ce__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.00329856,True
mathd_numbertheory_458__prover-xhigh-32c2336efd904991__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.005997499999999999,True
mathd_numbertheory_458__prover-xhigh-345f1ee0202d55e3__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.0030772399999999997,True
mathd_numbertheory_458__prover-xhigh-34e051ff5274f9eb__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.0030001999999999997,True
mathd_numbertheory_458__prover-xhigh-38ac3031ca8083bc__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.01041134,True
mathd_numbertheory_458__prover-xhigh-392a7a2230818467__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.00188504,True
mathd_numbertheory_458__prover-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.0021420199999999997,True
mathd_numbertheory_458__prover-xhigh-3e6016d332df5347__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.0030798399999999995,True
mathd_numbertheory_458__prover-xhigh-4de2b7bf26816e71__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.0021446,True
mathd_numbertheory_458__prover-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.0028285,True
mathd_numbertheory_458__prover-xhigh-81b8082cec9164b4__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.0022427399999999996,True
mathd_numbertheory_458__prover-xhigh-8eefc07db15048b1__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.00312596,True
mathd_numbertheory_458__prover-xhigh-9771a16dde5dd680__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.00373448,True
mathd_numbertheory_458__prover-xhigh-b439ff17e44fdd2f__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.00322896,True
mathd_numbertheory_458__prover-xhigh-c42d9ea2fa1215e2__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.00429006,True
mathd_numbertheory_458__prover-xhigh-c58062708d40c581__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.00304152,True
mathd_numbertheory_458__prover-xhigh-eded856fb989c1f6__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.00404236,True
mathd_numbertheory_458__prover-xhigh-f05fbcb501c34473__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.0041706,True
mathd_numbertheory_458__prover-xhigh-f6dd4886ff6a140b__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.0047309,True
mathd_numbertheory_458__prover-xhigh-fa6b32f084145e14__gpt-5.6-luna__seed0,mathd_numbertheory_458,0,True,False,0.0022958600000000003,True
mathd_numbertheory_48__selection-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_numbertheory_48,0,True,False,0.00617276,True
mathd_numbertheory_48__selection-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,mathd_numbertheory_48,0,True,False,0.0039629,True
mathd_numbertheory_48__selection-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,mathd_numbertheory_48,0,True,False,0.009106139999999999,True
mathd_numbertheory_629__selection-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_numbertheory_629,0,False,False,0.04150678,False
mathd_numbertheory_629__selection-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,mathd_numbertheory_629,0,False,False,0.0246824,False
mathd_numbertheory_629__selection-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,mathd_numbertheory_629,0,False,False,0.02511284,False
