path,theorem,partition,strategy,status,category,checks,cost,cost_source,unknown_charge,administrative_censoring,evidence
experiments/output/ace_revision_20260913/validation/configs/validation__control__proof__mathd_numbertheory_43__seed1,mathd_numbertheory_43,validation,prove_theorem_grounded,done,other_or_unobserved,16,0.02364728,dated billing receipts,False,False,audit/cells/216361f1bd17d945e77edd99417813264d886de603a6cbfc76e28d29c361dad1.json
experiments/output/ace_review_calibration/configs/imo_1977_p6__baseline-r64__gpt-5.6-luna__seed1,imo_1977_p6,train,prove_theorem_agentic,done,incomplete_proof,41,0.10000586000000002,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/21ca35b604ea107ff105812e92f519dade767cfe2c46c89e1804e932d756707b.json
experiments/output/ace_economy_refinement_20260916/final05/configs/validation__agentic__mathd_numbertheory_43__seed1,mathd_numbertheory_43,validation,prove_theorem_grounded,done,other_or_unobserved,11,0.0200745,dated billing receipts,False,False,audit/cells/21f5ea62827d43feb138fe9cf191d330db8418f94e4c1ac9af061687b02826f6.json
experiments/output/ace_economy_refinement_20260916/final10/configs/validation__agentic__mathd_numbertheory_405__seed1,mathd_numbertheory_405,validation,prove_theorem_grounded,done,other_or_unobserved,9,0.039960039999999995,dated billing receipts,False,False,audit/cells/21fb3acc926f40101d917d45b3548b45a4ae9ecfedbc8e88ab02aa18c06ecd39.json
experiments/output/ace_adaptation_x-offline-e3/configs/step86_curator_mathd_numbertheory_301,mathd_numbertheory_301,train,,failed,platform_failure,0,0.0,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/221b273ec5d95d1b619ff62a73cd7411dc89210015ef09e6cc2a81608becdc3d.json
experiments/output/ace_x_validation_agentic/configs/amc12_2001_p21__ace-1ac8a092-k10-core-medium__gpt-5.6-luna__seed0,amc12_2001_p21,validation,prove_theorem_ace,done,verifier_resource,20,0.06751256,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/221cd9f62bc5778416c322551d7e068f154505cd316514aaebeefd97e6431c51.json
experiments/output/ace_control_cycle_training/configs/imo_1977_p6__trained-r64__gpt-5.6-luna__seed0,imo_1977_p6,train,prove_theorem_grounded,done,unproved_prerequisite,14,0.06918742,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/223411314d62eb6e36b51d6adb06952995d55b668a467a4f880f30c9757fcb5a.json
experiments/output/ace_attribution_20260912/validation/terra/configs/mathd_numbertheory_530__terra-none-medium__gpt-5.6-terra__seed0,mathd_numbertheory_530,validation,prove_theorem_grounded,done,other_or_unobserved,1,0.3371436,dated billing receipts,False,False,audit/cells/224862702f5aee609b757889d627b9bb1b5450b8b990e766dd062b25fffcc76b.json
experiments/output/ace_models_20260910/proof/configs/imo_1977_p6__prover-high-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,imo_1977_p6,train,prove_theorem_grounded,done,other_or_unobserved,5,0.040330819999999996,dated billing receipts,False,False,audit/cells/225a27d46f93e9c92ef5a7eff6b3101845335f66a4e2dd2d18e8263f20efb34a.json
experiments/output/ace_revision_20260913/validation/configs/validation__control__proof__imo_1969_p2__seed1,imo_1969_p2,validation,prove_theorem_grounded,done,other_or_unobserved,5,0.03890118,dated billing receipts,False,False,audit/cells/225d5ae938dd3c6969d0d7f64152b53ff41c8e809039c52604938b795f0c18e7.json
experiments/output/ace_economy_20260916/validation/configs/validation__ace__amc12_2000_p12__seed1,amc12_2000_p12,validation,prove_theorem_grounded,done,unknown_reference,12,0.03843196,dated billing receipts,False,False,audit/cells/2275c2c6e511ee78cbcd3b0a4457bdea58656ad23a70454e5e8250c7f972b03b.json
experiments/output/ace_economy_20260916/validation/configs/validation__budget__mathd_algebra_282__seed1,mathd_algebra_282,validation,prove_theorem_grounded,done,incomplete_proof,26,0.05880816,dated billing receipts,False,False,audit/cells/22920a752ad833ae4d8689eeb96123a6cd25439b9a9196aed8d63fcafa9c11a9.json
experiments/output/ace_online_x-online-s1_agentic/configs/imo_1984_p6__ace-8d79fec4-core-medium__gpt-5.6-luna__seed1,imo_1984_p6,validation,prove_theorem_ace,done,incomplete_proof,21,0.03179582,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/22a48851aa580fb932ddd199b8d80f69b2cef52033100ff7cb39555fb103d3f6.json
experiments/output/ace_x_validation_ace_x3_offline_agentic/configs/mathd_numbertheory_303__ace-1e4aec7d-core-medium__gpt-5.6-luna__seed0,mathd_numbertheory_303,validation,prove_theorem_ace,done,unproved_prerequisite,17,0.056629360000000004,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/22c04cea97e42f33e20634f9d77c76f440036db85d20d620cc873c145bbd43e7.json
experiments/output/ace_economy_20260916/validation/configs/validation__session__amc12a_2020_p21__seed1,amc12a_2020_p21,validation,prove_theorem_grounded,done,syntax,8,0.0427428,dated billing receipts,False,False,audit/cells/22d945c8bf9d7282bc9833c488a36755c7387e8008b8155b4dacff757248a922.json
experiments/output/ace_economy_20260916/validation/configs/validation__views__mathd_numbertheory_43__seed0,mathd_numbertheory_43,validation,prove_theorem_grounded,done,other_or_unobserved,10,0.0289157,dated billing receipts,False,False,audit/cells/22e918b4136959f644b405f505ca7cbe002d02c3a00743c64c97f706a616f6a5.json
experiments/output/ace_x_validation_agentic/configs/imo_1969_p2__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1,imo_1969_p2,validation,prove_theorem_ace,done,incomplete_proof,26,0.0263736,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/22ed65c450a07a414abe4fb49720fe67edb231c0afc73d14bec201481819a432.json
experiments/output/ace_mechanisms_20260910/training/configs/amc12a_2017_p7__training-S__gpt-5.6-luna__seed0,amc12a_2017_p7,train,prove_theorem_grounded,done,arithmetic_or_search,1,0.00370068,dated billing receipts,False,False,audit/cells/22f5ffb8db7ee12753688511e979a321918780571dc9817ddae6b149cf793075.json
experiments/output/ace_roles_20260913/validation/configs/validation__candidate__proof__aime_1991_p6__seed0,aime_1991_p6,validation,,missing,unknown_reference,4,0.089213,dated billing receipts,True,False,audit/cells/2304caa49779d1b78f6dfd49f07bf6aa2e8cf56e35c83dd936566aee9ea87bc1.json
experiments/output/ace_online_x4-online-s0_agentic/configs/amc12a_2020_p21__ace-1ccfd336-core-medium__gpt-5.6-luna__seed0,amc12a_2020_p21,validation,prove_theorem_ace,done,other_or_unobserved,25,0.08352614,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/2318ad07316ed14fc85bbc59ff38f7ef933eb37f0329dc3f6e3fb18fe8be0979.json
experiments/output/acet_x_validation_ace_x5_offline_k3_agentic/configs/aime_1991_p6__acet-fc7b45d4-b1806cce-k3-core-medium__gpt-5.6-luna__seed0,aime_1991_p6,validation,prove_theorem_ace_triggered,done,incomplete_proof,27,0.03377846,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/2329b4b6b16fa4db67ed7526643d2b1e69f2a5be8ab7f4a0b3c7e297bd78f5d9.json
experiments/output/ace_mechanisms_20260910/training/configs/amc12a_2020_p13__training-C__gpt-5.6-luna__seed0,amc12a_2020_p13,train,prove_theorem_grounded,done,unproved_prerequisite,7,0.03130396,dated billing receipts,False,False,audit/cells/2339efa43d0d8d881def1df86ccb5cffd7316125221832cd59477670fa420204.json
experiments/output/ace_economy_budget_20260916/validation/configs/validation__agentic__amc12a_2019_p21__seed0,amc12a_2019_p21,validation,prove_theorem_grounded,done,incomplete_proof,17,0.12003045999999999,dated billing receipts,False,False,audit/cells/2342b827ea183043fc3f07f51f4e8b66d7cb7598cb95a0da4d8a6e8d560a63d6.json
experiments/output/ace_polish_validation/configs/induction_prod1p1onk3le3m1onn__reference-r64__gpt-5.6-luna__seed1,induction_prod1p1onk3le3m1onn,validation,prove_theorem_grounded,done,unproved_prerequisite,9,0.03967914,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/2373e2da3e59d192b684a8fe99cc561808597ab80a148bc4bd8d70d46b3779dd.json
experiments/output/ace_x_validation_ace_x3_offline_e3_rv3_agentic/configs/induction_prod1p1onk3le3m1onn__ace-d0d7ce24-core-medium__gpt-5.6-luna__seed0,induction_prod1p1onk3le3m1onn,validation,prove_theorem_ace,done,unproved_prerequisite,17,0.05902662000000001,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/2387f9da2f2b8213f339d27dd2dd37e6bd09ca53a5f6b003d261c3108f01aacf.json
experiments/output/ace_economy_refinement_20260916/final18/configs/validation__agentic_reset__amc12b_2002_p3__seed0,amc12b_2002_p3,validation,prove_theorem_grounded,done,other_or_unobserved,10,0.0457534,dated billing receipts,False,False,audit/cells/238a07a80b4d87029bc8dfc62e809eb33db1b8115c2d5d0c3c537cd65e8654f2.json
experiments/output/ace_capacity_20260912/mechanisms/configs/imo_1967_p3__C-level0__gpt-5.6-luna__seed0,imo_1967_p3,train,prove_theorem_grounded,done,incomplete_proof,18,0.03771684,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/238a4a7b0966c24f5e5ed65ab9a07ba9a67883fd6369d7c9e54f31faea23126c.json
experiments/output/ace_economy_20260916/validation/configs/validation__budget__amc12_2001_p21__seed1,amc12_2001_p21,validation,prove_theorem_grounded,done,other_or_unobserved,14,0.04148354,dated billing receipts,False,False,audit/cells/2399e728b7a79115025b90b5ac07bc00a4b638abda33110bde040437d8e25087.json
experiments/output/ace_review_calibration/configs/amc12a_2020_p13__baseline-r32__gpt-5.6-luna__seed1,amc12a_2020_p13,train,prove_theorem_agentic,done,syntax,17,0.05223794,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/23bb725a3e0dbbef95db78f0fd88cfc8419f0f2361e7c26ef895e23c7f7479a1.json
experiments/output/ace_sanitized_20260917/validation/configs/validation__agentic_coverage__proof__amc12a_2020_p21__seed1,amc12a_2020_p21,validation,prove_theorem_grounded,done,incomplete_proof,35,0.04183292,dated billing receipts,False,False,audit/cells/23c87ea6f14e2be93d108efd857384ddbd2502f358abbf9362b6eaf157e56cda.json
experiments/output/ace_x_validation_ace_x3_offline_e3_rv3_agentic/configs/aime_1991_p6__ace-d0d7ce24-core-medium__gpt-5.6-luna__seed1,aime_1991_p6,validation,prove_theorem_ace,done,incomplete_proof,22,0.02819314,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/23cc7fb4a474c2981660dad0ac342fd4807862befbccc52a9f18b611a4199f34.json
experiments/output/ace_attribution_20260912/validation/terra/configs/imo_1984_p6__terra-ace-medium__gpt-5.6-terra__seed0,imo_1984_p6,validation,prove_theorem_grounded,done,incomplete_proof,9,0.383316,dated billing receipts,False,False,audit/cells/23d828c7ed9820022dbb0be6dd1254bc97e5539ac61e63fccd2cb710b1cd53f7.json
experiments/output/ace_adaptation_x-offline-e3/configs/step24_generator_mathd_numbertheory_629,mathd_numbertheory_629,train,prove_theorem_ace,done,syntax,25,0.07504374000000001,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/23e785a085bd821da45a28b00b98fb9d5ccf4c08c76632181e1b0e0e7409b6b0.json
experiments/output/coverage_cycle_20260911/validation/D2/configs/mathd_numbertheory_43__validation-D2__gpt-5.6-luna__seed0,mathd_numbertheory_43,validation,prove_theorem_grounded,done,unproved_prerequisite,12,0.03962872,dated billing receipts,False,False,audit/cells/24074929d8dbc6071e26d1c62e2ec220d11e84684877b108bad3be5e6ba34f39.json
experiments/output/ace_polish_validation/configs/mathd_numbertheory_405__reference-r64__gpt-5.6-luna__seed1,mathd_numbertheory_405,validation,prove_theorem_grounded,done,unproved_prerequisite,6,0.03420518,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/240c26eacafcdb02d63c9a5cfa9bfd0a2d989593b233c94b970924e81d9302cb.json
experiments/output/ace_economy_refinement_20260916/final09/configs/validation__agentic_compact__aime_1991_p9__seed0,aime_1991_p9,validation,prove_theorem_grounded,done,unproved_prerequisite,11,0.04123726,dated billing receipts,False,False,audit/cells/240c2d1b3dc37ed730be7b6985c62515c2c9d0d675cd3a0e986353c18875285d.json
experiments/output/ace_economy_refinement_20260916/final05/configs/validation__agentic_compact__mathd_numbertheory_43__seed0,mathd_numbertheory_43,validation,prove_theorem_grounded,done,other_or_unobserved,12,0.03370874,dated billing receipts,False,False,audit/cells/242fd1da19f6dd740d3b65604d3b9d8264fb30f0f015cd22242b7603ed4e4eaf.json
experiments/output/ace_online_x3-online-s1_agentic/configs/mathd_numbertheory_37__ace-0bf2f71f-core-medium__gpt-5.6-luna__seed1,mathd_numbertheory_37,validation,prove_theorem_ace,done,other_or_unobserved,17,0.037701939999999996,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/24470f340b79832d1c8d63ec32ee5bde6baeb3459f7ad378c048b50eb9d4110d.json
experiments/output/ace_economy_refinement_20260916/final10/configs/validation__ace_compact__mathd_numbertheory_405__seed0,mathd_numbertheory_405,validation,prove_theorem_grounded,done,unproved_prerequisite,10,0.03934484,dated billing receipts,False,False,audit/cells/245f3e7971031b9a0554bf7fa7abe3db3dd9ef5f78a803b0f8757dc827c68747.json
experiments/output/x_validation_agentic/configs/aime_1991_p6__core-medium__gpt-5.6-luna__seed0,aime_1991_p6,validation,prove_theorem_agentic,done,unproved_prerequisite,11,0.03678305999999999,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/2481ac69d0a25908ae37d12988df9ad4fb5998024adec4937fc26e2a7715dae7.json
experiments/output/ace_x_validation_agentic/configs/mathd_numbertheory_530__ace-1ac8a092-k10-core-medium__gpt-5.6-luna__seed0,mathd_numbertheory_530,validation,prove_theorem_ace,done,other_or_unobserved,8,0.0320295,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/24919f774f51d0ff7ba2f3a53eadda7429a1b984a8659d893fd77def746a5578.json
experiments/output/ace_models_20260910/proof/configs/amc12_2000_p1__selection-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,amc12_2000_p1,train,prove_theorem_grounded,done,other_or_unobserved,4,0.04416522,dated billing receipts,False,False,audit/cells/24a12b9c3784348f941765df65ba5f4f44dbb2fa82526f1ab3e8ffde8bf29eff.json
experiments/output/ace_economy_20260916/validation/configs/validation__agentic__mathd_numbertheory_530__seed1,mathd_numbertheory_530,validation,prove_theorem_grounded,done,unproved_prerequisite,4,0.03710884,dated billing receipts,False,False,audit/cells/24b3857be2285656273b0e8e29568476f04b81f35e4cca48d09847b640e80f8c.json
experiments/output/ace_economy_session_20260916/validation/configs/validation__agentic_session__mathd_numbertheory_43__seed0,mathd_numbertheory_43,validation,prove_theorem_grounded,done,syntax,9,0.02868122,dated billing receipts,False,False,audit/cells/24b4d5f708253f8858ad36fec5a4998ac86e972aa5f950a5605c37b6a13a2976.json
experiments/output/ace_mechanisms_20260910/training/configs/aime_1988_p3__training-S__gpt-5.6-luna__seed0,aime_1988_p3,train,prove_theorem_grounded,done,syntax,6,0.02054004,dated billing receipts,False,False,audit/cells/24bc3a26048159476edef39dffd7440c229c00381adaa4ecf79daf4316781499.json
experiments/output/ace_economy_refinement_20260916/final04/configs/validation__agentic_compact__mathd_numbertheory_37__seed1,mathd_numbertheory_37,validation,prove_theorem_grounded,done,other_or_unobserved,13,0.02098162,dated billing receipts,False,False,audit/cells/24bd7f87e8275fd00049851047a5f4c8779e3adf3aeea77c832cb334d228ce5c.json
experiments/output/ace_capacity_20260912/mechanisms/configs/imo_1967_p3__B-level0__gpt-5.6-terra__seed0,imo_1967_p3,train,prove_theorem_grounded,done,other_or_unobserved,6,0.35137140000000006,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/25b8dd5793dd81ebe6a58d046708b80701cb37b559a4b1dc2a38e355e365c105.json
experiments/output/ace_models_20260910/proof/configs/mathd_numbertheory_221__prover-xhigh-38ac3031ca8083bc__gpt-5.6-luna__seed0,mathd_numbertheory_221,train,prove_theorem_grounded,done,other_or_unobserved,1,0.02309108,dated billing receipts,False,False,audit/cells/25c62a0346a24c1f4a952a1cd0b2c4a721b4f62ca52702bfb82573fbf59385f4.json
experiments/output/ace_online_x-online-warm-s0_agentic/configs/amc12_2000_p12__ace-6d499082-core-medium__gpt-5.6-luna__seed0,amc12_2000_p12,validation,prove_theorem_ace,done,other_or_unobserved,21,0.054332299999999986,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/25e4c0037c6301ae260cadc5d9934c74fb7b13e2af30be9254fbef6c92261cb8.json
experiments/output/ace_roles_20260913/validation/configs/validation__candidate__proof__imo_1984_p6__seed0,imo_1984_p6,validation,,missing,no_verifier_evidence,0,0.00563488,dated billing receipts,False,False,audit/cells/25e7358ba36859baba0c1fff4606b4254da72b46f1105a70d87b55d51d33b825.json
experiments/output/ace_economy_20260916/validation/configs/validation__ace__mathd_algebra_282__seed1,mathd_algebra_282,validation,prove_theorem_grounded,done,incomplete_proof,11,0.03175474,dated billing receipts,False,False,audit/cells/2604af6fe5f4d2f1bed05c5feaff5a9ae528ea2ad731da815dd5bfdf127cd317.json
experiments/output/ace_x_validation_agentic/configs/mathd_numbertheory_43__ace-1ac8a092-core-medium__gpt-5.6-luna__seed0,mathd_numbertheory_43,validation,prove_theorem_ace,done,other_or_unobserved,20,0.06680304,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/26129842a594683f28b1a74112d747ad8594650eef2336428e8e533620e02d2b.json
experiments/output/ace_adaptation_x-offline-e3/configs/step76_generator_mathd_algebra_224,mathd_algebra_224,train,prove_theorem_ace,done,incomplete_proof,18,0.07308953999999998,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/2619315a7a9de12f28525eab9e88cdef101896d248befd31eaf65a2db5b81c93.json
experiments/output/ace_sanitized_20260917/validation/configs/validation__agentic__proof__aime_1991_p9__seed1,aime_1991_p9,validation,prove_theorem_grounded,done,other_or_unobserved,16,0.04043218,dated billing receipts,False,False,audit/cells/26245c4c0a1d192cc1ce1db0454709780100f25d5aeb14a681c60d794772d153.json
experiments/output/ace_economy_refinement_20260916/final05/configs/validation__ace_compact__induction_prod1p1onk3le3m1onn__seed1,induction_prod1p1onk3le3m1onn,validation,prove_theorem_grounded,done,other_or_unobserved,6,0.041150759999999995,dated billing receipts,False,False,audit/cells/2639b5eb619fb993f25a66fdfad15ad391ea39acab7a5b260d0f069a9ecad85a.json
experiments/output/ace_polish_pilots/configs/induction_pord1p1on2powklt5on2__resource_recovery-off-r64__gpt-5.6-luna__seed0,induction_pord1p1on2powklt5on2,train,prove_theorem_grounded,done,arithmetic_or_search,11,0.03837929999999999,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/264e1fadd6c2052ea106a6042e1dfe7a09e3ab9e85707c8492acd1eb9cb2b908.json
experiments/output/ace_review_development/configs/imo_1984_p6__x3-r64__gpt-5.6-luna__seed1,imo_1984_p6,validation,prove_theorem_ace,done,verifier_resource,47,0.08354748000000001,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/26563b14a6a4097de88d1253717c07cf1a16336f128d3168a1299be0aa4974fb.json
experiments/output/ace_polish_validation/configs/imo_1984_p6__reference-r64__gpt-5.6-luna__seed0,imo_1984_p6,validation,prove_theorem_grounded,done,other_or_unobserved,9,0.033171280000000004,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/266412420f085155680e899570f9a1adb7713c55a4dab4ef55788c1f95a75d63.json
experiments/output/ace_snippets_20260913/validation/configs/snippets-v1__algebra_others_exirrpowirrrat__validation-A__seed0,algebra_others_exirrpowirrrat,validation,prove_theorem_grounded,done,other_or_unobserved,4,0.036729679999999994,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/267086f9bb74dfc2d134c6c87134b4f630dd04f415ad0e1ded22ef557ae61ead.json
experiments/output/coverage_cycle_20260911/training/H/configs/amc12_2000_p6__training-H__gpt-5.6-luna__seed0,amc12_2000_p6,train,prove_theorem_grounded,done,unknown_reference,2,0.049952619999999996,dated billing receipts,False,False,audit/cells/26d3c4fa29faf29932ba00616d2d4fc119ecccd78fb30225aeb8bf40064fc606.json
experiments/output/ace_adaptation_x3-mono/configs/step38_curator_mathd_algebra_323,mathd_algebra_323,train,rewrite_playbook,done,no_verifier_evidence,0,0.01550868,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/270c10d2cef5c53243bb9e4567755bb71a2fe832234e21d623c8ee81ced3c073.json
experiments/output/ace_online_x3-online-s1_agentic/configs/amc12_2001_p21__ace-71900693-core-medium__gpt-5.6-luna__seed1,amc12_2001_p21,validation,prove_theorem_ace,done,other_or_unobserved,21,0.04124354000000001,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/276a79cc55bd8522c13ed19b2795c528a468d1487ebc62c829eee6d9120a575c.json
experiments/output/ace_economy_refinement_20260916/final00/configs/validation__agentic_reset_compact__mathd_algebra_282__seed0,mathd_algebra_282,validation,prove_theorem_grounded,done,incomplete_proof,41,0.03348118,dated billing receipts,False,False,audit/cells/279daf387dd6003e4f1e9ea7e407e356dfecfd2a2fae18a540dd12f8552e29b2.json
experiments/output/x_validation_stall_seenstate4_agentic/configs/amc12a_2019_p21__core-medium-stall-seenstate4__gpt-5.6-luna__seed0,amc12a_2019_p21,validation,prove_theorem_agentic_stall,done,other_or_unobserved,7,0.10161046,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/279eeb16f70e1c851f879fdc2146583eaf4416a690bde3221830657089e2eae6.json
experiments/output/ace_x_validation_ace_x3_offline_agentic/configs/mathd_algebra_282__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1,mathd_algebra_282,validation,prove_theorem_ace,done,incomplete_proof,14,0.019206200000000003,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/27b6297ccd4275e2f0be5c94a2d7c591cdaeb45b0114d15caa93a5327ab2e1c8.json
experiments/output/ace_online_x-online-warm-s1_agentic/configs/aime_1991_p6__ace-582eb37d-core-medium__gpt-5.6-luna__seed1,aime_1991_p6,validation,prove_theorem_ace,done,incomplete_proof,17,0.0381707,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/27cf7709f89ee1bda9b0c1df313157c5c3029c325b49f083558f2850f065b196.json
experiments/output/ace_capacity_20260912/headroom1/configs/algebra_amgm_sum1toneqn_prod1tonleq1__C-level1__gpt-5.6-luna__seed0,algebra_amgm_sum1toneqn_prod1tonleq1,train,prove_theorem_grounded,done,incomplete_proof,47,0.09920149999999994,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/27f6e859ce7843980c68bf8b83f00b7bdea7a722756d2c76d5f427988676c112.json
experiments/output/ace_contenders_20260910/configs/imo_1967_p3__training-reflector-xhigh__gpt-5.6-luna__seed0,imo_1967_p3,train,prove_theorem_grounded,done,no_verifier_evidence,0,0.02392862,dated billing receipts,False,False,audit/cells/28621f244225720ae7813198a0ae1a1cdd850e64b40c463ef00f07d5c5948b89.json
experiments/output/ace_x_validation_ace_x4_offline_rv3_agentic/configs/mathd_numbertheory_37__ace-f1dd5c3a-core-medium__gpt-5.6-luna__seed0,mathd_numbertheory_37,validation,prove_theorem_ace,done,other_or_unobserved,16,0.045322440000000005,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/287a6d346a70d63ff4a0f92e2154b75d52f9f20864764e85bc7fe35ff86b31e3.json
experiments/output/coverage_cycle_20260911/training/S/configs/mathd_numbertheory_629__training-S__gpt-5.6-luna__seed0,mathd_numbertheory_629,train,prove_theorem_grounded,done,incomplete_proof,14,0.037347939999999996,dated billing receipts,False,False,audit/cells/2891eb11383cea3eb5e4d7fcfa6c9a725ff45d0b1cd42dedff3a1f55927a4925.json
experiments/output/ace_economy_refinement_20260916/final04/configs/validation__ace__mathd_numbertheory_37__seed1,mathd_numbertheory_37,validation,prove_theorem_grounded,done,arithmetic_or_search,15,0.03276846,dated billing receipts,False,False,audit/cells/289b348051eef97448a0557c419e1d0618cd3345544e93eb276109a348081cb5.json
experiments/output/ace_economy_20260916/validation/configs/validation__agentic__mathd_numbertheory_530__seed0,mathd_numbertheory_530,validation,prove_theorem_grounded,done,unproved_prerequisite,7,0.03767412,dated billing receipts,False,False,audit/cells/28abe309fb1568114121613c46453cd49cdc99333de3a53493c442ce14416fc7.json
experiments/output/ace_capacity_20260912/cross/configs/aime_1991_p6__cross-level0__gpt-5.6-terra__seed0,aime_1991_p6,validation,prove_theorem_grounded,done,other_or_unobserved,5,0.34369540000000004,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/28cc391f8112812be980651077bf62f7b393103c2e24c98df5875ca2f4673060.json
experiments/output/ace_capacity_20260912/mechanisms/configs/amc12a_2020_p13__E-level0__gpt-5.6-luna__seed0,amc12a_2020_p13,train,prove_theorem_grounded,done,syntax,6,0.036604620000000004,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/29060452b82b2cd77bea0d40a1001e829c822dec0c3d3e0e2659342943fe9674.json
experiments/output/ace_x_validation_ace_x5_offline_rv2_agentic/configs/imo_1984_p6__ace-fc7b45d4-core-medium__gpt-5.6-luna__seed0,imo_1984_p6,validation,prove_theorem_ace,done,arithmetic_or_search,21,0.03923526000000002,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/2913d92bea654c5af89a0ee0ba0438c1d7059696053f07b8bb63d02eeb60bd45.json
experiments/output/ace_adaptation_x-offline-e3/configs/step105_generator_amc12b_2002_p11,amc12b_2002_p11,train,prove_theorem_ace,done,syntax,16,0.07777953999999997,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/291b5f5e18f518ef24f99854242e8dd2546f9fa4f3098db9c7ec462611626abe.json
experiments/output/ace_snippets_20260913/validation/configs/snippets-v1__imo_1969_p2__validation-A__seed0,imo_1969_p2,validation,prove_theorem_grounded,done,incomplete_proof,22,0.03148388,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/29342df206022d68e5f1e86b7bf4f902457a1af71a7e4353c05e1f215eaea085.json
experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__induction_prod1p1onk3le3m1onn__seed1,induction_prod1p1onk3le3m1onn,validation,prove_theorem_grounded,done,other_or_unobserved,12,0.03830328,dated billing receipts,False,False,audit/cells/294271551526f77a370d3b7d4b6b19d56619dfe98fe63d3bf21653befa40fc7e.json
experiments/output/ace_sanitized_20260917/validation/configs/validation__ace_selected__proof__imo_1969_p2__seed0,imo_1969_p2,validation,prove_theorem_grounded,done,other_or_unobserved,6,0.03698174,dated billing receipts,False,False,audit/cells/294ea4b6e11f8d2fb08fcd5e74c2294c7625fbe5f0a067a7255f223eaf81c441.json
experiments/output/ace_review_development/configs/algebra_others_exirrpowirrrat__baseline-r64__gpt-5.6-luna__seed0,algebra_others_exirrpowirrrat,validation,prove_theorem_agentic,done,incomplete_proof,42,0.05731257999999999,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/298d61969dbe127bdf1b7541bed27c6d555ff306ed0da8c7a6d35b235d1aadcb.json
experiments/output/ace_economy_20260916/validation/configs/validation__ace__induction_prod1p1onk3le3m1onn__seed1,induction_prod1p1onk3le3m1onn,validation,prove_theorem_grounded,done,incomplete_proof,8,0.0345888,dated billing receipts,False,False,audit/cells/29c1bc4a7eb1dfdd12aeec751216943b8a0ba836fe59d8acd63efe517e396ee2.json
experiments/output/coverage_cycle_20260911/training/E2/configs/mathd_numbertheory_629__training-E2__gpt-5.6-luna__seed0,mathd_numbertheory_629,train,prove_theorem_grounded,done,other_or_unobserved,12,0.04126114,dated billing receipts,False,False,audit/cells/29ed0db209131c0b8918e86367641176587362c3e59587856c15eea5782145ce.json
