cell,request,receipt,output_limit,structured,shadow_32768_denied,proof_checked,truncated
amc12_2000_p1__training-B__gpt-5.6-luna__seed0,12,60893e8bf3ed4bc0a436d6bfcbc1b054,32768,True,False,True,False
amc12_2000_p1__training-B__gpt-5.6-luna__seed0,13,5611da5acb68463ea3123c10f25d589f,32768,True,False,True,False
amc12_2000_p1__training-B__gpt-5.6-luna__seed0,14,84c203f5aca74c039d49f50e77cb7492,32768,True,False,False,False
amc12_2000_p6__training-B__gpt-5.6-luna__seed0,1,343ba71da82d4865b0b71115022589b3,32768,False,False,True,False
amc12_2000_p6__training-B__gpt-5.6-luna__seed0,2,fa9e15dc18c64b1b84177dc4ea25f1c7,32768,True,False,False,False
amc12_2000_p6__training-B__gpt-5.6-luna__seed0,3,8ca28f7168bf4bcb8a3c3037a6ce6811,32768,True,False,True,False
amc12_2000_p6__training-B__gpt-5.6-luna__seed0,4,da206d10e3d14a70be4c4b8f9a49121a,32768,True,False,False,False
amc12_2000_p6__training-B__gpt-5.6-luna__seed0,5,bd01c15ad74c4642adf5df907ca1a3fb,32768,True,False,False,False
amc12_2000_p6__training-B__gpt-5.6-luna__seed0,6,d11ce5ac08654425b0a568e3682f42d7,32768,True,False,True,False
amc12_2000_p6__training-B__gpt-5.6-luna__seed0,7,069d2113b8ea4ebaace00543a4870a5b,32768,True,False,True,False
amc12_2000_p6__training-B__gpt-5.6-luna__seed0,8,18c072057a46444b99ad30ddb5427ecf,32768,True,False,True,False
amc12_2000_p6__training-B__gpt-5.6-luna__seed0,9,e26991abf4ad44d8896d0c527dfc1f47,32768,True,False,True,False
amc12_2000_p6__training-B__gpt-5.6-luna__seed0,10,f5ab4358d4344ea58caa1ccd8ff919c6,32768,True,False,False,False
amc12_2000_p6__training-B__gpt-5.6-luna__seed0,11,33c1924976574fe98cbc1c30a7a803f6,32768,True,False,False,False
amc12_2000_p6__training-B__gpt-5.6-luna__seed0,12,d798f2e6de334bfaa2642e4a919532c1,32768,True,False,False,False
amc12_2000_p6__training-B__gpt-5.6-luna__seed0,13,e449c2c9d42c416399f6c3ba191db507,32768,True,False,False,False
amc12_2000_p6__training-B__gpt-5.6-luna__seed0,14,370503ff6ddf4093a24e6482ccf4f9f2,32768,True,False,False,False
amc12_2000_p6__training-B__gpt-5.6-luna__seed0,15,55a997e22af4431c90edd1d4d6fb0d3e,32768,True,False,False,False
amc12_2000_p6__training-B__gpt-5.6-luna__seed0,16,42f7586c3fd9485c835b8c670b253d29,32768,True,False,True,False
amc12_2000_p6__training-B__gpt-5.6-luna__seed0,17,27056c55e53948e7aebeb44cb61f1887,32768,True,False,True,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,1,2e7ba05f0b57401c8a09f8b9906932d3,32768,False,False,False,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,2,8ca604954af04615bf040541d15fe475,32768,False,False,False,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,3,63c60c4a66b74bb2b22e5fee8478f976,32768,False,False,False,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,4,b74aa834271c48c49a82c2f38b2f3998,32768,False,False,False,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,5,05189374a6bb4eacbf2172e15fce7535,32768,False,False,False,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,6,aff3eb152fb64d50ba3e9296582361d0,32768,False,False,False,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,7,1e45ad94ee9a439c905733e5b6127fd3,32768,False,False,False,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,8,218b8a095e384c3d9c6364caae24ddb5,32768,False,False,True,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,9,4c890deb355f4f09bb9c0d233f5ef1b2,32768,True,False,True,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,10,382b33e446f346849ddbd808f6b88470,32768,True,False,False,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,11,ffa81ff0907a4be78c98213b5f5395c5,32768,True,False,True,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,12,73f88f5d5f7b4e71bff4c0b7538b4b84,32768,True,False,True,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,13,2abd5b3b729244cca412223b6146a333,32768,True,False,True,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,14,5d5aaa70778f448f984f601fd328a7ff,32768,True,False,True,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,15,6777045a19304dc28747b4b1e99c47eb,32768,True,False,False,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,16,f7b6847a7a594c2cb6ccac8f0ef445f6,32768,True,False,True,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,17,2781b4df7d96472ea316e7bd150dd58a,32768,True,False,False,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,18,013d8c2ef8704df9bf2959aaf8df973a,32768,True,False,True,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,19,88994e26b5c24c21ae8f3c4b4eafd545,32768,True,False,False,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,20,94f0152a10594ce9836da1499abf0afa,32768,True,False,False,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,21,8ef8abd5ffae412d8309bec7d3b9b199,32768,True,False,True,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,22,2817f428be694ff790c204c17583a8bb,32768,True,False,True,False
amc12a_2002_p13__training-B__gpt-5.6-luna__seed0,23,71f261b90211472a917769a5ce4e03a9,32768,True,False,True,False
amc12a_2003_p1__training-B__gpt-5.6-luna__seed0,1,b9d869fc3684488fa4a3bb0cedffc839,32768,False,False,True,False
amc12a_2003_p1__training-B__gpt-5.6-luna__seed0,2,59ea0e2d9ecd4ff78349c6e55fb3a0b4,32768,True,False,True,False
amc12a_2003_p1__training-B__gpt-5.6-luna__seed0,3,f3802450899a4270a50370ecb98b13de,32768,True,False,True,False
amc12a_2003_p1__training-B__gpt-5.6-luna__seed0,4,b30acf7ddcf741078445f78919f0504f,32768,True,False,False,False
amc12a_2003_p1__training-B__gpt-5.6-luna__seed0,5,a63387785e2a4dbfaedafdd76120e89b,32768,True,False,False,False
amc12a_2003_p1__training-B__gpt-5.6-luna__seed0,6,cb958dd853a04075bf87b746b152e0cb,32768,True,False,True,False
amc12a_2003_p1__training-B__gpt-5.6-luna__seed0,7,a798aa16512143539540e0fe285af3d0,32768,True,False,True,False
amc12a_2003_p1__training-B__gpt-5.6-luna__seed0,8,d7eab7d2635b49edac1923481ce8a4bd,32768,True,False,True,False
amc12a_2003_p1__training-B__gpt-5.6-luna__seed0,9,484783fad95d43e8a7fbf19fe71b5f16,32768,True,False,True,False
amc12a_2003_p1__training-B__gpt-5.6-luna__seed0,10,0b61d3a8db2f4cfab4a0ee1094a037b2,32768,True,False,True,False
amc12a_2003_p1__training-B__gpt-5.6-luna__seed0,11,e8df594aab6d403aba57ac253f001e6d,32768,True,False,True,False
amc12a_2013_p7__training-B__gpt-5.6-luna__seed0,1,725ef1e4e89d42058be6e960d77d54e1,32768,False,False,True,False
amc12a_2013_p7__training-B__gpt-5.6-luna__seed0,2,d0e025e22fe54c188607c152cd51dd13,32768,True,False,True,False
amc12a_2016_p2__training-B__gpt-5.6-luna__seed0,1,806a48b6cd1b40cea3715150112a49a1,32768,False,False,False,False
amc12a_2016_p2__training-B__gpt-5.6-luna__seed0,2,63f6053d5fcf41fd9846f74f48fa6938,32768,False,False,False,False
amc12a_2016_p2__training-B__gpt-5.6-luna__seed0,3,40dc0352f5c944a3a2b5503304e43b30,32768,False,False,False,False
amc12a_2016_p2__training-B__gpt-5.6-luna__seed0,4,7225f27268c4434caf69946731b8d943,32768,False,False,False,False
amc12a_2016_p2__training-B__gpt-5.6-luna__seed0,5,735f383433cd4fe6a6311092fe89c233,32768,False,False,True,False
amc12a_2016_p2__training-B__gpt-5.6-luna__seed0,6,3c291b67ef5f4b8499d50b4d85c3ba70,32768,True,False,True,False
amc12a_2016_p2__training-B__gpt-5.6-luna__seed0,7,accd8a8d210c4c88b140e8658ec12bfc,32768,True,False,True,False
amc12a_2016_p2__training-B__gpt-5.6-luna__seed0,8,cef99deca9fc40a995c616d24d8e9455,32768,True,False,True,False
amc12a_2016_p2__training-B__gpt-5.6-luna__seed0,9,a5313a20768944f0903bebc892aa14e3,32768,True,False,True,False
amc12a_2016_p2__training-B__gpt-5.6-luna__seed0,10,044eabb744c44ac2b6c96c7af9c2efc2,32768,True,False,True,False
amc12a_2016_p2__training-B__gpt-5.6-luna__seed0,11,925a027570234ec8b4cca67c770bdf4e,32768,True,False,True,False
amc12a_2016_p2__training-B__gpt-5.6-luna__seed0,12,bcd6ae5b624143d3ad86f8a378200400,32768,True,False,True,False
amc12a_2016_p2__training-B__gpt-5.6-luna__seed0,13,cb5147fb4e4a4bdaa78639edeb7fb03f,32768,True,False,True,False
amc12a_2016_p2__training-B__gpt-5.6-luna__seed0,14,3d73cbad074a437c8f2af75ac2a10fe6,32768,True,False,True,False
amc12a_2017_p7__training-B__gpt-5.6-luna__seed0,1,b9858d6ea9cc4320b3dc598ef2029c9d,32768,False,False,False,False
amc12a_2017_p7__training-B__gpt-5.6-luna__seed0,2,31ab891b25aa433486179a5b11a0b74e,32768,False,False,False,False
amc12a_2017_p7__training-B__gpt-5.6-luna__seed0,3,8f9fed3ff76d46b8a514d93a387c841c,32768,False,False,True,False
amc12a_2017_p7__training-B__gpt-5.6-luna__seed0,4,d4c59f8cb2064a46b03c1dba4c99abc8,32768,True,False,True,False
amc12a_2017_p7__training-B__gpt-5.6-luna__seed0,5,0025a1d82003416795a3281a9f639a95,32768,True,False,True,False
amc12a_2017_p7__training-B__gpt-5.6-luna__seed0,6,2d91560ce98c44d2b4b54100e85b9e7b,32768,True,False,True,False
amc12a_2017_p7__training-B__gpt-5.6-luna__seed0,7,f95c0d42455141649aea8f9404edbf10,32768,True,False,False,False
amc12a_2017_p7__training-B__gpt-5.6-luna__seed0,8,2394210cec5b4db294267a0913ecb50f,32768,True,False,True,False
amc12a_2017_p7__training-B__gpt-5.6-luna__seed0,9,2e06f9ad61774796b55f48a121f825c6,32768,True,False,True,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,1,9d2f1f9a7c4549c18877d46d22ca8d22,32768,False,False,False,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,2,a78e090edd2c4c9ea603b620550a1910,32768,False,False,False,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,3,f5b99aeeed504e168c3cbbe79b4e635f,32768,False,False,False,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,4,df6ede5ce7604853b8328ff7dc98f5a4,32768,False,False,False,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,5,0fca1eeca3b147798df6c4c60048a9c6,32768,False,False,True,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,6,4a1df68f0e0849679f4c66505794fc95,32768,True,False,False,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,7,a6c46a245605418c8f68763b43e6f036,32768,True,False,False,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,8,70c565593cdb4477b30d57955cec4b9e,32768,True,False,False,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,9,0195bbcb430f4500b34686932db6472b,32768,True,False,False,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,10,1ef8047760c64cb885a611071ba2ef1e,32768,True,False,False,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,11,d640391e256e4d6aa558fa6d5d2c2ddb,32768,True,False,True,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,12,55088b192bb84b70afefc71c0d0aea9e,32768,True,False,False,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,13,be4261c515f84b41b4f9370dde999799,32768,True,False,True,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,14,105e785316204d3b93188289448247e5,32768,True,False,False,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,15,d997ec7151c94b8db72652403bfe11d3,32768,True,False,True,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,16,a2b6d533ea3b4cbcacf0cc64e9d66fd1,32768,True,False,True,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,17,e8ce83bddb27451099a6f7f8dce1b8a7,32768,True,False,False,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,18,d7599a4eb23c4f279348ea10066f9b9e,32768,True,False,True,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,19,4a2f9612d26f4c13924c04298fdd0864,32768,True,False,True,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,20,c6902dc0af3e4f838e0a86fec1ea4786,32768,True,False,False,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,21,7ab1c46709d74465a2c201ab3a8e75e8,32768,True,False,False,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,22,202e0ff1b2fd4a18ab81cd86ea61bf8f,32768,True,False,False,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,23,223beea928ac481aa3e728fc07b77f56,32768,True,False,True,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,24,dd10e6e48e784e7fbcf025a4f02f4556,32768,True,False,False,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,25,701e7a0a913b4040b1c4beecfd28ba9a,32768,True,False,True,False
amc12a_2020_p13__training-B__gpt-5.6-luna__seed0,26,4ef39996e5df421791ac9a9566a4b532,32768,True,False,True,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,1,b2b9fc0a941a451f88c3cd03885b38a1,32768,False,False,False,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,2,ba0d2aac75294e9eac10803cf7789498,32768,False,False,False,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,3,a3d5bf42e91d44de823f2d163e82f5f6,32768,False,False,False,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,4,110e86c0d7634d8d822d006147e909f2,32768,False,False,False,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,5,26c62b4aa67e4d559fdd940949909c5f,32768,False,False,False,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,6,0d19c10524b54146acec6a87244a0017,32768,False,False,True,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,7,fc7d0412b68a4626ad6729668f9828f5,32768,True,False,False,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,8,6fc6f44c697d4bc398af1a41418d0584,32768,True,False,True,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,9,9018dc3e8e324a85aab09f462be245ff,32768,True,False,True,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,10,6d720b97584d44cf8fbc47f2940c0419,32768,True,False,False,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,11,584825f6039d47149294ba3a660b2de7,32768,True,False,False,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,12,e0455bd29c7a4170bffb51534369cce1,32768,True,False,False,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,13,602a31c6fd074b93aa9f469bc2ca7595,32768,True,False,False,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,14,cfc230eb7b824410bf9c4820faa39a65,32768,True,False,False,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,15,52fc1739e1714ab7b267e02bdf0c188d,32768,True,False,False,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,16,e0096d823d7e42b885eca7a42e3fd9af,32768,True,False,False,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,17,22f868cd6c7d4daf903ef710c99240ca,32768,True,False,False,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,18,6add6a6597ab4d11b0bdd82ae75eb93d,32768,True,False,True,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,19,670997c1cdde47059ba2ebd8d4ad11d1,32768,True,False,True,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,20,a4dcc2ea46684a08b13a0996f62a63c2,32768,True,False,True,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,21,2691b83f8006479b8a4a864297d29b37,32768,True,False,True,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,22,ff62457a099c4bcdb8836430d5dda51c,32768,True,False,True,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,23,af9c7876e20549d28ca4b28501f09eb4,32768,True,False,True,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,24,eccbe4b0acbd49e0b368a73a57c64be7,32768,True,False,True,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,25,f1b5f471f05f45ec8dab5994775129d9,32768,True,False,True,False
amc12b_2002_p11__training-B__gpt-5.6-luna__seed0,26,626d002e1dfc47a69a010a8f16c300ea,32768,True,False,True,False
amc12b_2003_p17__training-B__gpt-5.6-luna__seed0,1,aa9f9bdb5b174cabaa5fb4c5a878aa64,32768,False,False,False,False
amc12b_2003_p17__training-B__gpt-5.6-luna__seed0,2,1072df8431344b7584a93d5139051ab2,32768,False,False,True,False
amc12b_2003_p17__training-B__gpt-5.6-luna__seed0,3,53a753f606814de48a8882b63db18fe3,32768,True,False,True,False
amc12b_2003_p17__training-B__gpt-5.6-luna__seed0,4,7e64aaca42914fdcacbf0908dd2f40cd,32768,True,False,True,False
amc12b_2003_p17__training-B__gpt-5.6-luna__seed0,5,30e6ec9e897f44d79276d491a94ddf47,32768,True,False,False,False
amc12b_2003_p17__training-B__gpt-5.6-luna__seed0,6,228060f155ed40e28470edb0b1c12e58,32768,True,False,False,False
amc12b_2003_p17__training-B__gpt-5.6-luna__seed0,7,7e4b434cf01e4c6b84585f5238b7c212,32768,True,False,False,False
amc12b_2003_p17__training-B__gpt-5.6-luna__seed0,8,46de476f11d842ce8991a43b359d5ce8,32768,True,False,True,False
amc12b_2004_p3__training-B__gpt-5.6-luna__seed0,1,51839685ade24e36a7b78a046b322e93,32768,False,False,False,False
amc12b_2004_p3__training-B__gpt-5.6-luna__seed0,2,0b0e2960f998418da04dfd93722afa6c,32768,False,False,False,False
amc12b_2004_p3__training-B__gpt-5.6-luna__seed0,3,b7cfb4067bfb490e87c0367a149357de,32768,False,False,False,False
amc12b_2004_p3__training-B__gpt-5.6-luna__seed0,4,bd684642dc77484aa4659e7768bbaf36,32768,False,False,False,False
amc12b_2004_p3__training-B__gpt-5.6-luna__seed0,5,e3e43a23dd204b3aaf2a5d24842001e6,32768,False,False,False,False
amc12b_2004_p3__training-B__gpt-5.6-luna__seed0,6,7510d1c8cc7a4d3dad050240eb36a3ad,32768,False,False,True,False
amc12b_2004_p3__training-B__gpt-5.6-luna__seed0,7,8797b53cfc1d4b6d964192270c6d0ba7,32768,True,False,True,False
amc12b_2004_p3__training-B__gpt-5.6-luna__seed0,8,8ba48af854c74bff8de74db06e1765cd,32768,True,False,True,False
amc12b_2004_p3__training-B__gpt-5.6-luna__seed0,9,7e6228a4c72a4a54b19dceccce362beb,32768,True,False,True,False
amc12b_2004_p3__training-B__gpt-5.6-luna__seed0,10,a7fd4b24351a46cbbe09c68512bb7f64,32768,True,False,True,False
amc12b_2004_p3__training-B__gpt-5.6-luna__seed0,11,0d1afe56b20f44ff93634ef4c0c6e537,32768,True,False,True,False
amc12b_2004_p3__training-B__gpt-5.6-luna__seed0,12,b8c7c8c084604c259c495be5a70240d7,32768,True,False,True,False
amc12b_2004_p3__training-B__gpt-5.6-luna__seed0,13,02cdbc7cb95c42de8fa69377ce91f88b,32768,True,False,False,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,1,b3a24e2bb080481e95d568d5574ebaec,32768,False,False,False,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,2,6f6c38c452c14e2c880dec5d387d9858,32768,False,False,False,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,3,0cbbc91c688c4b32add52a1502780eae,32768,False,False,False,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,4,89eb495f4235486caad05b770f5fa581,32768,False,False,True,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,5,688757bd069f4dd1b356a7d7bbb6ff31,32768,True,False,True,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,6,d049a4aba84f4600b6b8f5c4985e3131,32768,True,False,True,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,7,6c94e3d7cdf649c2824d5b0bf156aded,32768,True,False,False,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,8,20f721051ac64c8f89f09da8be60f35d,32768,True,False,False,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,9,e62039a5171e407180913c7ece96cab1,32768,True,False,True,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,10,780abf5b1d824f0e82fce3accb76c126,32768,True,False,True,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,11,e5200fe5e0924697bc90450f2bc3b4f3,32768,True,False,True,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,12,3d85a2c2c26f429781fc9ac7f7a28c65,32768,True,False,True,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,13,9137aba5af3a4fb58e000c63c1f1ca89,32768,True,False,False,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,14,6e73232b8b3949dba9ad3ca32b3c756e,32768,True,False,True,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,15,1e59a42fd049425d9bbd63dc50d3d254,32768,True,False,False,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,16,155ed9db1464421fa056b33a70a4c517,32768,True,False,True,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,17,5f61e52551554fceb32d3c440ebdd8f3,32768,True,False,True,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,18,6998188e0b2c49c39d1aa9825716d54e,32768,True,False,False,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,19,7d98f6bff3724d58a1349f40866f7617,32768,True,False,True,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,20,4684aba713dc4b5e85ceb6182cdc8e5c,32768,True,False,True,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,21,57100c218c3145da870faf021f285470,32768,True,False,True,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,22,5cd131ffcc66493d8f6cdf09b5cd291f,32768,True,False,True,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,23,61a461bf897c461fb44ce9e4190f6049,32768,True,False,True,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,24,52e158db48e94cf5b60e28e8241313ba,32768,True,False,False,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,25,f3bec10c812243379c2cc9f75beddd43,32768,True,False,False,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,26,f8f9ed7220c644a59f53b520936000c5,32768,True,False,True,False
imo_1963_p5__training-B__gpt-5.6-luna__seed0,27,147975226a3d49a3b5e3dfacb2751485,32768,True,False,True,False
imo_1967_p3__training-B__gpt-5.6-luna__seed0,1,e55180f6cf434d13afd3d12bd80223e1,32768,False,False,False,False
imo_1967_p3__training-B__gpt-5.6-luna__seed0,2,60b3270d0b4e44b39f425010e3b2c0a3,32768,False,False,False,False
imo_1967_p3__training-B__gpt-5.6-luna__seed0,3,36854fec752c4fe88b820bfc7a510dce,32768,False,False,False,False
imo_1967_p3__training-B__gpt-5.6-luna__seed0,4,48a4c4b41fa844cead55128708efc6b3,32768,False,False,True,False
imo_1967_p3__training-B__gpt-5.6-luna__seed0,5,84749c565f16458db79e9a44c2fbae82,32768,True,False,False,False
imo_1967_p3__training-B__gpt-5.6-luna__seed0,6,aa5dc25098c94e589230adeef3d32719,32768,True,False,True,False
imo_1967_p3__training-B__gpt-5.6-luna__seed0,7,1c67713835c64a07adbd7208e6c97d62,32768,True,False,False,False
imo_1967_p3__training-B__gpt-5.6-luna__seed0,8,c73516461de447f28ca62fb9180f4095,32768,True,False,True,False
imo_1967_p3__training-B__gpt-5.6-luna__seed0,9,645f6ff1a6074bd88fbedf8c9f3d8f54,32768,True,False,True,False
imo_1967_p3__training-B__gpt-5.6-luna__seed0,10,d55d9c48fc8049e896682187c97250b1,32768,True,False,True,False
imo_1967_p3__training-B__gpt-5.6-luna__seed0,11,a54a248f1da741e48103b3748cbd14ef,32768,True,False,True,False
imo_1967_p3__training-B__gpt-5.6-luna__seed0,12,469216ad78394dd7a68b3bceaf691280,32768,True,False,True,False
imo_1967_p3__training-B__gpt-5.6-luna__seed0,13,23aa90710dfd44a1aa6bfa1b306fd6c7,32768,True,False,True,False
imo_1967_p3__training-B__gpt-5.6-luna__seed0,14,6c4ab3975d184e189a50dcf04087cff1,32768,True,False,False,False
imo_1967_p3__training-B__gpt-5.6-luna__seed0,15,e7ab3f343f7b4647a50cf19b07155ae7,32768,True,False,False,False
imo_1967_p3__training-B__gpt-5.6-luna__seed0,16,7ed2012636c344a0aec557877d52a7e6,32768,True,False,False,False
imo_1967_p3__training-B__gpt-5.6-luna__seed0,17,2110784ee9104182ad451eed05994d79,32768,True,False,True,False
imo_1967_p3__training-B__gpt-5.6-luna__seed0,18,7ee569d9ecaf4886b200b80b01cf3c36,32768,True,False,False,False
imo_1967_p3__training-B__gpt-5.6-luna__seed0,19,5fb58d1959c34dbc8a09891c38533716,32768,True,False,False,False
imo_1967_p3__training-B__gpt-5.6-luna__seed0,20,316dd1b4250743ffac1d3442f59d0fc5,32768,True,False,False,False
imo_1968_p5_1__training-B__gpt-5.6-luna__seed0,1,255ce2b5848e406f9709db70fd9d731c,32768,False,False,False,False
imo_1968_p5_1__training-B__gpt-5.6-luna__seed0,2,83145251b3b84a34a1f2bc581e132969,32768,False,False,False,False
imo_1968_p5_1__training-B__gpt-5.6-luna__seed0,3,8f39248ff65b481e941ba45f938d8518,32768,False,False,False,False
imo_1968_p5_1__training-B__gpt-5.6-luna__seed0,4,a8a9fa54247b40038d28cf2306dee9e8,32768,False,False,True,False
imo_1968_p5_1__training-B__gpt-5.6-luna__seed0,5,35ee4f00230f4f1683043cf259db5b13,32768,True,False,False,False
imo_1968_p5_1__training-B__gpt-5.6-luna__seed0,6,5d5a3997f3ae4009b6d6cfcb9dc40bd7,32768,True,False,True,False
imo_1968_p5_1__training-B__gpt-5.6-luna__seed0,7,238f62bcce0242d08ccdfcd88d8e6bbc,32768,True,False,True,False
imo_1968_p5_1__training-B__gpt-5.6-luna__seed0,8,a17e36d0df2c44bfabbad550dd6d7db7,32768,True,False,True,False
imo_1968_p5_1__training-B__gpt-5.6-luna__seed0,9,2761db7b6c2f4fe594ba9b2c8657139b,32768,True,False,True,False
imo_1968_p5_1__training-B__gpt-5.6-luna__seed0,10,009459a30e124c87aed7cd95f275b70d,32768,True,False,True,False
imo_1968_p5_1__training-B__gpt-5.6-luna__seed0,11,d4e596947149485fbd92e1bf08630bf2,32768,True,False,True,False
imo_1977_p6__training-B__gpt-5.6-luna__seed0,1,045f6ef84e224c688d1150325bf4cd3d,32768,False,False,False,False
imo_1977_p6__training-B__gpt-5.6-luna__seed0,2,dfc0b99085be4e4a8f859d9532a1e7c8,32768,False,False,False,False
imo_1977_p6__training-B__gpt-5.6-luna__seed0,3,88b3b01b23f24e3f872b0d604cb878a6,32768,False,False,True,False
imo_1977_p6__training-B__gpt-5.6-luna__seed0,4,0b6e5a99431543c4b2c1bf842a241a40,32768,True,False,True,False
imo_1977_p6__training-B__gpt-5.6-luna__seed0,5,05c0684ee46742268d09375e218bf118,32768,True,False,True,False
imo_1977_p6__training-B__gpt-5.6-luna__seed0,6,724a441a7f12470ebb5ea381ccad8412,32768,True,False,True,False
